cycle,node,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,trunc_frac,range,clutter_frac,s,w,h,cx,cy,yaw,std_s,std_w,std_h,phi
5993,door_3,1381,0,0.985787,0.618491,0.211062,0.0052044,0.000389264,0,0.0948958,3.12855,0.0698389,0.782813,0.892373,2.07099,-0.388637,4.60966,-0.014924,0.0415046,0.00511622,0.00612781,0
7867,door_2,2125,0,0.648104,0.466075,0.335332,0.00497625,0.000106077,0,0,3.15046,0.0513527,0.42907,0.727041,2.06079,0.87409,2.538,0,0.0355391,0.00541352,0.00413921,0
5994,door_3,1951,0,1.13587,0.621078,0.241435,0.00505179,0.000253226,0,0.0654731,3.12192,0.077326,0.773623,0.891299,2.07059,-0.398363,4.6098,-0.014924,0.0418044,0.0051237,0.00613116,0
7868,door_2,2554,0,0.811045,0.4678,0.336123,0.00490699,9.71083e-05,0,0,3.12645,0.0593776,0.429079,0.726843,2.06108,0.874,2.538,0,0.0358891,0.00541658,0.00411402,0
5995,door_3,2754,0,1.15607,0.623753,0.270523,0.00499643,0.000199129,0,0.0471356,3.12142,0.0784155,0.783292,0.889911,2.0702,-0.389389,4.60967,-0.014924,0.042102,0.00513107,0.00613446,0
7869,door_2,2355,0,0.901906,0.469971,0.345704,0.00485663,8.12125e-05,0,0,3.11264,0.0646524,0.429088,0.726646,2.06092,0.873911,2.538,0,0.0362357,0.0054196,0.00413907,0
5996,door_3,4417,0,1.70315,0.62915,0.350871,0.00496092,0.000165419,0,0.0336723,3.1207,0.134898,0.786773,0.888414,2.06981,-0.386657,4.60963,-0.014924,0.0423974,0.00513833,0.00613773,0
7870,door_2,5431,0,0.627589,0.470759,0.326817,0.00452348,1.22263e-05,0,0,3.00468,0.0388793,0.429096,0.72645,2.06073,0.873821,2.538,0,0.0365791,0.00542258,0.00410594,0
5997,door_3,4955,0,1.81958,0.635102,0.434232,0.00498161,0.000193252,0,0.0298207,3.11783,0.150045,0.788298,0.886888,2.06943,-0.385895,4.60962,-0.014924,0.0426907,0.00514548,0.00614097,0
7871,door_2,6999,0,0.618007,0.471495,0.308786,0.00440631,3.24095e-05,0,0,2.94699,0.0366069,0.429105,0.726255,2.06055,0.873733,2.538,0,0.0369192,0.00542551,0.00407003,0
5998,door_3,7058,0,1.65816,0.640217,0.492603,0.00548739,0.000655826,0,0.0214871,3.13511,0.143085,0.789902,0.885284,2.06987,-0.385093,4.60961,-0.014924,0.0429819,0.00515253,0.0061429,0
7872,door_2,8761,0,0.661021,0.472443,0.296766,0.00433048,7.70094e-05,0,0,2.89546,0.0371084,0.429113,0.726062,2.06038,0.873644,2.538,0,0.0372562,0.00542839,0.00403269,0
5999,door_3,8535,0,1.51572,0.644595,0.530455,0.00612301,0.00126342,0,0.0181164,3.14626,0.141527,0.747088,0.883949,2.07262,-0.42857,4.61025,-0.014924,0.0432706,0.00515948,0.00613985,0
7873,door_2,9001,0,0.697762,0.473569,0.289508,0.00429245,7.61083e-05,0,0,2.87939,0.0380156,0.427299,0.725871,2.06021,0.871735,2.538,0,0.0374151,0.00543123,0.0040066,0
6000,door_3,8372,0,1.70914,0.649918,0.583332,0.00549567,0.000646209,0,0.0162446,3.14224,0.150141,0.78065,0.882285,2.07221,-0.395843,4.60977,-0.014924,0.0435579,0.00516633,0.00614306,0
7874,door_2,11880,0,0.872146,0.475562,0.300216,0.00416001,0.000108342,0,0,2.80698,0.0465777,0.425882,0.725682,2.06007,0.870223,2.538,0,0.0375768,0.00543403,0.00396945,0
7876,door_2,14209,0,1.91879,0.482778,0.413796,0.00398057,9.49193e-05,0,0,2.73206,0.227325,0.42119,0.725496,2.05991,0.865438,2.538,0,0.0374829,0.00543678,0.00394819,0
7877,door_2,18474,0,2.14476,0.491088,0.537783,0.00360959,6.93327e-07,0,0,2.60235,0.333778,0.419711,0.725308,2.05994,0.863865,2.538,0,0.037659,0.00543949,0.00391232,0
7878,door_2,19034,0,2.54557,0.501361,0.688426,0.00353253,1.43057e-05,0,0,2.55843,0.361001,0.415704,0.725124,2.05984,0.859766,2.538,0,0.037638,0.00544216,0.00387805,0
7879,door_2,20382,0,2.77424,0.512725,0.845734,0.00345178,9.04615e-05,0,0,2.48058,0.384317,0.410789,0.724942,2.05978,0.85476,2.538,0,0.0375628,0.00544479,0.00384507,0
7880,door_2,20935,0,2.74004,0.523862,0.982779,0.0033234,4.29033e-05,0,0,2.43952,0.337265,0.404958,0.724761,2.05963,0.848839,2.538,0,0.0374323,0.00544738,0.00381298,0
7881,door_2,21964,0,2.75961,0.53504,1.10696,0.0033184,9.14143e-05,0,0,2.41194,0.346019,0.399297,0.724582,2.05943,0.843088,2.538,0,0.0373123,0.00544993,0.00378239,0
7882,door_2,24480,0,2.8262,0.546496,1.22423,0.00302978,0,0,0,2.30748,0.357328,0.396403,0.724401,2.05933,0.840104,2.538,0,0.037389,0.00545244,0.00375246,0
7883,door_2,24465,0,3.18928,0.55971,1.36477,0.00300816,3.91996e-05,0,0,2.27429,0.373657,0.389594,0.724224,2.05928,0.833206,2.538,0,0.037216,0.00545491,0.00372345,0
7884,door_2,25585,0,3.43807,0.574102,1.51469,0.00287735,6.89568e-06,0,0,2.21949,0.400956,0.385472,0.724047,2.05916,0.828996,2.538,0,0.0372536,0.00545735,0.00369575,0
7885,door_2,28204,0,3.68935,0.589678,1.67318,0.0028297,1.45276e-05,0,0,2.18813,0.461596,0.378527,0.723873,2.05905,0.821963,2.538,0,0.0371049,0.00545974,0.00366897,0
7886,door_2,28783,0,2.25661,0.598013,1.67173,0.00277353,4.81799e-06,0,0,2.16143,0.225763,0.375988,0.723697,2.05909,0.819336,2.538,0,0.0371783,0.00546211,0.00364394,0
7887,door_2,29415,0,1.85926,0.604319,1.63005,0.00268468,1.78397e-06,0,0,2.11121,0.18123,0.372066,0.723522,2.05903,0.815328,2.538,0,0.0370524,0.00546443,0.00362001,0
7888,door_2,31193,0,2.49842,0.613789,1.65551,0.00262917,2.09145e-05,0,0,2.06655,0.209119,0.364113,0.723352,2.05896,0.807289,2.538,0,0.0366383,0.00546672,0.00359708,0
7889,door_2,31183,0,2.01922,0.620817,1.6298,0.00261949,1.18901e-05,0,0,2.06615,0.150432,0.348869,0.723186,2.05887,0.791962,2.538,0,0.035457,0.00546897,0.00357537,0
7890,door_2,31181,0,1.82262,0.626826,1.5864,0.00260781,7.43447e-08,0,0,2.06624,0.0943841,0.313316,0.735811,2.05879,0.762721,2.538,0,0.0326008,0.00530206,0.00355472,0
7891,door_2,31176,0,1.64795,0.631931,1.52936,0.00260768,0,0,0,2.06621,0.052673,0.28324,0.749959,2.0587,0.73972,2.538,0,0.0303227,0.00514903,0.00353508,0
7892,door_2,31179,0,1.52477,0.636396,1.46526,0.00260775,5.69238e-15,0,0,2.06625,0.035387,0.258754,0.763951,2.05863,0.72223,2.538,0,0.0285515,0.00501051,0.00351644,0
7893,door_2,31179,0,1.44837,0.640455,1.39952,0.00260775,0,0,0,2.06625,0.0293233,0.238935,0.777224,2.05857,0.709047,2.538,0,0.0271891,0.00488485,0.00349875,0
7894,door_2,31179,0,1.40076,0.644257,1.33522,0.00260775,3.21393e-16,0,0,2.06625,0.0269022,0.222139,0.789656,2.0585,0.698467,2.538,0,0.0260782,0.00477049,0.00348196,0
7895,door_2,31179,0,1.37169,0.647894,1.27408,0.00260775,1.42999e-15,0,0,2.06625,0.0258409,0.208044,0.801139,2.05845,0.690114,2.538,0,0.0251775,0.00466607,0.00346602,0
7896,door_2,31179,0,1.35352,0.651422,1.21688,0.00260775,1.77817e-15,0,0,2.06625,0.0253196,0.195587,0.81159,2.05841,0.682882,2.538,0,0.0243618,0.00457046,0.00345089,0
7897,door_2,31179,0,1.3427,0.654879,1.16398,0.00260775,1.03716e-16,0,0,2.06625,0.0250635,0.185348,0.820958,2.05837,0.677328,2.538,0,0.0236778,0.00448268,0.00343653,0
7898,door_2,31179,0,1.33604,0.658284,1.11535,0.00260775,0,0,0,2.06625,0.0249268,0.17706,0.829244,2.05833,0.673182,2.538,0,0.0230954,0.00440188,0.0034229,0
7899,door_2,31179,0,1.3316,0.661651,1.07081,0.00260775,0,0,0,2.06625,0.0248433,0.170655,0.836551,2.05831,0.67043,2.538,0,0.0226394,0.00432731,0.00340996,0
7900,door_2,31179,0,1.3284,0.664985,1.03007,0.00260775,4.87877e-15,0,0,2.06625,0.0247859,0.16552,0.842982,2.05828,0.668512,2.538,0,0.0222467,0.00425836,0.00339769,0
7901,door_2,31179,0,1.32601,0.66829,0.992839,0.00260775,3.73004e-15,0,0,2.06625,0.0247443,0.161265,0.848642,2.05826,0.667086,2.538,0,0.0218669,0.00419445,0.00338604,0
7902,door_2,31179,0,1.32401,0.671569,0.958799,0.00260775,9.96051e-17,0,0,2.06625,0.0247096,0.157975,0.853669,2.05823,0.666309,2.538,0,0.0215702,0.00413513,0.00337498,0
7903,door_2,31179,0,1.32232,0.674822,0.927669,0.00260775,0,0,0,2.06625,0.0246807,0.155339,0.858144,2.05821,0.665911,2.538,0,0.0213137,0.00407997,0.00336448,0
7904,door_2,31179,0,1.32086,0.678052,0.899183,0.00260775,0,0,0,2.06625,0.0246561,0.153203,0.862163,2.05819,0.665784,2.538,0,0.0210976,0.00402861,0.00335451,0
7905,door_2,31179,0,1.3196,0.68126,0.873098,0.00260775,3.73004e-15,0,0,2.06625,0.0246352,0.151459,0.865783,2.05817,0.66585,2.538,0,0.0209017,0.00398074,0.00334504,0
7906,door_2,31179,0,1.31849,0.684446,0.849192,0.00260775,0,0,0,2.06625,0.0246171,0.150057,0.869054,2.05815,0.666085,2.538,0,0.0207334,0.00393606,0.00333606,0
7907,door_2,31179,0,1.31753,0.687612,0.827265,0.00260775,1.6033e-14,0,0,2.06625,0.0246017,0.148889,0.872024,2.05813,0.666401,2.538,0,0.0205659,0.00389431,0.00332752,0
7908,door_2,31179,0,1.31667,0.690757,0.80713,0.00260775,0,0,0,2.06625,0.0245883,0.147977,0.874716,2.05812,0.666835,2.538,0,0.0204375,0.00385524,0.00331942,0
7909,door_2,31179,0,1.31594,0.693883,0.788622,0.00260775,9.08877e-15,0,0,2.06625,0.0245771,0.147242,0.87715,2.0581,0.667317,2.538,0,0.020307,0.00381863,0.00331172,0
7910,door_2,31179,0,1.31529,0.69699,0.77159,0.00260775,0,0,0,2.06625,0.0245673,0.146684,0.879363,2.05808,0.667865,2.538,0,0.0202109,0.00378427,0.00330441,0
7911,door_2,31179,0,1.31472,0.700079,0.755895,0.00260775,1.58983e-14,0,0,2.06625,0.024559,0.14625,0.881385,2.05807,0.668443,2.538,0,0.0201267,0.00375198,0.00329746,0
7912,door_2,31179,0,1.31423,0.703149,0.741414,0.00260775,0,0,0,2.06625,0.0245519,0.14591,0.883236,2.05805,0.669028,2.538,0,0.0200528,0.00372161,0.00329085,0
7913,door_2,31179,0,1.31382,0.706203,0.728034,0.00260775,7.93707e-15,0,0,2.06625,0.0245459,0.14564,0.884931,2.05804,0.669605,2.538,0,0.019988,0.00369303,0.00328457,0
7914,door_2,31179,0,1.31346,0.709239,0.715653,0.00260775,0,0,0,2.06625,0.0245409,0.145414,0.886482,2.05803,0.670155,2.538,0,0.0199062,0.00366609,0.00327861,0
7915,door_2,31179,0,1.31317,0.712259,0.704178,0.00260775,0,0,0,2.06625,0.0245368,0.145229,0.887904,2.05802,0.670681,2.538,0,0.0198346,0.00364071,0.00327294,0
7916,door_2,31179,0,1.31291,0.715262,0.693526,0.00260775,2.5535e-14,0,0,2.06625,0.0245334,0.145078,0.88921,2.058,0.671183,2.538,0,0.0197963,0.00361677,0.00326755,0
7917,door_2,31179,0,1.3127,0.718249,0.683619,0.00260775,4.78194e-14,0,0,2.06625,0.0245305,0.144947,0.890413,2.05799,0.671654,2.538,0,0.0197474,0.00359419,0.00326243,0
7918,door_2,31179,0,1.31252,0.72122,0.674387,0.00260775,0,0,0,2.06625,0.0245281,0.144833,0.891526,2.05798,0.672096,2.538,0,0.0196962,0.00357288,0.00325756,0
7919,door_2,31179,0,1.31237,0.724176,0.665768,0.00260775,0,0,0,2.06625,0.0245261,0.144736,0.892556,2.05797,0.672514,2.538,0,0.0196747,0.00355275,0.00325294,0
7920,door_2,31179,0,1.31225,0.727117,0.657704,0.00260775,0,0,0,2.06625,0.0245244,0.144651,0.893511,2.05796,0.672906,2.538,0,0.0196557,0.00353375,0.00324854,0
7921,door_2,31179,0,1.31214,0.730042,0.650144,0.00260775,0,0,0,2.06625,0.024523,0.144574,0.894397,2.05795,0.673273,2.538,0,0.019639,0.00351581,0.00324436,0
7922,door_2,31179,0,1.31205,0.732952,0.643039,0.00260775,2.03964e-19,0,0,2.06625,0.0245218,0.144504,0.895221,2.05794,0.673614,2.538,0,0.0196012,0.00349886,0.00324038,0
7924,door_2,31179,0,1.31197,0.735847,0.636348,0.00260775,6.84585e-16,0,0,2.06625,0.0245207,0.144441,0.895989,2.05793,0.673936,2.538,0,0.0195798,0.00348287,0.0032366,0
7925,door_2,31179,0,1.31191,0.738727,0.630032,0.00260775,1.28563e-14,0,0,2.06625,0.0245199,0.144383,0.896709,2.05792,0.674238,2.538,0,0.0195493,0.00346778,0.00323301,0
7926,door_2,31179,0,1.31186,0.741593,0.624055,0.00260775,0,0,0,2.06625,0.0245192,0.144331,0.897385,2.05791,0.674523,2.538,0,0.0195218,0.00345356,0.00322959,0
7927,door_2,31179,0,1.31182,0.744444,0.618387,0.00260775,4.13378e-16,0,0,2.06625,0.0245186,0.144283,0.898018,2.0579,0.674792,2.538,0,0.0194992,0.00344017,0.00322634,0
7928,door_2,31179,0,1.31178,0.747281,0.612998,0.00260775,5.57132e-17,0,0,2.06625,0.0245181,0.14424,0.898605,2.0579,0.675042,2.538,0,0.0195006,0.00342757,0.00322324,0
7930,door_2,31179,0,1.31175,0.750103,0.607863,0.00260775,6.91796e-16,0,0,2.06625,0.0245178,0.144198,0.899143,2.05789,0.675269,2.538,0,0.0194798,0.00341571,0.0032203,0
7931,door_2,31179,0,1.31173,0.752911,0.602959,0.00260775,3.45912e-15,0,0,2.06625,0.0245175,0.144159,0.899626,2.05788,0.675472,2.538,0,0.0194731,0.00340453,0.0032175,0
7932,door_2,31179,0,1.31172,0.755705,0.598264,0.00260775,0,0,0,2.06625,0.0245172,0.144122,0.900057,2.05787,0.67565,2.538,0,0.0194782,0.00339394,0.00321484,0
7933,door_2,31179,0,1.3117,0.758485,0.59376,0.00260775,0,0,0,2.06625,0.0245171,0.144086,0.90044,2.05787,0.675806,2.538,0,0.0194609,0.00338391,0.00321231,0
7934,door_2,31179,0,1.31169,0.761251,0.589428,0.00260775,1.41668e-15,0,0,2.06625,0.0245169,0.144052,0.900784,2.05786,0.675944,2.538,0,0.0194515,0.0033744,0.0032099,0
7935,door_2,31179,0,1.31169,0.764003,0.585253,0.00260775,8.52013e-16,0,0,2.06625,0.0245168,0.14402,0.901097,2.05785,0.676069,2.538,0,0.019436,0.00336536,0.00320761,0
7936,door_2,31179,0,1.31168,0.766742,0.581222,0.00260775,0,0,0,2.06625,0.0245167,0.14399,0.901386,2.05785,0.676183,2.538,0,0.0194246,0.00335678,0.00320542,0
7937,door_2,31179,0,1.31167,0.769466,0.57732,0.00260775,0,0,0,2.06625,0.0245166,0.143963,0.901654,2.05784,0.67629,2.538,0,0.0194455,0.00334863,0.00320335,0
7938,door_2,31179,0,1.31167,0.772177,0.573537,0.00260775,0,0,0,2.06625,0.0245165,0.143937,0.901904,2.05783,0.676389,2.538,0,0.0194285,0.00334089,0.00320138,0
7939,door_2,31179,0,1.31166,0.774875,0.569862,0.00260775,0,0,0,2.06625,0.0245164,0.143913,0.902139,2.05783,0.676482,2.538,0,0.0194173,0.00333353,0.0031995,0
7940,door_2,31179,0,1.31166,0.777559,0.566286,0.00260775,0,0,0,2.06625,0.0245163,0.14389,0.90236,2.05782,0.67657,2.538,0,0.0194074,0.00332654,0.00319771,0
7941,door_2,31179,0,1.31165,0.780229,0.5628,0.00260775,0,0,0,2.06625,0.0245163,0.14387,0.902569,2.05782,0.676655,2.538,0,0.0194297,0.0033199,0.00319602,0
7943,door_2,31179,0,1.31165,0.782886,0.559396,0.00260775,1.83208e-15,0,0,2.06625,0.0245162,0.143851,0.902767,2.05781,0.676735,2.538,0,0.0194407,0.00331359,0.0031944,0
7944,door_2,31179,0,1.31165,0.78553,0.556068,0.00260775,0,0,0,2.06625,0.0245161,0.143833,0.902954,2.05781,0.676811,2.538,0,0.0194358,0.00330759,0.00319286,0
7945,door_2,31179,0,1.31164,0.788161,0.552809,0.00260775,1.51349e-14,0,0,2.06625,0.0245161,0.143817,0.903132,2.0578,0.676883,2.538,0,0.0194309,0.00330188,0.0031914,0
7946,door_2,31179,0,1.31164,0.790778,0.549615,0.00260775,4.27865e-15,0,0,2.06625,0.024516,0.143801,0.9033,2.0578,0.676952,2.538,0,0.0194411,0.00329646,0.00319,0
7947,door_2,31179,0,1.31164,0.793383,0.546479,0.00260775,5.4733e-14,0,0,2.06625,0.024516,0.143787,0.90346,2.05779,0.677016,2.538,0,0.0194297,0.0032913,0.00318868,0
7948,door_2,31179,0,1.31164,0.795974,0.543397,0.00260775,2.91145e-16,0,0,2.06625,0.024516,0.143773,0.903611,2.05779,0.677079,2.538,0,0.0194387,0.00328639,0.00318742,0
7949,door_2,31179,0,1.31163,0.798552,0.540366,0.00260775,1.05338e-15,0,0,2.06625,0.0245159,0.14376,0.903754,2.05779,0.677137,2.538,0,0.0194255,0.00328173,0.00318622,0
7950,door_2,31179,0,1.31163,0.801117,0.537381,0.00260775,0,0,0,2.06625,0.0245159,0.143748,0.90389,2.05778,0.677193,2.538,0,0.0194197,0.00327729,0.00318507,0
7951,door_2,31179,0,1.31163,0.80367,0.534439,0.00260775,1.43788e-16,0,0,2.06625,0.0245159,0.143737,0.904019,2.05778,0.677246,2.538,0,0.0194145,0.00327307,0.00318399,0
7952,door_2,31179,0,1.31163,0.80621,0.531537,0.00260775,0,0,0,2.06625,0.0245158,0.143726,0.904141,2.05777,0.677297,2.538,0,0.019405,0.00326906,0.00318295,0
7953,door_2,31179,0,1.31163,0.808737,0.528673,0.00260775,2.08597e-15,0,0,2.06625,0.0245158,0.143716,0.904257,2.05777,0.677345,2.538,0,0.0193966,0.00326524,0.00318197,0
7954,door_2,31179,0,1.31163,0.811251,0.525843,0.00260775,0,0,0,2.06625,0.0245158,0.143707,0.904367,2.05777,0.677391,2.538,0,0.0194142,0.00326161,0.00318103,0
7955,door_2,31179,0,1.31163,0.813753,0.523046,0.00260775,1.01966e-16,0,0,2.06625,0.0245158,0.143699,0.904472,2.05776,0.677434,2.538,0,0.0194083,0.00325815,0.00318014,0
7956,door_2,31179,0,1.31162,0.816243,0.520279,0.00260775,1.08623e-15,0,0,2.06625,0.0245157,0.143691,0.904571,2.05776,0.677476,2.538,0,0.0194212,0.00325487,0.00317929,0
7957,door_2,31179,0,1.31162,0.81872,0.517542,0.00260775,1.63049e-14,0,0,2.06625,0.0245157,0.143683,0.904665,2.05776,0.677515,2.538,0,0.0194094,0.00325174,0.00317848,0
7958,door_2,31204,0,1.31163,0.821184,0.514832,0.00260744,0,0,0,2.06606,0.0245073,0.143665,0.904757,2.05777,0.677543,2.538,0,0.0194301,0.00324877,0.00317771,0
7959,door_2,31183,0,1.3116,0.823636,0.512146,0.00260766,0,0,0,2.06619,0.0245133,0.14366,0.904842,2.05776,0.677581,2.538,0,0.0195937,0.00324594,0.00317698,0
7960,door_2,29089,0,1.25447,0.82579,0.503798,0.00269791,1.04861e-06,0,0,2.11947,0.0253414,0.14179,0.908879,2.05782,0.67773,2.538,0,0.0200988,0.00326586,0.0031764,0
7961,door_2,26204,0,1.11594,0.827241,0.482288,0.00304724,0.000212524,0,0,2.19927,0.0296989,0.141821,0.909084,2.05783,0.677863,2.538,0,0.020677,0.00326259,0.00317615,0
7962,door_2,24497,0,1.02417,0.828226,0.453654,0.00331723,0.00037654,0,0,2.2587,0.0327296,0.141773,0.909455,2.05805,0.678001,2.538,0,0.0212526,0.00325979,0.00317609,0
7963,door_2,23078,0,1.01108,0.82914,0.426482,0.0033728,0.000345343,0,0,2.30622,0.0334604,0.141357,0.91308,2.05831,0.679397,2.538,0,0.0218098,0.00326167,0.00317617,0
7964,door_2,21812,0,0.811996,0.828283,0.383834,0.00343151,0.000319612,0,0,2.35154,0.0280885,0.14124,0.912503,2.05841,0.678991,2.538,0,0.0223498,0.00329529,0.00317646,0
7965,door_2,20419,0,0.824634,0.8281,0.345451,0.00352564,0.000276411,0,0,2.42344,0.0303379,0.140963,0.911914,2.05868,0.678421,2.538,0,0.0228724,0.00332838,0.00317702,0
7966,door_2,19051,0,0.805891,0.82699,0.310906,0.00359692,0.000258092,0,0,2.46922,0.0309641,0.140628,0.911316,2.0589,0.677786,2.538,0,0.0233739,0.00336097,0.00317794,0
7967,door_2,17940,0,0.911941,0.827415,0.288268,0.00367739,0.000240705,0,0,2.51828,0.0408468,0.140061,0.910708,2.05907,0.676915,2.538,0,0.0238488,0.00339307,0.00317912,0
7968,door_2,17121,0,0.763088,0.824198,0.259441,0.00376906,0.000217747,0,0,2.57454,0.0333637,0.139222,0.910091,2.05946,0.675767,2.538,0,0.0242799,0.00342468,0.00318012,0
7969,door_2,16674,0,0.69484,0.81773,0.233497,0.00380866,0.00020931,0,0,2.59776,0.0308508,0.138234,0.909464,2.0597,0.674466,2.538,0,0.024676,0.00345582,0.00318118,0
7970,door_2,15561,0,0.615867,0.807637,0.210147,0.00388845,0.000196336,0,0,2.64202,0.0294034,0.138173,0.909649,2.05986,0.674497,2.538,0,0.0249891,0.00344591,0.00318234,0
7971,door_2,14977,0,0.649231,0.799717,0.189132,0.00372943,7.33064e-08,0,0,2.65959,0.0281625,0.12718,0.913344,2.05996,0.665353,2.538,0,0.0249626,0.00346092,0.00318337,0
7972,door_2,15081,0,0.623359,0.790899,0.170219,0.00395812,0.000185122,0,0,2.68002,0.0307872,0.124525,0.912696,2.06014,0.662374,2.538,0,0.0250803,0.00349152,0.00318481,0
7973,door_2,14823,0,0.628751,0.782791,0.153197,0.00397711,0.000182283,0,0,2.69018,0.0313219,0.120647,0.912039,2.06029,0.658166,2.538,0,0.0250892,0.00352166,0.00318623,0
7974,door_2,14797,0,0.617159,0.77451,0.137878,0.00400437,0.000177407,0,0,2.70507,0.0312415,0.112607,0.914176,2.06055,0.651195,2.538,0,0.0246625,0.00352286,0.0031874,0
7975,door_2,13843,0,0.655215,0.768545,0.12409,0.00403082,0.000177852,0,0,2.71706,0.0333431,0.104231,0.913506,2.06043,0.642484,2.538,0,0.0242089,0.00355255,0.00318817,0
7978,door_2,15252,0,0.553423,0.757789,0.111681,0.00395752,0.00018412,0,0,2.6802,0.0288558,0.107464,0.912993,2.06054,0.645461,2.538,0,0.024362,0.00358088,0.00318952,0
7979,door_2,15331,0,0.604197,0.750109,0.100513,0.00377413,1.87488e-05,0,0,2.67179,0.0282029,0.103715,0.9128,2.06078,0.641615,2.538,0,0.0243969,0.0036084,0.00319048,0
7980,door_2,16029,0,0.565653,0.740887,0.0904615,0.00387532,0.000196624,0,0,2.63567,0.0280216,0.103799,0.913697,2.06088,0.642148,2.538,0,0.0247297,0.00363484,0.00319143,0
7981,door_2,16586,0,0.579967,0.732841,0.0814153,0.00383753,0.000202279,0,0,2.61498,0.0282191,0.105166,0.913029,2.06092,0.643181,2.538,0,0.0250823,0.00366259,0.00319243,0
7982,door_2,17593,0,0.610514,0.726724,0.0732738,0.00375244,0.000217524,0,0,2.56657,0.027976,0.10441,0.913533,2.06129,0.642676,2.538,0,0.0254757,0.0036878,0.00319304,0
7983,door_2,17453,0,0.569728,0.718875,0.0659464,0.00373745,0.000223272,0,0,2.55645,0.0265316,0.105226,0.912816,2.06132,0.643134,2.538,0,0.0258674,0.00371492,0.00319376,0
7984,door_2,18286,0,0.719941,0.71888,0.0594579,0.00362559,0.000193906,0,0,2.51579,0.0285815,0.105202,0.913152,2.0616,0.643278,2.538,0,0.0262564,0.00369015,0.00319406,0
7985,door_2,19032,0,0.750825,0.71904,0.0566907,0.00370871,0.000343857,0,0,2.48236,0.0309977,0.104871,0.912416,2.06175,0.64258,2.538,0,0.026681,0.00371743,0.00319447,0
7986,door_2,19995,0,0.740482,0.719147,0.0531551,0.00345778,0.000173983,0,0,2.44121,0.026768,0.105544,0.911778,2.06189,0.642933,2.538,0,0.0270645,0.00374402,0.00319457,0
7987,door_2,19280,0,0.640692,0.715224,0.0478396,0.00402311,0.000676401,0,0,2.47321,0.0321366,0.105774,0.911108,2.06204,0.642828,2.538,0,0.0274968,0.00377044,0.00319525,0
7988,door_2,18674,0,0.771078,0.715503,0.0486132,0.00347317,6.8774e-05,0,0,2.5022,0.027675,0.10442,0.911176,2.06227,0.641508,2.538,0,0.0276945,0.00379585,0.00319546,0
7989,door_2,18576,0,0.721954,0.715536,0.0443937,0.00368578,0.000233482,0,0,2.52601,0.0295966,0.103872,0.917983,2.06265,0.644364,2.538,0,0.0280433,0.00377095,0.00319591,0
7990,door_2,17815,0,0.755003,0.715733,0.0438813,0.00373228,0.000220544,0,0,2.55526,0.0356249,0.105085,0.91722,2.06263,0.645195,2.538,0,0.0283718,0.00379692,0.00319692,0
7991,door_2,16747,0,0.715322,0.715712,0.0394932,0.00367272,5.82417e-05,0,0,2.60503,0.0299636,0.109339,0.916484,2.06266,0.649081,2.538,0,0.0283456,0.00382198,0.00319781,0
7992,door_2,15637,0,0.662945,0.713074,0.0355439,0.00390291,0.000192786,0,0,2.65053,0.0320337,0.112299,0.915725,2.06258,0.651662,2.538,0,0.028466,0.00384684,0.00319909,0
7993,door_2,15534,0,0.65896,0.710368,0.0319895,0.00393859,0.000185014,0,0,2.67095,0.0324671,0.115209,0.916387,2.06263,0.654903,2.538,0,0.0284232,0.0038491,0.00320028,0
7994,door_2,14627,0,0.585175,0.704109,0.0287906,0.00397787,0.000181448,0,0,2.69092,0.0298738,0.11922,0.915629,2.06246,0.658534,2.538,0,0.0281602,0.00387316,0.00320147,0
7995,door_2,11644,0,0.554474,0.696627,0.0259115,0.00402961,0.000180011,0,0,2.71551,0.0293784,0.125174,0.91489,2.06228,0.664119,2.538,0,0.0275431,0.00389644,0.003202,0
7997,door_2,14497,0,0.565971,0.690094,0.0233203,0.00401714,0.000177276,0,0,2.71103,0.0299585,0.135553,0.914202,2.06218,0.674155,2.538,0,0.026746,0.00391922,0.00320307,0
7998,door_2,14743,0,0.573907,0.684285,0.0209883,0.00400008,0.000176444,0,0,2.70353,0.0312576,0.144592,0.913487,2.0622,0.682836,2.538,0,0.0262819,0.00394218,0.00320382,0
7999,door_2,14616,0,0.549721,0.677557,0.0188895,0.00398367,0.000169047,0,0,2.69936,0.0289616,0.149805,0.912712,2.06217,0.687661,2.538,0,0.0260056,0.00396509,0.00320425,0
8000,door_2,14904,0,0.580038,0.672681,0.0170005,0.00393058,0.0001421,0,0,2.68723,0.0289954,0.150683,0.913007,2.06213,0.688687,2.538,0,0.025905,0.00393869,0.00320499,0
8001,door_2,15063,0,0.582378,0.668166,0.0153005,0.00390162,0.000133536,0,0,2.67772,0.0287325,0.15195,0.913646,2.06214,0.690274,2.538,0,0.0259091,0.00395851,0.00320564,0
8002,door_2,15251,0,0.577691,0.663642,0.0137704,0.00386325,0.000130684,0,0,2.66109,0.0281244,0.154868,0.912833,2.06211,0.692785,2.538,0,0.026022,0.00398166,0.00320621,0
8003,door_2,15537,0,0.589899,0.659955,0.0123934,0.00379194,0.000109354,0,0,2.63751,0.0276826,0.157728,0.912012,2.06205,0.695234,2.538,0,0.026181,0.00400454,0.00320657,0
