cycle,node,L,p_exists,cx,cy,inroom,roomprior_loaded,won,since_det,sil_occ,sil_free,sil_free_eff,n_detectable,n_total,n_occluded,resolvability,central_frac,p_detect,oblq,remove_streak,obs_top_z,obs_top_conf,trunc,gated,gate_fresh
57060,door_2,4,0.982014,0.777063,2.538,1,1,0,61046,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57120,door_3,4,0.982014,-0.365782,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936617,0,2.04177,0.999999,0,0,1
57120,door_2,4,0.982014,0.777063,2.538,1,1,0,61111,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57180,door_3,4,0.982014,-0.373574,4.60943,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.937032,0,2.04177,0.999999,0,0,1
57180,door_2,4,0.982014,0.777063,2.538,1,1,0,61176,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57240,door_3,4,0.982014,-0.371712,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936933,0,2.04177,0.999999,0,0,1
57240,door_2,4,0.982014,0.777063,2.538,1,1,0,61242,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57300,door_3,4,0.982014,-0.365763,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936616,0,2.04177,0.999999,0,0,1
57300,door_2,4,0.982014,0.777063,2.538,1,1,0,61308,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57360,door_3,4,0.982014,-0.368586,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936767,0,2.04177,0.999999,0,0,0
57360,door_2,4,0.982014,0.777063,2.538,1,1,0,61376,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57420,door_3,4,0.982014,-0.369088,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936794,0,2.04177,0.999999,0,0,1
57420,door_2,4,0.982014,0.777063,2.538,1,1,0,61444,0,0,0,0,420,420,0,0,0,0.734261,0,2.05811,0.999681,0,0,0
57480,door_3,4,0.982014,-0.371073,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.9369,0,2.04177,0.999999,0,0,1
57480,door_2,4,0.982014,0.777063,2.538,1,1,0,61511,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57540,door_3,4,0.982014,-0.367191,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936693,0,2.04177,0.999999,0,0,1
57540,door_2,4,0.982014,0.777063,2.538,1,1,0,61581,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57600,door_3,4,0.982014,-0.369297,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936805,0,2.04177,0.999999,0,0,1
57600,door_2,4,0.982014,0.777063,2.538,1,1,0,61650,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57660,door_3,4,0.982014,-0.370721,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936881,0,2.04177,0.999999,0,0,1
57660,door_2,4,0.982014,0.777063,2.538,1,1,0,61714,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57720,door_3,4,0.982014,-0.369137,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936797,0,2.04177,0.999999,0,0,1
57720,door_2,4,0.982014,0.777063,2.538,1,1,0,61779,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57780,door_3,4,0.982014,-0.367392,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936704,0,2.04177,0.999999,0,0,1
57780,door_2,4,0.982014,0.777063,2.538,1,1,0,61844,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57840,door_3,4,0.982014,-0.365995,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93663,0,2.04177,0.999999,0,0,1
57840,door_2,4,0.982014,0.777063,2.538,1,1,0,61914,0,0,0,0,420,420,0,0,0,0.734262,0,2.05811,0.999681,0,0,0
57900,door_3,4,0.982014,-0.365998,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.93663,0,2.04177,0.999999,0,0,0
57900,door_2,4,0.982014,0.777063,2.538,1,1,0,61982,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
57960,door_3,4,0.982014,-0.36951,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936817,0,2.04177,0.999999,0,0,1
57960,door_2,4,0.982014,0.777063,2.538,1,1,0,62049,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
58020,door_3,4,0.982014,-0.369242,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936803,0,2.04177,0.999999,0,0,1
58020,door_2,4,0.982014,0.777063,2.538,1,1,0,62112,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
58080,door_3,4,0.982014,-0.368091,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936742,0,2.04177,0.999999,0,0,1
58080,door_2,4,0.982014,0.777063,2.538,1,1,0,62178,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
58140,door_3,4,0.982014,-0.366975,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936682,0,2.04177,0.999999,0,0,1
58140,door_2,4,0.982014,0.777063,2.538,1,1,0,62244,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
58200,door_3,4,0.982014,-0.367547,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936713,0,2.04177,0.999999,0,0,1
58200,door_2,4,0.982014,0.777063,2.538,1,1,0,62311,0,0,0,0,420,420,0,0,0,0.734263,0,2.05811,0.999681,0,0,0
58260,door_3,4,0.982014,-0.372044,4.60941,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936953,0,2.04177,0.999999,0,0,1
58260,door_2,4,0.982014,0.777063,2.538,1,1,0,62379,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58320,door_3,4,0.982014,-0.36669,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936668,0,2.04177,0.999999,0,0,1
58320,door_2,4,0.982014,0.777063,2.538,1,1,0,62444,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58380,door_3,4,0.982014,-0.368745,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936777,0,2.04177,0.999999,0,0,1
58380,door_2,4,0.982014,0.777063,2.538,1,1,0,62509,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58440,door_3,4,0.982014,-0.366975,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936683,0,2.04177,0.999999,0,0,1
58440,door_2,4,0.982014,0.777063,2.538,1,1,0,62574,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58500,door_3,4,0.982014,-0.367477,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93671,0,2.04177,0.999999,0,0,1
58500,door_2,4,0.982014,0.777063,2.538,1,1,0,62643,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58560,door_3,4,0.982014,-0.365774,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936619,0,2.04177,0.999999,0,0,0
58560,door_2,4,0.982014,0.777063,2.538,1,1,0,62708,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58620,door_3,4,0.982014,-0.365863,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936624,0,2.04177,0.999999,0,0,1
58620,door_2,4,0.982014,0.777063,2.538,1,1,0,62777,0,0,0,0,420,420,0,0,0,0.734264,0,2.05811,0.999681,0,0,0
58680,door_3,4,0.982014,-0.371024,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936899,0,2.04177,0.999999,0,0,1
58680,door_2,4,0.982014,0.777063,2.538,1,1,0,62842,0,0,0,0,420,420,0,0,0,0.734265,0,2.05811,0.999681,0,0,0
58740,door_3,4,0.982014,-0.366014,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936633,0,2.04177,0.999999,0,0,1
58740,door_2,4,0.982014,0.777063,2.538,1,1,0,62906,0,0,0,0,420,420,0,0,0,0.734265,0,2.05811,0.999681,0,0,0
58800,door_3,4,0.982014,-0.369209,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936803,0,2.04177,0.999999,0,0,0
58800,door_2,4,0.982014,0.777063,2.538,1,1,0,62975,0,0,0,0,420,420,0,0,0,0.734265,0,2.05811,0.999681,0,0,0
58860,door_3,4,0.982014,-0.367097,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93669,0,2.04177,0.999999,0,0,1
58860,door_2,4,0.982014,0.777063,2.538,1,1,0,63039,0,0,0,0,420,420,0,0,0,0.734265,0,2.05811,0.999681,0,0,0
58920,door_3,4,0.982014,-0.367373,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936705,0,2.04177,0.999999,0,0,1
58920,door_2,4,0.982014,0.777063,2.538,1,1,0,63104,0,0,0,0,420,420,0,0,0,0.734265,0,2.05811,0.999681,0,0,0
58980,door_3,4,0.982014,-0.369086,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936797,0,2.04177,0.999999,0,0,1
58980,door_2,4,0.982014,0.777063,2.538,1,1,0,63172,0,0,0,0,420,420,0,0,0,0.734266,0,2.05811,0.999681,0,0,0
59040,door_3,4,0.982014,-0.365799,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936622,0,2.04177,0.999999,0,0,1
59040,door_2,4,0.982014,0.777063,2.538,1,1,0,63240,0,0,0,0,420,420,0,0,0,0.734266,0,2.05811,0.999681,0,0,0
59100,door_3,4,0.982014,-0.366289,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936648,0,2.04177,0.999999,0,0,1
59100,door_2,4,0.982014,0.777063,2.538,1,1,0,63308,0,0,0,0,420,420,0,0,0,0.734266,0,2.05811,0.999681,0,0,0
59160,door_3,4,0.982014,-0.365796,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936622,0,2.04177,0.999999,0,0,0
59160,door_2,4,0.982014,0.777063,2.538,1,1,0,63377,0,0,0,0,420,420,0,0,0,0.734267,0,2.05811,0.999681,0,0,0
59220,door_3,4,0.982014,-0.367835,4.60935,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936731,0,2.04177,0.999999,0,0,0
59220,door_2,4,0.982014,0.777063,2.538,1,1,0,63448,0,0,0,0,420,420,0,0,0,0.734267,0,2.05811,0.999681,0,0,0
59280,door_3,4,0.982014,-0.369015,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936794,0,2.04177,0.999999,0,0,1
59280,door_2,4,0.982014,0.777063,2.538,1,1,0,63518,0,0,0,0,420,420,0,0,0,0.734267,0,2.05811,0.999681,0,0,0
59340,door_3,4,0.982014,-0.365636,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936615,0,2.04177,0.999999,0,0,1
59340,door_2,4,0.982014,0.777063,2.538,1,1,0,63584,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59400,door_3,4,0.982014,-0.366878,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936681,0,2.04177,0.999999,0,0,1
59400,door_2,4,0.982014,0.777063,2.538,1,1,0,63648,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59460,door_3,4,0.982014,-0.3641,4.60929,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936533,0,2.04177,0.999999,0,0,1
59460,door_2,4,0.982014,0.777063,2.538,1,1,0,63714,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59520,door_3,4,0.982014,-0.367458,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936712,0,2.04177,0.999999,0,0,1
59520,door_2,4,0.982014,0.777063,2.538,1,1,0,63780,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59580,door_3,4,0.982014,-0.369399,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936815,0,2.04177,0.999999,0,0,1
59580,door_2,4,0.982014,0.777063,2.538,1,1,0,63850,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59640,door_3,4,0.982014,-0.367693,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936725,0,2.04177,0.999999,0,0,1
59640,door_2,4,0.982014,0.777063,2.538,1,1,0,63915,0,0,0,0,420,420,0,0,0,0.734268,0,2.05811,0.999681,0,0,0
59700,door_3,4,0.982014,-0.366429,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936657,0,2.04177,0.999999,0,0,1
59700,door_2,4,0.982014,0.777063,2.538,1,1,0,63986,0,0,0,0,420,420,0,0,0,0.734269,0,2.05811,0.999681,0,0,0
59760,door_3,4,0.982014,-0.366755,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936675,0,2.04177,0.999999,0,0,1
59760,door_2,4,0.982014,0.777063,2.538,1,1,0,64053,0,0,0,0,420,420,0,0,0,0.734269,0,2.05811,0.999681,0,0,0
59820,door_3,4,0.982014,-0.370494,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936874,0,2.04177,0.999999,0,0,1
59820,door_2,4,0.982014,0.777063,2.538,1,1,0,64120,0,0,0,0,420,420,0,0,0,0.734269,0,2.05811,0.999681,0,0,0
59880,door_3,4,0.982014,-0.369206,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936806,0,2.04177,0.999999,0,0,1
59880,door_2,4,0.982014,0.777063,2.538,1,1,0,64188,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
59940,door_3,4,0.982014,-0.367051,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936691,0,2.04177,0.999999,0,0,1
59940,door_2,4,0.982014,0.777063,2.538,1,1,0,64252,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60000,door_3,4,0.982014,-0.36577,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936623,0,2.04177,0.999999,0,0,0
60000,door_2,4,0.982014,0.777063,2.538,1,1,0,64320,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60060,door_3,4,0.982014,-0.367888,4.60935,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936736,0,2.04177,0.999999,0,0,0
60060,door_2,4,0.982014,0.777063,2.538,1,1,0,64384,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60120,door_3,4,0.982014,-0.365645,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936617,0,2.04177,0.999999,0,0,1
60120,door_2,4,0.982014,0.777063,2.538,1,1,0,64447,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60180,door_3,4,0.982014,-0.360899,4.60924,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936364,0,2.04177,0.999999,0,0,1
60180,door_2,4,0.982014,0.777063,2.538,1,1,0,64513,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60240,door_3,4,0.982014,-0.368781,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936784,0,2.04177,0.999999,0,0,1
60240,door_2,4,0.982014,0.777063,2.538,1,1,0,64578,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60300,door_3,4,0.982014,-0.365951,4.60932,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936633,0,2.04177,0.999999,0,0,1
60300,door_2,4,0.982014,0.777063,2.538,1,1,0,64645,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60360,door_3,4,0.982014,-0.367601,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936721,0,2.04177,0.999999,0,0,1
60360,door_2,4,0.982014,0.777063,2.538,1,1,0,64714,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60420,door_3,4,0.982014,-0.368273,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936757,0,2.04177,0.999999,0,0,1
60420,door_2,4,0.982014,0.777063,2.538,1,1,0,64783,0,0,0,0,420,420,0,0,0,0.73427,0,2.05811,0.999681,0,0,0
60480,door_3,4,0.982014,-0.367012,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93669,0,2.04177,0.999999,0,0,1
60480,door_2,4,0.982014,0.777063,2.538,1,1,0,64849,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60540,door_3,4,0.982014,-0.371382,4.6094,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936923,0,2.04177,0.999999,0,0,1
60540,door_2,4,0.982014,0.777063,2.538,1,1,0,64918,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60600,door_3,4,0.982014,-0.366499,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936663,0,2.04177,0.999999,0,0,1
60600,door_2,4,0.982014,0.777063,2.538,1,1,0,64982,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60660,door_3,4,0.982014,-0.368977,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936795,0,2.04177,0.999999,0,0,1
60660,door_2,4,0.982014,0.777063,2.538,1,1,0,65047,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60720,door_3,4,0.982014,-0.366636,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936671,0,2.04177,0.999999,0,0,1
60720,door_2,4,0.982014,0.777063,2.538,1,1,0,65114,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60780,door_3,4,0.982014,-0.367636,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936724,0,2.04177,0.999999,0,0,1
60780,door_2,4,0.982014,0.777063,2.538,1,1,0,65184,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60840,door_3,4,0.982014,-0.368782,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936785,0,2.04177,0.999999,0,0,1
60840,door_2,4,0.982014,0.777063,2.538,1,1,0,65248,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60900,door_3,4,0.982014,-0.367489,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936716,0,2.04177,0.999999,0,0,1
60900,door_2,4,0.982014,0.777063,2.538,1,1,0,65317,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
60960,door_3,4,0.982014,-0.365718,4.60932,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936622,0,2.04177,0.999999,0,0,0
60960,door_2,4,0.982014,0.777063,2.538,1,1,0,65389,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
61020,door_3,4,0.982014,-0.369082,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936801,0,2.04177,0.999999,0,0,1
61020,door_2,4,0.982014,0.777063,2.538,1,1,0,65454,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
61080,door_3,4,0.982014,-0.367532,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936719,0,2.04177,0.999999,0,0,1
61080,door_2,4,0.982014,0.777063,2.538,1,1,0,65521,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
61140,door_3,4,0.982014,-0.367357,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93671,0,2.04177,0.999999,0,0,1
61140,door_2,4,0.982014,0.777063,2.538,1,1,0,65587,0,0,0,0,420,420,0,0,0,0.734271,0,2.05811,0.999681,0,0,0
61200,door_3,4,0.982014,-0.367207,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936702,0,2.04177,0.999999,0,0,1
61200,door_2,4,0.982014,0.777063,2.538,1,1,0,65653,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61260,door_3,4,0.982014,-0.371152,4.6094,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936912,0,2.04177,0.999999,0,0,0
61260,door_2,4,0.982014,0.777063,2.538,1,1,0,65721,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61320,door_3,4,0.982014,-0.368262,4.60935,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936758,0,2.04177,0.999999,0,0,1
61320,door_2,4,0.982014,0.777063,2.538,1,1,0,65787,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61380,door_3,4,0.982014,-0.368851,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93679,0,2.04177,0.999999,0,0,1
61380,door_2,4,0.982014,0.777063,2.538,1,1,0,65854,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61440,door_3,4,0.982014,-0.369062,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936801,0,2.04177,0.999999,0,0,0
61440,door_2,4,0.982014,0.777063,2.538,1,1,0,65920,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61500,door_3,4,0.982014,-0.369152,4.60937,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936806,0,2.04177,0.999999,0,0,0
61500,door_2,4,0.982014,0.777063,2.538,1,1,0,65990,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61560,door_3,4,0.982014,-0.370309,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936867,0,2.04177,0.999999,0,0,1
61560,door_2,4,0.982014,0.777063,2.538,1,1,0,66056,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61620,door_3,4,0.982014,-0.369521,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936826,0,2.04177,0.999999,0,0,1
61620,door_2,4,0.982014,0.777063,2.538,1,1,0,66119,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61680,door_3,4,0.982014,-0.367563,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936721,0,2.04177,0.999999,0,0,1
61680,door_2,4,0.982014,0.777063,2.538,1,1,0,66187,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61740,door_3,4,0.982014,-0.367528,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.93672,0,2.04177,0.999999,0,0,1
61740,door_2,4,0.982014,0.777063,2.538,1,1,0,66250,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61800,door_3,4,0.982014,-0.36717,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.9367,0,2.04177,0.999999,0,0,1
61800,door_2,4,0.982014,0.777063,2.538,1,1,0,66317,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61860,door_3,4,0.982014,-0.367123,4.60934,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936698,0,2.04177,0.999999,0,0,1
61860,door_2,4,0.982014,0.777063,2.538,1,1,0,66385,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61920,door_3,4,0.982014,-0.365606,4.60931,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936617,0,2.04177,0.999999,0,0,1
61920,door_2,4,0.982014,0.777063,2.538,1,1,0,66455,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
61980,door_3,4,0.982014,-0.366891,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936686,0,2.04177,0.999999,0,0,1
61980,door_2,4,0.982014,0.777063,2.538,1,1,0,66520,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
62040,door_3,4,0.982014,-0.370403,4.60939,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936873,0,2.04177,0.999999,0,0,1
62040,door_2,4,0.982014,0.777063,2.538,1,1,0,66589,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
62100,door_3,4,0.982014,-0.369383,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936819,0,2.04177,0.999999,0,0,1
62100,door_2,4,0.982014,0.777063,2.538,1,1,0,66655,0,0,0,0,420,420,0,0,0,0.734272,0,2.05811,0.999681,0,0,0
62160,door_3,4,0.982014,-0.364148,4.60929,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.93654,0,2.04177,0.999999,0,0,0
62160,door_2,4,0.982014,0.777063,2.538,1,1,0,66722,0,0,0,0,420,420,0,0,0,0.734273,0,2.05811,0.999681,0,0,0
62220,door_3,4,0.982014,-0.366549,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936668,0,2.04177,0.999999,0,0,1
62220,door_2,4,0.982014,0.777063,2.538,1,1,0,66787,0,0,0,0,420,420,0,0,0,0.734273,0,2.05811,0.999681,0,0,0
62280,door_3,4,0.982014,-0.368558,4.60936,1,1,1,1,266,98,51.3333,364,420,56,0.604396,1,0.52381,0.936776,0,2.04177,0.999999,0,0,0
62280,door_2,4,0.982014,0.777063,2.538,1,1,0,66857,0,0,0,0,420,420,0,0,0,0.734273,0,2.05811,0.999681,0,0,0
62340,door_3,4,0.982014,-0.368967,4.60937,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936798,0,2.04177,0.999999,0,0,1
62340,door_2,4,0.982014,0.777063,2.538,1,1,0,66923,0,0,0,0,420,420,0,0,0,0.734274,0,2.05811,0.999681,0,0,0
62400,door_3,4,0.982014,-0.36858,4.60936,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936777,0,2.04177,0.999999,0,0,1
62400,door_2,4,0.982014,0.777063,2.538,1,1,0,66989,0,0,0,0,420,420,0,0,0,0.734274,0,2.05811,0.999681,0,0,0
62460,door_3,4,0.982014,-0.366516,4.60933,1,1,1,0,266,98,0,364,420,56,0.604396,1,0.52381,0.936667,0,2.04177,0.999999,0,0,1
