cycle,n_door_slices,slice_idx,npts,conf,cx,cy,range,trunc_frac,motion_var
2323,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2323,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2324,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2324,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2325,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2325,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2326,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2326,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2327,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2327,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2328,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2328,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2329,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2329,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2330,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2330,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2331,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2331,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2332,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2332,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2333,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2333,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2334,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2334,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2335,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2335,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2336,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2336,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2337,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2337,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2338,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2338,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2339,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2339,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2340,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2340,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2341,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2341,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2342,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2342,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2343,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2343,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2344,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2344,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2345,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2345,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2346,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2346,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2347,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2347,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2348,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2348,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2349,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2349,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2350,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2350,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2351,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2351,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2352,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2352,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2353,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2353,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2354,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2354,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2355,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2355,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2356,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2356,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2357,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2357,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2358,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2358,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2359,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2359,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2360,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2360,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2361,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2361,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2362,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2362,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2363,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2363,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2364,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2364,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2365,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2365,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2366,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2366,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2367,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2367,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2368,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2368,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2369,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2369,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2370,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2370,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2371,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2371,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2372,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2372,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2373,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2373,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2374,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2374,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2375,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2375,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2376,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2376,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2377,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2377,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2378,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2378,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2379,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2379,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2380,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2380,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2381,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2381,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2382,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2382,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2383,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2383,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2384,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2384,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2385,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2385,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2386,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2386,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2387,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2387,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2388,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2388,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2389,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2389,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2390,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2390,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2391,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2391,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2392,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2392,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2393,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2393,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2394,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2394,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2395,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2395,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2396,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2396,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2397,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2397,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2398,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2398,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2399,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2399,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2400,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2400,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2401,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2401,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2402,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2402,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2403,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2403,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2404,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2404,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2405,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2405,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2406,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2406,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2407,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2407,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2408,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2408,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2409,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2409,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2410,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2410,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2411,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2411,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2412,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2412,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2413,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2413,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2414,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2414,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2415,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2415,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2416,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2416,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2417,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2417,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2418,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2418,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2419,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2419,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2420,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2420,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2421,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2421,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2422,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2422,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2423,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2423,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2424,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2424,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2425,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2425,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2426,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2426,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2427,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2427,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2428,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2428,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2429,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2429,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2430,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2430,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2431,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2431,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2432,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2432,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2433,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2433,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2434,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2434,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2435,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2435,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2436,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2436,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2437,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2437,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2438,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2438,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2439,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2439,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2440,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2440,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2441,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2441,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2442,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2442,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2443,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2443,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2444,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2444,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2445,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2445,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2446,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2446,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2447,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2447,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2448,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2448,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2449,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2449,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2450,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2450,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2451,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2451,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2452,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2452,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2453,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2453,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2454,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2454,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2455,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2455,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2456,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2456,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2457,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2457,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2458,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2458,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2459,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2459,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2460,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2460,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2461,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2461,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2462,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2462,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2463,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2463,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2464,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2464,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2465,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2465,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2466,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2466,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2467,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2467,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2468,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2468,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2469,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2469,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2470,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2470,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2471,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2471,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2472,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2472,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2473,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2473,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2474,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2474,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2475,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2475,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2476,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2476,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2477,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2477,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2478,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2478,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2479,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2479,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2480,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2480,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2481,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2481,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2482,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2482,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2483,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2483,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2484,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2484,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2485,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2485,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2486,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2486,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2487,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2487,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2488,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2488,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2489,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2489,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2490,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2490,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2491,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2491,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2492,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2492,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2493,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2493,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2494,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2494,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2495,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2495,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2496,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2496,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2497,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2497,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2498,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2498,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2499,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2499,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2500,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2500,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2501,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2501,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2502,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2502,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2503,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2503,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2504,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2504,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2505,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2505,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2506,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2506,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2507,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2507,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2508,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2508,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2509,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2509,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2510,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2510,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2511,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2511,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2512,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2512,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2513,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2513,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2514,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2514,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2515,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2515,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2516,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2516,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2517,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2517,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2518,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2518,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2519,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2519,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2520,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2520,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2521,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2521,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2522,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2522,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2523,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2523,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2524,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2524,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2525,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2525,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2526,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2526,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2527,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2527,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2528,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2528,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2529,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2529,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2530,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2530,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2531,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2531,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2532,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2532,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2533,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2533,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2534,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2534,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2535,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2535,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2536,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2536,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2537,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2537,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2538,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2538,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2539,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2539,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
2540,2,4,1817,1,-3.25138,7.12022,4.10191,0,0
2540,2,5,2150,1,-4.74684,9.19619,6.19596,0,0
