cycle,node,pts,zed_pts,R,energy,cx,cy,yaw,w,d,s_cx,s_cy,s_yaw,s_w,s_d
660,residual_7,6,0,0.0009,0.00757952,-2.3414,0.203243,1.19177,0.119179,0.0500726,0.0333827,0.0280485,0.111225,0.0298632,0.0434509
660,residual_6,29,0,0.0009,0.00532963,-3.83864,-0.510878,1.52757,1.46194,0.179667,0.026644,0.0271991,0.0446492,0.0248578,0.0188244
660,residual_5,9,0,0.0009,0.00228576,-2.39778,-1.09399,1.52977,0.144726,0.0508616,0.0404733,0.0311391,0.0826737,0.0333855,0.062713
660,residual_4,53,0,0.0009,0.0625078,0.082717,-1.94956,-1.56295,0.420331,0.402599,0.0262909,0.022385,0.0452739,0.0166552,0.0171807
660,residual_3,607,0,0.0009,0.675916,2.29137,-0.508212,1.55858,1.50823,0.203866,0.0255745,0.0214663,0.0441704,0.0123586,0.0117819
660,residual_2,203,0,0.0009,0.37007,2.04409,-2.02869,-0.0571021,0.338783,0.335002,0.0255976,0.0214059,0.0444396,0.0120097,0.0120141
660,residual_1,1756,0,0.0009,0.194125,4.69276,-0.617987,1.54182,0.539883,0.491731,0.025573,0.0213685,0.0441724,0.0118024,0.0117658
661,residual_9,27,0,0.0009,0.00357872,-0.990529,2.37364,-0.00447879,0.430179,0.370149,0.0340498,0.0233861,0.0470564,0.0463979,0.0203851
661,residual_8,43,0,0.0009,0.0771064,-0.210738,0.318955,1.53869,0.475047,0.211731,0.0511998,0.0862669,0.0453615,0.166338,0.0893729
661,residual_7,6,0,0.0009,0.00723485,-2.3412,0.203077,1.19233,0.119203,0.0500362,0.0334928,0.0283177,0.111178,0.0302128,0.0437124
661,residual_6,29,0,0.0009,0.00740236,-3.83869,-0.511132,1.52778,1.46212,0.179244,0.0266438,0.0272037,0.0446494,0.0248512,0.0188248
661,residual_5,9,0,0.0009,0.00363751,-2.39801,-1.09409,1.53023,0.144787,0.0508338,0.0405284,0.0313329,0.0825929,0.0336984,0.062902
661,residual_4,53,0,0.0009,0.0601524,0.0823968,-1.94963,-1.56301,0.420472,0.403343,0.0262906,0.0224058,0.0452691,0.0167217,0.0171808
661,residual_3,602,0,0.0009,0.663616,2.29142,-0.508587,1.55862,1.50736,0.203801,0.0255746,0.0214649,0.0441696,0.0123543,0.011782
661,residual_2,203,0,0.0009,0.36648,2.04411,-2.02843,-0.0568465,0.338761,0.334709,0.0255976,0.0214057,0.0444403,0.0120097,0.0120122
661,residual_1,1757,0,0.0009,0.191898,4.69269,-0.617968,1.54178,0.539937,0.49186,0.0255703,0.0213683,0.0441719,0.0118023,0.0117657
662,residual_9,27,0,0.0009,0.00353237,-0.99067,2.37352,-0.00431087,0.430165,0.370207,0.0341363,0.0233389,0.0470657,0.0466501,0.0201952
662,residual_8,43,0,0.0009,0.0713351,-0.210797,0.319069,1.53926,0.475028,0.211725,0.0512566,0.0863012,0.0453613,0.166408,0.089505
662,residual_7,6,0,0.0009,0.00896918,-2.34158,0.203122,1.19345,0.119228,0.0500948,0.0336023,0.0285607,0.111153,0.0305647,0.0439736
662,residual_6,29,0,0.0009,0.00634918,-3.83836,-0.511116,1.52776,1.4621,0.179543,0.0266437,0.0272033,0.0446495,0.0248425,0.0188241
662,residual_5,9,0,0.0009,0.00489237,-2.39813,-1.09402,1.53046,0.144832,0.0508364,0.0405862,0.03287,0.082317,0.0340651,0.0630452
662,residual_4,53,0,0.0009,0.0557766,0.0819167,-1.94991,-1.56283,0.420924,0.404165,0.0262906,0.0224227,0.0452655,0.0167784,0.0171813
662,residual_3,610,0,0.0009,0.66671,2.29126,-0.50818,1.55852,1.50799,0.203908,0.0255741,0.0214636,0.0441699,0.0123488,0.0117819
662,residual_2,203,0,0.0009,0.371382,2.04405,-2.02827,-0.056539,0.33909,0.33465,0.0255975,0.0214059,0.0444405,0.0120084,0.0120127
662,residual_1,1757,0,0.0009,0.196569,4.69267,-0.61793,1.54169,0.540027,0.491937,0.0255693,0.0213682,0.044172,0.0118025,0.0117657
663,residual_9,27,0,0.0009,0.00404296,-0.990668,2.37348,-0.00452492,0.430163,0.370219,0.03422,0.0235561,0.0470553,0.0469015,0.0207413
663,residual_8,43,0,0.0009,0.0630997,-0.210783,0.319191,1.53983,0.475012,0.211727,0.0513126,0.0863361,0.045361,0.166478,0.089636
663,residual_7,6,0,0.0009,0.00353015,-2.34114,0.202912,1.19382,0.119241,0.0500246,0.0337112,0.0287783,0.111093,0.0309179,0.0442343
663,residual_6,29,0,0.0009,0.0107061,-3.83846,-0.511078,1.52746,1.46204,0.18007,0.0266439,0.0271975,0.0446495,0.0248323,0.018824
663,residual_5,9,0,0.0009,0.00207061,-2.39825,-1.09419,1.53015,0.144674,0.0508033,0.0406553,0.0312156,0.0822396,0.0328242,0.0631856
663,residual_4,53,0,0.0009,0.0654572,0.0816965,-1.94969,-1.56288,0.420903,0.404666,0.0262904,0.0224364,0.0452649,0.0168302,0.0171819
663,residual_3,597,0,0.0009,0.673687,2.29127,-0.508214,1.55859,1.50832,0.203778,0.0255743,0.021463,0.0441696,0.0123444,0.011782
663,residual_2,203,0,0.0009,0.357139,2.04425,-2.02813,-0.0562924,0.339119,0.334612,0.0255976,0.0214057,0.0444404,0.0120085,0.0120123
663,residual_1,1757,0,0.0009,0.192861,4.69273,-0.618048,1.54174,0.53998,0.491832,0.0255697,0.0213681,0.0441723,0.0118018,0.0117656
664,residual_9,27,0,0.0009,0.00443525,-0.990515,2.3734,-0.00448626,0.430183,0.370231,0.0343041,0.0237549,0.0470485,0.0471516,0.0212784
664,residual_8,43,0,0.0009,0.0785615,-0.210839,0.319185,1.54004,0.475012,0.211719,0.0513686,0.0863699,0.045361,0.166549,0.0897671
664,residual_7,6,0,0.0009,0.00273946,-2.34087,0.20284,1.19373,0.119236,0.05,0.0338182,0.0289764,0.111022,0.0312716,0.0444943
664,residual_6,29,0,0.0009,0.00518886,-3.8382,-0.511117,1.52749,1.46206,0.18052,0.0266437,0.0271976,0.0446496,0.0248247,0.018823
664,residual_5,9,0,0.0009,0.0165036,-2.39757,-1.09416,1.53136,0.14463,0.0509067,0.0407042,0.030681,0.0824452,0.0329825,0.0633024
664,residual_4,53,0,0.0009,0.0599745,0.081284,-1.9498,-1.56261,0.420852,0.404873,0.0262902,0.0224473,0.0452613,0.0168723,0.017182
664,residual_3,609,0,0.0009,0.648798,2.29137,-0.508524,1.55863,1.50782,0.203831,0.0255747,0.0214617,0.0441695,0.0123396,0.0117819
664,residual_2,203,0,0.0009,0.367145,2.04428,-2.02828,-0.0565224,0.33888,0.334771,0.0255975,0.0214057,0.0444408,0.0120094,0.0120124
664,residual_1,1757,0,0.0009,0.19524,4.69268,-0.618072,1.54168,0.540135,0.491943,0.0255699,0.0213682,0.0441723,0.0118016,0.0117657
665,residual_9,27,0,0.0009,0.00516548,-0.990699,2.37311,-0.00348294,0.43017,0.370293,0.0343909,0.0236285,0.0470554,0.0473999,0.0209655
665,residual_8,43,0,0.0009,0.0888359,-0.210847,0.319057,1.53961,0.475025,0.211719,0.051425,0.0864051,0.0453612,0.166619,0.0898973
665,residual_7,6,0,0.0009,0.00948149,-2.34138,0.203292,1.19207,0.119509,0.0500941,0.0338542,0.0281304,0.111315,0.0297699,0.0447537
665,residual_6,29,0,0.0009,0.0114576,-3.83817,-0.51105,1.52755,1.46203,0.181092,0.0266436,0.0271983,0.0446497,0.0248179,0.0188223
665,residual_5,9,0,0.0009,0.0029971,-2.39724,-1.09412,1.53169,0.14465,0.050781,0.0407272,0.0321783,0.0821839,0.0333546,0.0633002
665,residual_4,53,0,0.0009,0.056707,0.0814218,-1.94999,-1.56216,0.420822,0.40457,0.0262901,0.0224552,0.0452621,0.0169125,0.0171822
665,residual_3,605,0,0.0009,0.658664,2.29147,-0.508643,1.55867,1.50747,0.20395,0.0255747,0.0214608,0.0441695,0.0123344,0.0117819
665,residual_2,203,0,0.0009,0.372882,2.04438,-2.02823,-0.0565291,0.338697,0.334864,0.0255977,0.0214055,0.0444402,0.0120118,0.0120119
665,residual_1,1756,0,0.0009,0.190164,4.6927,-0.618039,1.54175,0.540132,0.491956,0.0255701,0.0213684,0.0441724,0.0118022,0.0117656
666,residual_9,28,0,0.0009,0.00418631,-0.990644,2.37321,-0.0039581,0.430174,0.370326,0.0344772,0.0235043,0.0470355,0.047647,0.0207005
666,residual_8,43,0,0.0009,0.0719621,-0.211103,0.319099,1.53983,0.475013,0.211687,0.0514814,0.0864394,0.045361,0.16669,0.0900281
666,residual_7,6,0,0.0009,0.00788295,-2.34028,0.203,1.19162,0.119638,0.05,0.0340057,0.0280505,0.111576,0.029627,0.0450116
666,residual_6,29,0,0.0009,0.00866339,-3.83845,-0.511088,1.52758,1.46206,0.181027,0.0266438,0.0271985,0.0446498,0.0248115,0.0188227
666,residual_5,9,0,0.0009,0.008219,-2.39698,-1.09408,1.53212,0.144641,0.0508007,0.0407801,0.0320442,0.0821135,0.033613,0.0634875
666,residual_4,53,0,0.0009,0.0538742,0.0810824,-1.95024,-1.56253,0.421184,0.404769,0.02629,0.0224623,0.0452582,0.016942,0.0171818
666,residual_3,606,0,0.0009,0.641567,2.29144,-0.508601,1.55867,1.50718,0.204047,0.0255748,0.0214576,0.0441692,0.0123202,0.0117819
666,residual_2,203,0,0.0009,0.36992,2.04417,-2.02829,-0.0567594,0.338772,0.334866,0.0255976,0.0214058,0.0444395,0.012012,0.0120131
666,residual_1,1756,0,0.0009,0.19269,4.69272,-0.618091,1.54181,0.540217,0.491906,0.0255713,0.0213684,0.0441726,0.0118019,0.0117656
667,residual_9,27,0,0.0009,0.00852705,-0.99052,2.37322,-0.00384096,0.430188,0.370259,0.0345631,0.0234321,0.0470373,0.0478928,0.020469
667,residual_8,43,0,0.0009,0.0814753,-0.211188,0.318934,1.53923,0.475033,0.211677,0.0515379,0.0864733,0.0453613,0.16676,0.0901581
667,residual_7,6,0,0.0009,0.00267123,-2.33999,0.202755,1.19288,0.119679,0.05,0.0340881,0.0283269,0.111537,0.0299769,0.0452687
667,residual_6,29,0,0.0009,0.00596468,-3.83848,-0.511135,1.52732,1.46206,0.18112,0.0266439,0.0271955,0.0446498,0.0248044,0.0188231
667,residual_5,9,0,0.0009,0.00234549,-2.39707,-1.09398,1.53179,0.14462,0.0507989,0.0408356,0.0319853,0.0820326,0.0338864,0.0636742
667,residual_4,53,0,0.0009,0.0685183,0.0808261,-1.95003,-1.56292,0.42115,0.405294,0.0262899,0.0226443,0.0452513,0.0175773,0.0171796
667,residual_3,605,0,0.0009,0.655999,2.29148,-0.508546,1.55873,1.50769,0.203948,0.0255735,0.0214633,0.0441689,0.0123422,0.0117818
667,residual_2,203,0,0.0009,0.372661,2.04404,-2.02833,-0.056822,0.338934,0.334725,0.0255978,0.0214059,0.0444396,0.0120124,0.0120142
667,residual_1,1757,0,0.0009,0.191394,4.69271,-0.618045,1.54178,0.540162,0.491922,0.0255722,0.0213687,0.0441723,0.011802,0.0117656
668,residual_9,27,0,0.0009,0.00610625,-0.99022,2.37326,-0.00320492,0.430223,0.369945,0.0346486,0.0233726,0.0470408,0.0481375,0.0202703
668,residual_8,43,0,0.0009,0.072492,-0.211213,0.318978,1.53956,0.475028,0.211674,0.0515945,0.0865064,0.0453612,0.166831,0.0902883
668,residual_7,6,0,0.0009,0.0038436,-2.33963,0.202787,1.19272,0.119651,0.05,0.0341727,0.0285702,0.111449,0.0303298,0.0455247
668,residual_6,29,0,0.0009,0.00653387,-3.8384,-0.511225,1.5273,1.46211,0.180285,0.0266441,0.027197,0.0446499,0.0247993,0.0188245
668,residual_5,9,0,0.0009,0.00649411,-2.39736,-1.09374,1.5308,0.144821,0.0507962,0.0409098,0.0313431,0.0822391,0.0341212,0.0638602
668,residual_4,53,0,0.0009,0.059318,0.0807592,-1.95005,-1.56268,0.421083,0.405351,0.0262899,0.0226132,0.0452496,0.0175112,0.0171798
668,residual_3,605,0,0.0009,0.662088,2.29134,-0.508517,1.55866,1.50758,0.204089,0.025573,0.0214619,0.0441689,0.0123378,0.0117819
668,residual_2,203,0,0.0009,0.360527,2.04394,-2.02849,-0.0560889,0.339154,0.334543,0.0255979,0.0214054,0.0444397,0.0120134,0.0120119
668,residual_1,1757,0,0.0009,0.192684,4.69268,-0.617895,1.54168,0.540004,0.49191,0.0255728,0.0213681,0.0441724,0.0118016,0.0117658
669,residual_9,27,0,0.0009,0.00606393,-0.990096,2.37336,-0.00407781,0.430232,0.369952,0.0347312,0.023588,0.0470311,0.0483812,0.0208162
669,residual_8,43,0,0.0009,0.069285,-0.211171,0.318914,1.53933,0.475035,0.211679,0.0516514,0.0865405,0.0453612,0.166901,0.0904186
669,residual_7,6,0,0.0009,0.00463033,-2.33928,0.202648,1.19264,0.119656,0.05,0.0342608,0.0287925,0.111372,0.0306844,0.0457798
669,residual_6,29,0,0.0009,0.0096762,-3.83901,-0.511222,1.52736,1.46213,0.179556,0.0266444,0.0271982,0.04465,0.0247947,0.0188263
669,residual_5,9,0,0.0009,0.00226404,-2.39712,-1.09368,1.53076,0.144805,0.0508245,0.0409649,0.0315159,0.0821595,0.0344194,0.0640455
669,residual_4,53,0,0.0009,0.0583345,0.0803153,-1.95036,-1.56295,0.421548,0.405977,0.0262912,0.0224881,0.0452532,0.017104,0.0171805
669,residual_3,604,0,0.0009,0.648361,2.29144,-0.508561,1.55866,1.50762,0.20418,0.0255727,0.0214606,0.044169,0.012333,0.0117818
669,residual_2,203,0,0.0009,0.368427,2.04387,-2.02833,-0.0559872,0.339288,0.334134,0.0255981,0.0214052,0.044439,0.0120148,0.0120109
669,residual_1,1756,0,0.0009,0.194938,4.69271,-0.617955,1.54174,0.540111,0.491859,0.0255712,0.021368,0.0441728,0.0118017,0.0117657
670,residual_9,28,0,0.0009,0.00256931,-0.990195,2.37341,-0.00403222,0.430219,0.369904,0.0348167,0.0234711,0.0470113,0.0486235,0.0205708
670,residual_8,43,0,0.0009,0.0784306,-0.211205,0.318909,1.53939,0.475034,0.211676,0.051708,0.0865738,0.0453612,0.166971,0.0905485
670,residual_7,6,0,0.0009,0.00780496,-2.33927,0.202524,1.19333,0.119681,0.05,0.034351,0.0289974,0.111319,0.0310395,0.0460338
670,residual_6,29,0,0.0009,0.00633468,-3.83878,-0.511002,1.52722,1.46197,0.179851,0.0266444,0.0271944,0.04465,0.0247886,0.0188257
670,residual_5,9,0,0.0009,0.00321685,-2.39724,-1.09368,1.53075,0.144806,0.050811,0.0410226,0.0316854,0.0820852,0.0347206,0.0642303
670,residual_4,53,0,0.0009,0.0601392,0.0805886,-1.95033,-1.56259,0.421358,0.405203,0.0262908,0.0224896,0.0452531,0.0171096,0.0171804
670,residual_3,605,0,0.0009,0.658934,2.29152,-0.508486,1.55873,1.5079,0.204072,0.025573,0.0214604,0.044169,0.0123321,0.0117818
670,residual_2,203,0,0.0009,0.379839,2.04386,-2.02827,-0.0556715,0.33974,0.333775,0.0255981,0.0214052,0.0444383,0.0120161,0.0120116
670,residual_1,1757,0,0.0009,0.193719,4.69265,-0.617971,1.54167,0.540001,0.491981,0.0255721,0.0213678,0.0441725,0.0118015,0.0117657
671,residual_9,27,0,0.0009,0.00527257,-0.990255,2.37364,-0.00441046,0.430208,0.369869,0.0349018,0.0234044,0.0470208,0.0488646,0.0203601
671,residual_8,43,0,0.0009,0.0721371,-0.211077,0.319033,1.54012,0.47502,0.211692,0.051764,0.0866072,0.045361,0.167042,0.0906784
671,residual_7,6,0,0.0009,0.0139651,-2.33912,0.202497,1.19531,0.119687,0.05,0.0344418,0.0291836,0.11132,0.0313944,0.0462868
671,residual_6,29,0,0.0009,0.00590715,-3.83873,-0.511194,1.52708,1.46207,0.180095,0.0266443,0.0271969,0.04465,0.024785,0.0188254
671,residual_5,9,0,0.0009,0.00626325,-2.39779,-1.09364,1.53054,0.144814,0.0507535,0.0410825,0.0318497,0.0820108,0.0350249,0.0644142
671,residual_4,53,0,0.0009,0.0672561,0.0808799,-1.95012,-1.56271,0.420942,0.404904,0.0262918,0.0224808,0.0452536,0.0170913,0.0171789
671,residual_3,604,0,0.0009,0.678728,2.29152,-0.508345,1.55876,1.50808,0.204056,0.0255734,0.0214633,0.0441697,0.0123442,0.0117818
671,residual_2,203,0,0.0009,0.361162,2.04384,-2.02825,-0.0561898,0.339644,0.334113,0.0255978,0.0214059,0.0444386,0.0120135,0.012014
671,residual_1,1757,0,0.0009,0.189352,4.69263,-0.617841,1.54163,0.540025,0.49201,0.0255718,0.0213679,0.0441722,0.011802,0.0117658
672,residual_9,27,0,0.0009,0.00519296,-0.990328,2.37397,-0.00514026,0.430198,0.370039,0.0349865,0.0233507,0.0470331,0.0491046,0.0201768
672,residual_8,43,0,0.0009,0.0747188,-0.21113,0.319005,1.54,0.475019,0.211686,0.0518204,0.0866424,0.0453611,0.167112,0.0908083
672,residual_7,6,0,0.0009,0.0022973,-2.33907,0.202465,1.19558,0.119691,0.05,0.0345329,0.0293563,0.11125,0.0317485,0.0465387
672,residual_6,29,0,0.0009,0.00978319,-3.83849,-0.510917,1.52694,1.46198,0.180144,0.0266391,0.0278615,0.0446453,0.0250993,0.0188224
672,residual_5,9,0,0.0009,0.00732568,-2.39756,-1.09354,1.53172,0.144822,0.0507991,0.0411179,0.0327493,0.0819522,0.0353238,0.0645442
672,residual_4,53,0,0.0009,0.0557224,0.0812255,-1.95018,-1.56241,0.420923,0.404863,0.0262914,0.022484,0.0452503,0.0170957,0.0171784
672,residual_3,606,0,0.0009,0.662852,2.29146,-0.508459,1.5587,1.50777,0.204184,0.025574,0.0214645,0.04417,0.0123479,0.0117818
672,residual_2,203,0,0.0009,0.372092,2.04391,-2.02819,-0.0562638,0.339498,0.333971,0.0255976,0.0214056,0.0444393,0.0120122,0.0120117
672,residual_1,1756,0,0.0009,0.191146,4.69259,-0.617848,1.54159,0.539902,0.49204,0.0255704,0.0213677,0.0441724,0.0118017,0.0117659
673,residual_9,27,0,0.0009,0.00435367,-0.990086,2.37375,-0.00494873,0.43023,0.37007,0.0350683,0.0235673,0.0470246,0.0493436,0.0207252
673,residual_8,43,0,0.0009,0.080587,-0.211204,0.318928,1.5397,0.475029,0.211677,0.0518767,0.0866767,0.0453612,0.167183,0.0909379
673,residual_7,6,0,0.0009,0.000488085,-2.33875,0.202397,1.19578,0.119695,0.0500104,0.0346781,0.0295212,0.111149,0.0320986,0.0467066
673,residual_6,29,0,0.0009,0.00506715,-3.83881,-0.510993,1.52688,1.46201,0.180098,0.0266404,0.0277092,0.0446457,0.0250687,0.0188231
673,residual_5,9,0,0.0009,0.00488496,-2.3974,-1.09354,1.53092,0.144801,0.0508325,0.0411815,0.0327487,0.081875,0.0356285,0.0647264
673,residual_4,53,0,0.0009,0.0642085,0.0812265,-1.95008,-1.56197,0.420905,0.404629,0.0262907,0.0226745,0.0452446,0.0177465,0.0171788
673,residual_3,604,0,0.0009,0.651174,2.2916,-0.508438,1.55876,1.50801,0.204041,0.025574,0.0214648,0.0441706,0.0123502,0.0117818
673,residual_2,203,0,0.0009,0.383118,2.04396,-2.0284,-0.05633,0.339225,0.334085,0.0255975,0.0214059,0.0444392,0.0120107,0.0120133
673,residual_1,1755,0,0.0009,0.194702,4.69258,-0.617758,1.54162,0.539755,0.492008,0.0255694,0.0213679,0.0441725,0.0118019,0.0117659
674,residual_9,27,0,0.0009,0.00562639,-0.989907,2.37356,-0.00461351,0.430256,0.370146,0.035153,0.0234799,0.0470343,0.0495813,0.0204901
674,residual_8,43,0,0.0009,0.0699381,-0.211325,0.319091,1.54036,0.475008,0.211662,0.0519326,0.0867111,0.0453609,0.167253,0.091067
674,residual_7,6,0,0.0009,0.00333519,-2.33876,0.202406,1.19498,0.119691,0.0500114,0.0347566,0.029672,0.111053,0.0324498,0.0469583
674,residual_6,29,0,0.0009,0.00572011,-3.83887,-0.51101,1.52688,1.46201,0.179947,0.0266414,0.0275891,0.0446462,0.02504,0.0188234
674,residual_5,9,0,0.0009,0.00281193,-2.39708,-1.09378,1.53075,0.144557,0.0508666,0.0412603,0.0306548,0.0820534,0.0335656,0.0649072
674,residual_4,53,0,0.0009,0.0699671,0.0810847,-1.94994,-1.56228,0.420932,0.404877,0.0262905,0.0226372,0.0452448,0.0176577,0.0171794
674,residual_3,602,0,0.0009,0.666762,2.29179,-0.508493,1.55877,1.5081,0.203766,0.0255742,0.021464,0.0441702,0.0123461,0.0117818
674,residual_2,203,0,0.0009,0.372001,2.04404,-2.02837,-0.0559272,0.339531,0.333986,0.0255975,0.0214058,0.0444392,0.012011,0.0120129
674,residual_1,1757,0,0.0009,0.193074,4.6926,-0.617908,1.54174,0.539912,0.491949,0.0255687,0.0213679,0.0441727,0.0118016,0.0117657
675,residual_9,27,0,0.0009,0.00366241,-0.98983,2.37357,-0.00450727,0.430266,0.370167,0.0352373,0.0234094,0.0470419,0.0498179,0.0202875
675,residual_8,43,0,0.0009,0.0767105,-0.211299,0.319122,1.54058,0.475006,0.211665,0.0519885,0.0867453,0.0453609,0.167323,0.091196
675,residual_7,6,0,0.0009,0.0112563,-2.33848,0.202295,1.19602,0.119698,0.05,0.0348375,0.0298148,0.111015,0.0327991,0.0472086
675,residual_6,29,0,0.0009,0.00566341,-3.83889,-0.511017,1.52713,1.46204,0.180067,0.0266419,0.0275012,0.0446466,0.0250157,0.018823
675,residual_5,9,0,0.0009,0.00581745,-2.39667,-1.09392,1.53092,0.144308,0.0509439,0.0413413,0.0290581,0.0824695,0.0317292,0.0650468
675,residual_4,53,0,0.0009,0.0577641,0.0813888,-1.94985,-1.56201,0.420656,0.404004,0.0262914,0.0226029,0.0452442,0.0175692,0.0171762
675,residual_3,604,0,0.0009,0.661947,2.29176,-0.508467,1.55874,1.50795,0.203822,0.0255744,0.0214654,0.0441698,0.0123537,0.0117819
675,residual_2,203,0,0.0009,0.37188,2.04389,-2.02867,-0.0560901,0.339734,0.334094,0.0255976,0.0214057,0.044439,0.0120131,0.0120133
675,residual_1,1757,0,0.0009,0.194274,4.69269,-0.618005,1.5418,0.540096,0.491728,0.0255702,0.0213681,0.0441727,0.0118019,0.0117657
676,residual_9,27,0,0.0009,0.00356575,-0.989825,2.37354,-0.00465327,0.430266,0.370177,0.0353186,0.0236183,0.0470287,0.0500534,0.0208343
676,residual_8,43,0,0.0009,0.0738117,-0.21137,0.31913,1.54068,0.475006,0.211656,0.0520443,0.0867796,0.0453609,0.167393,0.0913246
676,residual_7,6,0,0.0009,0.0018193,-2.33805,0.202292,1.19616,0.119686,0.05,0.0349564,0.0299505,0.110938,0.0331456,0.0474315
676,residual_6,29,0,0.0009,0.00562963,-3.839,-0.510968,1.52723,1.46203,0.179802,0.0266373,0.0281366,0.0446422,0.0253372,0.0188208
676,residual_5,9,0,0.0009,0.000854364,-2.39677,-1.0942,1.53089,0.143995,0.0508909,0.0414156,0.0280859,0.0826178,0.0305126,0.0651094
676,residual_4,53,0,0.0009,0.0630441,0.0812469,-1.9499,-1.56184,0.420428,0.40468,0.0262911,0.0225815,0.0452437,0.0175055,0.0171775
676,residual_3,610,0,0.0009,0.662826,2.29183,-0.508594,1.55876,1.50756,0.203979,0.0255745,0.0214627,0.0441698,0.012343,0.0117818
676,residual_2,203,0,0.0009,0.369428,2.04399,-2.02878,-0.055891,0.339427,0.334211,0.0255976,0.021406,0.0444386,0.0120134,0.012016
676,residual_1,1757,0,0.0009,0.196108,4.69266,-0.618044,1.54181,0.5399,0.491778,0.0255714,0.0213682,0.0441729,0.0118016,0.0117657
677,residual_9,27,0,0.0009,0.00483561,-0.990054,2.37329,-0.00479348,0.430237,0.370219,0.0354003,0.0238105,0.0470168,0.0502879,0.0213714
677,residual_8,43,0,0.0009,0.0673316,-0.2114,0.319059,1.54043,0.475015,0.211652,0.0521005,0.0868141,0.0453609,0.167463,0.0914535
677,residual_7,6,0,0.0009,0.00494688,-2.33793,0.202025,1.19751,0.11972,0.05,0.0350263,0.0300848,0.110902,0.0334916,0.0476796
677,residual_6,29,0,0.0009,0.00924069,-3.83882,-0.511073,1.52712,1.46207,0.179946,0.0266387,0.027922,0.0446429,0.0252864,0.018821
677,residual_5,9,0,0.0009,0.00232837,-2.39679,-1.09418,1.53164,0.14403,0.0509094,0.0414578,0.0284217,0.0825386,0.0306604,0.0651354
677,residual_4,53,0,0.0009,0.0593523,0.0813008,-1.94964,-1.56179,0.420354,0.404659,0.0262921,0.0224671,0.0452515,0.0171081,0.0171786
677,residual_3,606,0,0.0009,0.656529,2.2918,-0.508513,1.55874,1.5077,0.203775,0.0255746,0.0214622,0.044169,0.0123412,0.0117818
677,residual_2,203,0,0.0009,0.373455,2.04399,-2.02873,-0.0559894,0.339323,0.334343,0.0255974,0.0214063,0.0444389,0.012012,0.0120171
677,residual_1,1755,0,0.0009,0.196234,4.69263,-0.618008,1.54176,0.539909,0.491746,0.0255712,0.0213682,0.0441729,0.0118014,0.0117657
678,residual_9,27,0,0.0009,0.00285344,-0.989866,2.37306,-0.00461263,0.430294,0.37006,0.0354827,0.0236049,0.0470506,0.0505149,0.0208652
678,residual_8,43,0,0.0009,0.0785509,-0.211201,0.319074,1.54055,0.475013,0.211677,0.0521563,0.0868481,0.045361,0.167533,0.0915819
678,residual_7,6,0,0.0009,0.0118322,-2.33822,0.202166,1.19707,0.119713,0.0500376,0.0351043,0.0302093,0.11083,0.033834,0.0479268
678,residual_6,29,0,0.0009,0.00903732,-3.83912,-0.510987,1.52724,1.46204,0.179752,0.02664,0.027757,0.0446436,0.0252407,0.0188218
678,residual_5,9,0,0.0009,0.0122522,-2.39655,-1.09387,1.53075,0.14442,0.0509611,0.0415021,0.0288697,0.082496,0.0309122,0.0653165
678,residual_4,53,0,0.0009,0.0521012,0.0813464,-1.95017,-1.56118,0.42081,0.404579,0.0262916,0.0224731,0.045252,0.0171116,0.0171795
678,residual_3,604,0,0.0009,0.671145,2.29167,-0.508438,1.55871,1.50791,0.203966,0.0255744,0.0214627,0.0441687,0.0123432,0.0117819
678,residual_2,203,0,0.0009,0.35107,2.04383,-2.02889,-0.05585,0.339372,0.334632,0.0255978,0.0214061,0.044439,0.0120145,0.0120172
678,residual_1,1756,0,0.0009,0.196025,4.69274,-0.618162,1.5419,0.539947,0.491516,0.025571,0.0213684,0.0441726,0.0118014,0.0117656
679,residual_9,27,0,0.0009,0.00533407,-0.989784,2.37337,-0.00413456,0.430312,0.370299,0.0355662,0.0235067,0.0470588,0.0507471,0.0206105
679,residual_8,43,0,0.0009,0.0646686,-0.211135,0.318955,1.54013,0.475028,0.211685,0.0522129,0.0868819,0.0453611,0.167604,0.0917108
679,residual_7,6,0,0.0009,0.00749835,-2.33878,0.202404,1.19661,0.119706,0.0501117,0.0351829,0.0303298,0.110752,0.0341739,0.0481726
679,residual_6,29,0,0.0009,0.00651582,-3.83916,-0.510813,1.52731,1.46192,0.1795,0.026641,0.0276272,0.0446443,0.0251984,0.0188224
679,residual_5,9,0,0.0009,0.00173533,-2.39695,-1.0941,1.53066,0.144235,0.0509151,0.0415665,0.0280106,0.0826763,0.0298459,0.0654973
679,residual_4,53,0,0.0009,0.0614277,0.0816018,-1.95007,-1.56148,0.420915,0.404248,0.0262911,0.0224784,0.045251,0.0171142,0.0171793
679,residual_3,608,0,0.0009,0.652194,2.29171,-0.508051,1.55878,1.50786,0.20383,0.025574,0.0214613,0.0441691,0.0123351,0.0117818
679,residual_2,203,0,0.0009,0.370342,2.04379,-2.02898,-0.0558062,0.339596,0.334515,0.0255979,0.0214057,0.0444389,0.012015,0.0120144
679,residual_1,1755,0,0.0009,0.195457,4.69275,-0.618163,1.54193,0.539955,0.491512,0.025572,0.0213682,0.0441726,0.0118014,0.0117657
