cycle,node,pkt_fid,pkt_ts,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,motion_dotd,trunc_frac,range,cx,cy,H,w,h,yaw,std_cx,std_cy,std_H,std_w,std_h,std_yaw,std_yaw_within,front_mode,front_conf,cue_conf,cue_bearing,wall_resp,lidar_rays,lidar_raw,lidar_bpearl,lidar_resid_m,lidar_meanz,lidar_topz,lidar_floorz,lidar_cov_ang,dyaw_points,dyaw_moment,dyaw_flip,obliquity_cos,completeness,moment_aniso,moment_r_yaw,mom_major,mom_minor,mom_phi,mom_pts,ex_L,ex_p,ex_locc,ex_lfree,ex_lfree_eff,ex_ln,ex_socc,ex_sfree,ex_sfree_eff,ex_sndet,ex_streak,ex_pdetect,ex_central,ex_verify,ex_wantsverify,omega_w,omega_yaw,tau_w,tau_yaw,roi_fill,roi_fill_h,roi_fill_v,roi_valid,det_alive,frames_since_det,nbv_standoff,nbv_tx,nbv_ty,nbv_pdetect,nbv_vfov
7223,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00931178,0.0098835,0.080049,0.0258784,0.0151214,0.0390076,0.0265378,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.5548,13.9588,0,70,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1353.98,982.799,4,0.628477,4,0,1,52,1.84,-3.87788,-2.81659,0.565629,1.35383
7224,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00931477,0.00988587,0.0801069,0.0258877,0.0151252,0.0390165,0.0265509,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,42.1379,13.9544,0,69,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1354.95,983.768,4,0.628477,4,0,1,53,1.84,-3.87788,-2.81659,0.565629,1.35383
7225,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00931782,0.00988829,0.0801661,0.0258972,0.0151291,0.0390256,0.0265643,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.7791,13.9546,0,68,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1355.94,984.759,4,0.628477,4,0,1,54,1.84,-3.87788,-2.81659,0.565629,1.35383
7226,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00932093,0.00989075,0.0802261,0.0259068,0.0151331,0.0390348,0.0265779,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.8349,6.97457,0,61,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1356.94,985.766,4,0.628477,4,0,1,55,1.84,-3.87788,-2.81659,0.565629,1.35383
7227,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00932402,0.00989321,0.0802861,0.0259164,0.0151371,0.039044,0.0265914,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,19.5531,27.6308,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1357.95,986.771,4,0.628477,4,0,1,56,1.84,-3.87788,-2.81659,0.565629,1.35383
7228,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00932707,0.00989562,0.080345,0.0259258,0.0151409,0.0390531,0.0266047,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,12.5178,26.3578,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1358.94,987.759,4,0.628477,4,0,1,57,1.84,-3.87788,-2.81659,0.565629,1.35383
7229,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00933018,0.00989808,0.0804051,0.0259354,0.0151449,0.0390624,0.0266183,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,5.71341,29.9342,0,88,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1359.95,988.77,4,0.628477,4,0,1,58,1.84,-3.82791,1.49489,0.565629,1.35383
7230,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00933327,0.00990053,0.0804649,0.025945,0.0151489,0.0390716,0.0266319,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,1.05237,40.4177,0,90,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1360.95,989.774,4,0.628477,4,0,1,59,1.84,-3.82791,1.49489,0.565629,1.35383
7231,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00933632,0.00990295,0.0805238,0.0259545,0.0151528,0.0390807,0.0266452,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,28.202,13.9222,0,75,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1361.94,990.766,2.28104,0.905728,2.28104,0,1,60,1.84,-3.87788,-2.81659,0.565629,1.35383
7232,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00933935,0.00990536,0.0805823,0.0259638,0.0151567,0.0390897,0.0266584,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,0.641214,27.4966,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1362.93,991.751,1.93822,0.676034,1.93822,0,1,61,1.84,-3.87788,-2.81659,0.565629,1.35383
7233,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00934248,0.00990784,0.0806427,0.0259735,0.0151607,0.039099,0.0266721,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,33.886,8.91194,0,71,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1363.95,992.769,3.82342,3.82342,2.79735,0,1,62,1.84,-3.87788,-2.81659,0.565629,1.35383
7234,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00934552,0.00991025,0.0807014,0.025983,0.0151645,0.0391081,0.0266854,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,24.8458,20.8419,0,80,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1364.94,993.759,3.54504,3.54504,2.64656,0,1,63,1.84,-3.82791,1.49489,0.565629,1.35383
7235,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00934864,0.00991272,0.0807615,0.0259926,0.0151685,0.0391174,0.026699,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,23.8545,20.871,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1365.95,994.773,3.51742,3.51742,2.62905,0,1,64,1.84,-3.82791,1.49489,0.565629,1.35383
7236,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00935167,0.00991513,0.0808201,0.026002,0.0151724,0.0391264,0.0267123,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,27.6838,13.9205,0,75,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1366.94,995.762,3.84621,3.84621,2.80452,0,1,65,1.84,-3.87788,-2.81659,0.565629,1.35383
7237,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00935482,0.00991763,0.0808808,0.0260118,0.0151765,0.0391358,0.026726,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,35.9086,10.9298,0,69,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1367.97,996.788,4,4,3.11904,0,1,66,1.84,-3.87788,-2.81659,0.565629,1.35383
7238,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0093578,0.00991999,0.0809381,0.026021,0.0151803,0.0391447,0.026739,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,39.4184,6.97732,0,64,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1368.94,997.758,4,4,4,0,1,67,1.84,-3.87788,-2.81659,0.565628,1.35383
7239,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00936089,0.00992244,0.0809976,0.0260305,0.0151842,0.0391539,0.0267525,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,38.1822,6.9732,0,66,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1369.94,998.764,4,4,4,0,1,68,1.84,-3.87788,-2.81659,0.565628,1.35383
7240,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00936396,0.00992488,0.0810567,0.0260401,0.0151881,0.0391631,0.0267659,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,36.3599,6.9704,0,68,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1370.94,999.766,4,4,3.1929,0,1,69,1.84,-3.82791,1.49489,0.565628,1.35383
7241,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.009367,0.00992729,0.0811152,0.0260495,0.015192,0.0391722,0.0267792,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,5.91356,20.404,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1371.93,1000.76,4,4,3.00023,0,1,70,1.84,-3.82791,1.49489,0.565628,1.35383
7242,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00937007,0.00992973,0.0811744,0.026059,0.015196,0.0391813,0.0267926,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,0.126492,29.3214,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1372.94,1001.76,4,4,3.29124,0,1,71,1.84,-3.82791,1.49489,0.565628,1.35383
7243,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00937311,0.00993215,0.0812328,0.0260684,0.0151999,0.0391904,0.0268059,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,1.08974,24.7126,0,84,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1373.93,1002.75,1.99697,1.99697,1.7546,0,1,72,1.84,-3.82791,1.49489,0.565628,1.35383
7244,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0093762,0.0099346,0.0812922,0.026078,0.0152038,0.0391996,0.0268194,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,0.874224,23.1531,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1374.94,1003.76,1.01993,0.86865,1.01993,0,1,73,1.84,-3.82791,1.49489,0.565628,1.35383
7245,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00937934,0.00993709,0.0813525,0.0260877,0.0152078,0.039209,0.0268331,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,2.53012,29.8167,0,90,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1375.96,1004.79,0.740928,0.515998,0.740928,1,1,74,1.84,-3.82791,1.49489,0.565628,1.35383
7246,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00938231,0.00993945,0.0814096,0.0260969,0.0152116,0.0392179,0.026846,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,6.87879,20.2566,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1376.93,1005.76,0.616324,0.378647,0.616324,1,1,75,1.84,-3.87788,-2.81659,0.565628,1.35383
7247,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0093854,0.0099419,0.0814688,0.0261065,0.0152156,0.0392271,0.0268595,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,2.26415,30.4632,0,90,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1377.94,1006.76,0.592758,0.354347,0.592758,1,1,76,1.84,-3.82791,1.49489,0.565628,1.35383
7248,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00938843,0.00994431,0.081527,0.0261158,0.0152195,0.0392361,0.0268727,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.7905,6.9709,0,64,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1378.93,1007.76,0.481784,0.248101,0.481784,1,1,77,1.84,-3.82791,1.49489,0.565628,1.35383
7249,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00939153,0.00994677,0.0815864,0.0261254,0.0152234,0.0392454,0.0268862,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,37.9556,13.9359,0,65,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1379.95,1008.77,0.460859,0.229625,0.460859,1,1,78,1.84,-3.87788,-2.81659,0.565628,1.35383
7250,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00939455,0.00994916,0.0816443,0.0261348,0.0152273,0.0392544,0.0268993,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,38.1038,6.96771,0,68,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1380.93,1009.76,0.442268,0.21368,0.442268,1,1,79,1.84,-3.87788,-2.81659,0.565628,1.35383
7251,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00939763,0.00995161,0.0817033,0.0261443,0.0152313,0.0392636,0.0269128,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,30.9019,13.92,0,72,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1381.94,1010.76,0.428331,0.202015,0.428331,1,1,80,1.84,-3.82791,1.49489,0.565628,1.35383
7252,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00940065,0.00995401,0.0817612,0.0261537,0.0152351,0.0392726,0.0269259,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,24.1947,13.9346,0,77,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1382.93,1011.75,0.427371,0.201225,0.427371,1,1,81,1.84,-3.82791,1.49489,0.565628,1.35383
7253,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0094037,0.00995644,0.0818198,0.0261631,0.015239,0.0392817,0.0269392,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,26.1442,20.9203,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1383.93,1012.75,0.430467,0.203797,0.430467,1,1,82,1.84,-3.82791,1.49489,0.565628,1.35383
7254,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00940676,0.00995886,0.0818783,0.0261726,0.015243,0.0392909,0.0269525,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,34.9942,13.9636,0,74,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1384.93,1013.75,0.418311,0.19379,0.418311,1,1,83,1.84,-3.82791,1.49489,0.565628,1.35383
7255,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00940988,0.00996135,0.081938,0.0261822,0.015247,0.0393002,0.0269661,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,38.8061,6.98282,0,51,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1385.96,1014.78,0.384252,0.166825,0.384252,1,1,84,1.84,-3.82791,1.49489,0.565628,1.35383
7256,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00941292,0.00996376,0.0819962,0.0261917,0.0152508,0.0393093,0.0269794,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,36.4804,8.95387,0,70,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1386.95,1015.77,0.358513,0.147526,0.358513,1,1,85,1.84,-3.82791,1.49489,0.565628,1.35383
7257,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00941593,0.00996615,0.0820537,0.026201,0.0152547,0.0393183,0.0269925,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,32.0171,13.9608,0,73,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1387.94,1016.76,0.347976,0.139888,0.347976,1,1,86,1.84,-3.82791,1.49489,0.565628,1.35383
7258,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00941897,0.00996856,0.0821117,0.0262104,0.0152586,0.0393273,0.0270057,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,32.8733,10.9619,0,65,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1388.93,1017.76,0.331282,0.128128,0.331282,1,1,87,1.84,-3.87788,-2.81659,0.565628,1.35383
7259,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00942201,0.00997098,0.0821699,0.0262198,0.0152625,0.0393364,0.0270189,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,18.2619,13.9546,0,73,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1389.93,1018.76,0.313985,0.116405,0.313985,1,1,88,1.84,-3.82791,1.49489,0.565628,1.35383
7260,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00942509,0.00997343,0.0822287,0.0262293,0.0152664,0.0393456,0.0270323,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,4.90373,19.9432,0,83,0,120,0,120,0,0,0,27.4365,1,-14.5195,-14.1488,1390.94,1019.76,0.297105,0.105416,0.297105,1,1,89,1.84,-3.82791,1.49489,0.565628,1.35383
7261,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00942824,0.00997593,0.0822888,0.026239,0.0152705,0.039355,0.027046,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,31.371,6.98775,0,58,0,200,0,200,0,0,0,24.6929,1,-14.5195,-14.1488,1391.97,1020.8,0.276249,0.0923797,0.276249,1,1,90,1.84,-3.82791,1.49489,0.565628,1.35383
7262,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00943125,0.00997833,0.0823463,0.0262484,0.0152743,0.0393641,0.0270591,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,18.6251,6.98944,0,58,0,180,0,180,0,0,0,22.2236,1,-14.5195,-14.1488,1392.96,1021.79,0.272157,0.0898382,0.272157,1,1,91,1.84,-3.82791,1.49489,0.565628,1.35383
7263,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00943422,0.00998068,0.0824028,0.0262575,0.0152781,0.0393729,0.027072,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,10.0341,20.9556,0,68,0,160,0,160,0,0,0,20.0012,1,-14.5195,-14.1488,1393.94,1022.76,0.269723,0.0883284,0.269723,1,1,92,1.84,-3.82791,1.49489,0.565628,1.35383
