cycle,node,pkt_fid,pkt_ts,npts,gated,energy,fe_baseline,fe_surprise,R,motion_var,depth_var,motion_dotd,trunc_frac,range,cx,cy,H,w,h,yaw,std_cx,std_cy,std_H,std_w,std_h,std_yaw,std_yaw_within,front_mode,front_conf,cue_conf,cue_bearing,wall_resp,lidar_rays,lidar_raw,lidar_bpearl,lidar_resid_m,lidar_meanz,lidar_topz,lidar_floorz,lidar_cov_ang,dyaw_points,dyaw_moment,dyaw_flip,obliquity_cos,completeness,moment_aniso,moment_r_yaw,mom_major,mom_minor,mom_phi,mom_pts,ex_L,ex_p,ex_locc,ex_lfree,ex_lfree_eff,ex_ln,ex_socc,ex_sfree,ex_sfree_eff,ex_sndet,ex_streak,ex_pdetect,ex_central,ex_verify,ex_wantsverify,omega_w,omega_yaw,tau_w,tau_yaw,roi_fill,roi_fill_h,roi_fill_v,roi_valid,det_alive,frames_since_det,nbv_standoff,nbv_tx,nbv_ty,nbv_pdetect,nbv_vfov
7182,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00918436,0.0097827,0.0775576,0.0254832,0.0149587,0.0386288,0.0259779,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,23.4506,41.7481,0,78,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1312.94,941.762,3.55277,3.55277,2.84393,0,1,11,1.84,-3.87788,-2.81659,0.565629,1.35383
7183,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00918745,0.00978515,0.0776187,0.0254929,0.0149627,0.038638,0.0259915,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,22.9244,45.118,0,79,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1313.93,942.752,1.70418,0.083318,1.70418,0,1,12,1.84,-3.87788,-2.81659,0.565629,1.35383
7184,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00919069,0.0097877,0.0776824,0.0255029,0.0149668,0.0386476,0.0260058,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,7.59774,66.6296,0,85,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1314.96,943.788,4,0.628477,4,0,1,13,1.84,-3.87788,-2.81659,0.565629,1.35383
7185,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0091937,0.00979008,0.0777418,0.0255122,0.0149707,0.0386565,0.0260191,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,14.1264,62.4833,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1315.93,944.752,4,0.628477,4,0,1,14,1.84,-3.87788,-2.81659,0.565629,1.35383
7186,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00919692,0.00979263,0.0778053,0.0255222,0.0149748,0.0386661,0.0260333,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,7.64675,68.4736,0,86,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1316.96,945.783,4,0.628477,4,0,1,15,1.84,-3.87788,-2.81659,0.565629,1.35383
7187,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00919996,0.00979502,0.077865,0.0255317,0.0149786,0.0386751,0.0260467,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,22.8086,41.6632,0,77,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1317.93,946.756,4,0.628477,4,0,1,16,1.84,-3.87788,-2.81659,0.565629,1.35383
7188,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00920307,0.00979749,0.0779263,0.0255413,0.0149826,0.0386843,0.0260604,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,21.2885,44.7719,0,76,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1318.93,947.754,4,0.628477,4,0,1,17,1.84,-3.87788,-2.81659,0.565629,1.35383
7189,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00920625,0.0098,0.0779888,0.0255512,0.0149867,0.0386938,0.0260744,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,36.9729,6.95215,0,78,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1319.95,948.772,4,0.628477,4,0,1,18,1.84,-3.87788,-2.81659,0.565629,1.35383
7190,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00920935,0.00980245,0.0780498,0.0255608,0.0149906,0.038703,0.0260881,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,21.1256,13.9634,0,86,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1320.94,949.767,4,0.628477,4,0,1,19,1.84,-3.87788,-2.81659,0.565629,1.35383
7191,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00921243,0.00980488,0.0781104,0.0255704,0.0149945,0.0387121,0.0261016,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,31.1223,6.99636,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1321.93,950.755,4,0.628477,4,0,1,20,1.84,-3.87788,-2.81659,0.565629,1.35383
7192,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00921564,0.00980742,0.0781734,0.0255803,0.0149986,0.0387216,0.0261158,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,11.4302,21.9417,0,89,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1322.96,951.784,4,0.628477,4,0,1,21,1.84,-3.87788,-2.81659,0.565629,1.35383
7193,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00921867,0.00980981,0.0782329,0.0255897,0.0150025,0.0387306,0.0261291,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,17.0374,17.9444,0,80,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1323.93,952.756,4,0.628477,4,0,1,22,1.84,-3.87788,-2.81659,0.565629,1.35383
7194,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00922191,0.00981237,0.0782965,0.0255998,0.0150066,0.0387403,0.0261434,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,29.0296,6.99851,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1324.97,953.797,4,0.628477,4,0,1,23,1.84,-3.87788,-2.81659,0.565629,1.35383
7195,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00922491,0.00981474,0.0783553,0.0256091,0.0150104,0.0387492,0.0261565,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,24.7679,13.9819,0,84,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1325.94,954.759,4,0.628477,4,0,1,24,1.84,-3.87788,-2.81659,0.565629,1.35383
7196,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00922802,0.0098172,0.0784164,0.0256187,0.0150144,0.0387584,0.0261702,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,27.8191,6.99402,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1326.94,955.76,4,0.628477,4,0,1,25,1.84,-3.87788,-2.81659,0.565629,1.35383
7197,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00923114,0.00981967,0.0784776,0.0256284,0.0150184,0.0387677,0.026184,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,33.6243,1.49514e-12,0,81,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1327.94,956.764,4,0.628477,4,0,1,26,1.84,-3.87788,-2.81659,0.565629,1.35383
7198,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00923423,0.00982211,0.078538,0.025638,0.0150223,0.0387768,0.0261975,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,30.762,6.99798,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1328.93,957.755,4,0.628477,4,0,1,27,1.84,-3.87788,-2.81659,0.565629,1.35383
7199,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00923735,0.00982458,0.0785992,0.0256477,0.0150263,0.0387861,0.0262113,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,29.977,6.99661,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1329.94,958.761,4,0.628477,4,0,1,28,1.84,-3.87788,-2.81659,0.565629,1.35383
7200,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00924054,0.0098271,0.0786616,0.0256576,0.0150304,0.0387956,0.0262253,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,25.0928,6.99416,0,83,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1330.96,959.786,4,0.628477,4,0,1,29,1.84,-3.87788,-2.81659,0.565629,1.35383
7201,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00924371,0.00982961,0.0787237,0.0256674,0.0150344,0.038805,0.0262393,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,41.1114,11.3032,0,81,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1331.98,960.807,4,0.628477,4,0,1,30,1.84,-3.87788,-2.81659,0.565629,1.35383
7202,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00924666,0.00983195,0.0787814,0.0256766,0.0150382,0.0388138,0.0262522,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,39.0343,20.7905,0,77,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1332.93,961.757,4,0.628477,4,0,1,31,1.84,-3.87788,-2.81659,0.565629,1.35383
7203,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00924976,0.00983439,0.0788419,0.0256861,0.0150422,0.038823,0.0262658,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.5121,13.7701,0,78,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1333.93,962.753,4,0.628477,4,0,1,32,1.84,-3.87788,-2.81659,0.565629,1.35383
7204,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00925299,0.00983695,0.0789051,0.0256962,0.0150463,0.0388326,0.02628,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,44.7401,0.0931025,0,79,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1334.97,963.796,4,0.628477,4,0,1,33,1.84,-3.87788,-2.81659,0.565629,1.35383
7205,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00925599,0.00983932,0.0789636,0.0257055,0.0150501,0.0388415,0.0262932,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,34.7735,0.375657,0,80,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1335.94,964.761,4,0.628477,4,0,1,34,1.84,-3.87788,-2.81659,0.565629,1.35383
7206,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00925909,0.00984178,0.0790241,0.0257151,0.0150541,0.0388507,0.0263068,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,29.8553,6.207e-09,0,76,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1336.94,965.76,4,0.628477,4,0,1,35,1.84,-3.87788,-2.81659,0.565629,1.35383
7207,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00926229,0.00984431,0.0790866,0.025725,0.0150582,0.0388603,0.0263209,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,20.6401,13.9629,0,80,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1337.97,966.793,4,0.628477,4,0,1,36,1.84,-3.87788,-2.81659,0.565629,1.35383
7208,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00926528,0.00984667,0.0791449,0.0257343,0.015062,0.0388691,0.026334,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,23.8558,13.9641,0,79,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1338.93,967.756,4,0.628477,4,0,1,37,1.84,-3.87788,-2.81659,0.565629,1.35383
7209,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0092684,0.00984914,0.0792057,0.0257439,0.015066,0.0388784,0.0263477,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,15.1654,27.8232,0,87,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1339.94,968.763,4,0.628477,4,0,1,38,1.84,-3.87788,-2.81659,0.565629,1.35383
7210,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00927154,0.00985163,0.0792671,0.0257537,0.01507,0.0388878,0.0263615,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,12.5536,20.8731,0,81,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1340.96,969.779,4,0.628477,4,0,1,39,1.84,-3.87788,-2.81659,0.565629,1.35383
7211,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0092746,0.00985405,0.0793265,0.0257632,0.0150739,0.0388969,0.0263749,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,11.3756,22.3151,0,88,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1341.94,970.765,4,0.628477,4,0,1,40,1.84,-3.87788,-2.81659,0.565629,1.35383
7212,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00927769,0.0098565,0.0793868,0.0257728,0.0150778,0.0389061,0.0263885,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,10.7255,23.1647,0,89,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1342.94,971.765,4,0.628477,4,0,1,41,1.84,-3.87788,-2.81659,0.565629,1.35383
7213,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00928078,0.00985895,0.0794469,0.0257823,0.0150818,0.0389153,0.026402,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,44.8159,7.24851e-10,0,63,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1343.94,972.763,4,0.628477,4,0,1,42,1.84,-3.87788,-2.81659,0.565629,1.35383
7214,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00928387,0.00986139,0.079507,0.0257919,0.0150857,0.0389245,0.0264155,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,45.1761,1.31503e-09,0,57,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1344.94,973.761,4,0.628477,4,0,1,43,1.84,-3.87788,-2.81659,0.565629,1.35383
7215,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00928694,0.00986382,0.0795667,0.0258014,0.0150896,0.0389336,0.026429,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,45.8955,3.79893e-12,0,55,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1345.93,974.753,4,0.628477,4,0,1,44,1.84,-3.87788,-2.81659,0.565629,1.35383
7216,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00929005,0.00986628,0.0796271,0.0258111,0.0150936,0.0389428,0.0264426,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,47.423,0.0768081,0,56,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1346.94,975.759,4,0.628477,4,0,1,45,1.84,-3.87788,-2.81659,0.565629,1.35383
7217,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00929312,0.00986872,0.0796869,0.0258206,0.0150975,0.038952,0.0264561,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,46.0684,0.0854781,0,52,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1347.93,976.753,4,0.628477,4,0,1,46,1.84,-3.87788,-2.81659,0.565629,1.35383
7218,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00929634,0.00987126,0.0797494,0.0258306,0.0151017,0.0389616,0.0264702,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,36.992,13.9712,0,77,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1348.97,977.794,4,0.628477,4,0,1,47,1.84,-3.87788,-2.81659,0.565629,1.35383
7219,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.0092993,0.00987362,0.079807,0.0258398,0.0151054,0.0389704,0.0264832,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,40.3137,6.98394,0,64,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1349.93,978.755,4,0.628477,4,0,1,48,1.84,-3.87788,-2.81659,0.565629,1.35383
7220,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00930239,0.00987606,0.079867,0.0258493,0.0151094,0.0389796,0.0264967,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,29.1789,18.9047,0,81,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1350.93,979.756,4,0.628477,4,0,1,49,1.84,-3.87788,-2.81659,0.565629,1.35383
7221,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00930548,0.00987851,0.0799269,0.0258589,0.0151133,0.0389888,0.0265103,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,9.22379,21.7799,0,82,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1351.94,980.757,4,0.628477,4,0,1,50,1.84,-3.87788,-2.81659,0.565629,1.35383
7222,refrigerator_1,11684,1786189675667,0,1,0.487891,0.550819,0.0745558,0.0135808,0.00585493,0,4.43971,0,4.13095,-3.85289,-0.660851,1.92502,0.631777,0.604508,1.55921,0.00930867,0.00988104,0.0799887,0.0258688,0.0151174,0.0389983,0.0265242,0,0.999695,0.479821,-0.0115897,0.000357017,53,110,0,0.330078,0.426577,0.63776,0.200481,0.937348,0,0,0,0.128022,1,0,0,0,0,0,0,4,0.982014,41.2541,6.97491,0,63,0,0,0,0,0,0,0,30.4851,1,-14.5195,-14.1488,1352.97,981.79,4,0.628477,4,0,1,51,1.84,-3.87788,-2.81659,0.565629,1.35383
