# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
7455;1789213772669;0.0113057,-0.00676341,0.00090154;-2.61117,-2.06194 3.37122,-1.68349 3.11838,2.32062 -2.86454,1.9439;0.873794 0.98894 0.988904 0.873918;0.5 0.5 0.5 0.5;1,0
7456;1789213772717;0.0115064,-0.00660492,0.000339442;-2.61102,-2.06223 3.37108,-1.6832 3.11859,2.32053 -2.86447,1.94423;0.873804 0.988871 0.988918 0.873931;0.5 0.5 0.5 0.5;1,0
7457;1789213772770;0.0114495,-0.00674118,0.000807535;-2.61073,-2.0621 3.37153,-1.68398 3.1185,2.32118 -2.8643,1.9437;0.873678 0.989027 0.988999 0.873811;0.5 0.5 0.5 0.5;1,0
7458;1789213772813;0.0108197,-0.00627321,0.000294901;-2.61091,-2.06171 3.37103,-1.68351 3.11804,2.3209 -2.86428,1.94426;0.873719 0.988914 0.988829 0.873861;0.5 0.5 0.5 0.5;1,0
7459;1789213772864;0.0115206,-0.00688125,-0.000299952;-2.61117,-2.06119 3.37132,-1.68352 3.11849,2.32046 -2.86445,1.94412;0.87373 0.989018 0.988897 0.873925;0.5 0.5 0.5 0.5;1,0
7460;1789213772918;0.0113158,-0.00658333,0.000844764;-2.61078,-2.06135 3.37066,-1.68385 3.11773,2.32065 -2.864,1.94398;0.873642 0.988872 0.988761 0.873798;0.5 0.5 0.5 0.5;1,0
7461;1789213772975;0.0117816,-0.00625236,0.00034722;-2.61102,-2.06133 3.37069,-1.6839 3.11792,2.32109 -2.86386,1.94401;0.873686 0.988885 0.988841 0.873738;0.5 0.5 0.5 0.5;1,0
7462;1789213773023;0.0116509,-0.00654441,8.73377e-06;-2.61134,-2.06114 3.37128,-1.68325 3.11893,2.32045 -2.86448,1.94436;0.87378 0.988998 0.988972 0.873949;0.5 0.5 0.5 0.5;1,0
7463;1789213773075;0.0110634,-0.00670029,0.000954379;-2.61108,-2.06174 3.37102,-1.6836 3.11865,2.32062 -2.86442,1.94441;0.873752 0.988914 0.988924 0.873924;0.5 0.5 0.5 0.5;1,0
7464;1789213773119;0.0111968,-0.00630125,-0.000247023;-2.61121,-2.06185 3.3708,-1.6837 3.11831,2.32078 -2.8642,1.94471;0.873782 0.988862 0.988842 0.873881;0.5 0.5 0.5 0.5;1,0
7465;1789213773175;0.0115524,-0.00665182,-2.50798e-05;-2.61116,-2.06129 3.37066,-1.68338 3.11833,2.32047 -2.86429,1.94424;0.873747 0.988852 0.988854 0.873896;0.5 0.5 0.5 0.5;1,0
7466;1789213773227;0.0116945,-0.00656525,0.000318345;-2.61126,-2.05998 3.37077,-1.6825 3.11842,2.32009 -2.86408,1.94371;0.873723 0.988922 0.988881 0.873846;0.5 0.5 0.5 0.5;1,0
7467;1789213773279;0.0115471,-0.00710576,0.000509686;-2.61129,-2.06105 3.37071,-1.6826 3.11861,2.32053 -2.86399,1.94429;0.873809 0.988836 0.988918 0.873828;0.5 0.5 0.5 0.5;1,0
7468;1789213773323;0.0115392,-0.00722625,-0.000582727;-2.61162,-2.0618 3.37125,-1.68399 3.119,2.32082 -2.86423,1.94445;0.873843 0.988988 0.989018 0.873872;0.5 0.5 0.5 0.5;1,0
7469;1789213773377;0.0115202,-0.00628046,-0.000192497;-2.6112,-2.06094 3.37088,-1.68313 3.11857,2.32031 -2.86371,1.94417;0.873743 0.988915 0.988901 0.873777;0.5 0.5 0.5 0.5;1,0
7470;1789213773426;0.01161,-0.00664915,-0.000590721;-2.61144,-2.06208 3.37105,-1.68405 3.11942,2.32049 -2.86424,1.94417;0.873823 0.988924 0.9891 0.873883;0.5 0.5 0.5 0.5;1,0
7471;1789213773485;0.0115866,-0.00552924,-0.000166087;-2.61112,-2.06141 3.37106,-1.68367 3.11899,2.32051 -2.86395,1.94425;0.873729 0.988952 0.989003 0.873822;0.5 0.5 0.5 0.5;1,0
7472;1789213773542;0.0115526,-0.00627414,-0.000590326;-2.61158,-2.06087 3.37151,-1.68384 3.11903,2.32034 -2.86427,1.9444;0.873768 0.989106 0.988983 0.873915;0.5 0.5 0.5 0.5;1,0
7473;1789213773593;0.0116789,-0.0064964,0.000541959;-2.61148,-2.06179 3.37111,-1.68411 3.11905,2.32056 -2.86421,1.94485;0.873804 0.988962 0.988972 0.873912;0.5 0.5 0.5 0.5;1,0
7474;1789213773639;0.0117889,-0.00632936,0.000324734;-2.61155,-2.06124 3.37118,-1.68352 3.11926,2.32044 -2.86407,1.94443;0.873815 0.988984 0.989043 0.873865;0.5 0.5 0.5 0.5;1,0
7475;1789213773687;0.01156,-0.00661183,-0.000220678;-2.61115,-2.06055 3.37117,-1.68328 3.11914,2.32018 -2.86393,1.94463;0.87369 0.989016 0.988975 0.873868;0.5 0.5 0.5 0.5;1,0
7476;1789213773739;0.011319,-0.00713182,-0.000193833;-2.61096,-2.06215 3.371,-1.68448 3.11876,2.32085 -2.86363,1.9449;0.8737 0.988931 0.988933 0.873766;0.5 0.5 0.5 0.5;1,0
7477;1789213773795;0.0114445,-0.0062175,-0.000298647;-2.61112,-2.06107 3.37088,-1.68347 3.11897,2.31997 -2.86359,1.94465;0.873715 0.988923 0.988919 0.873808;0.5 0.5 0.5 0.5;1,0
7478;1789213773839;0.0114719,-0.00660643,0.000316359;-2.61146,-2.06131 3.3709,-1.6843 3.11908,2.32074 -2.86372,1.94445;0.873749 0.98896 0.989029 0.873767;0.5 0.5 0.5 0.5;1,0
7479;1789213773891;0.0116979,-0.00646061,0.000471722;-2.61127,-2.0611 3.37075,-1.68369 3.11858,2.32034 -2.86388,1.94435;0.873735 0.988905 0.988891 0.873822;0.5 0.5 0.5 0.5;1,0
7480;1789213773936;0.0119598,-0.00651582,-0.000405602;-2.61127,-2.0615 3.37134,-1.6843 3.11878,2.32051 -2.86426,1.94475;0.873724 0.989045 0.988917 0.873919;0.5 0.5 0.5 0.5;1,0
7481;1789213773993;0.0115191,-0.00632124,-0.000357607;-2.61113,-2.06161 3.37098,-1.68395 3.11899,2.32063 -2.864,1.94464;0.873728 0.988936 0.988985 0.873847;0.5 0.5 0.5 0.5;1,0
7482;1789213774043;0.011385,-0.00637483,-0.000300892;-2.61131,-2.06136 3.37094,-1.68362 3.11903,2.32048 -2.864,1.94441;0.873767 0.988927 0.988997 0.873846;0.5 0.5 0.5 0.5;1,0
7483;1789213774091;0.0115285,-0.00631884,-0.00129294;-2.61117,-2.06151 3.37088,-1.6839 3.11899,2.32019 -2.86373,1.94491;0.873731 0.988916 0.988923 0.873839;0.5 0.5 0.5 0.5;1,0
7484;1789213774139;0.0113789,-0.00617428,-0.000666362;-2.61168,-2.0611 3.37081,-1.68387 3.11934,2.32027 -2.86385,1.94479;0.873809 0.988931 0.989015 0.873853;0.5 0.5 0.5 0.5;1,0
7485;1789213774193;0.011708,-0.00637644,-9.43129e-05;-2.61135,-2.0606 3.37089,-1.68421 3.11924,2.3203 -2.86383,1.94464;0.873674 0.989002 0.989008 0.873838;0.5 0.5 0.5 0.5;1,0
7486;1789213774247;0.0114962,-0.00633081,-2.78454e-06;-2.61169,-2.06147 3.37093,-1.68439 3.11927,2.3203 -2.86402,1.94519;0.873806 0.98896 0.988971 0.873914;0.5 0.5 0.5 0.5;1,0
7487;1789213774305;0.0118441,-0.00610301,-0.00123658;-2.61148,-2.06086 3.37072,-1.68433 3.11927,2.31998 -2.8635,1.94521;0.873715 0.988952 0.988942 0.873824;0.5 0.5 0.5 0.5;1,0
7488;1789213774348;0.0114396,-0.00629622,-8.76558e-05;-2.61165,-2.06044 3.37053,-1.68407 3.11921,2.32015 -2.86348,1.94503;0.873735 0.988923 0.988958 0.873796;0.5 0.5 0.5 0.5;1,0
7489;1789213774399;0.0116936,-0.0067789,-0.000801212;-2.61134,-2.06028 3.37033,-1.6841 3.11939,2.32019 -2.86313,1.94509;0.873655 0.98889 0.988999 0.873719;0.5 0.5 0.5 0.5;1,0
7490;1789213774444;0.0112461,-0.00694882,0.000301477;-2.61159,-2.06037 3.37062,-1.68372 3.11925,2.31994 -2.86323,1.94462;0.873742 0.988929 0.988982 0.873731;0.5 0.5 0.5 0.5;1,0
7491;1789213774499;0.011393,-0.00648897,-8.02813e-05;-2.61136,-2.06068 3.37079,-1.68434 3.11876,2.31987 -2.86361,1.94425;0.873674 0.988982 0.988894 0.873795;0.5 0.5 0.5 0.5;1,0
7492;1789213774555;0.0117105,-0.00552625,-0.000998671;-2.61174,-2.06089 3.37091,-1.68434 3.11973,2.32008 -2.86376,1.94503;0.873772 0.988994 0.989065 0.873866;0.5 0.5 0.5 0.5;1,0
7493;1789213774608;0.0113286,-0.00621758,0.000377319;-2.61151,-2.06025 3.37062,-1.68333 3.11911,2.31962 -2.86368,1.94509;0.87374 0.988916 0.988881 0.873882;0.5 0.5 0.5 0.5;1,0
7494;1789213774656;0.0117126,-0.00691525,0.000523009;-2.61157,-2.0608 3.37091,-1.68396 3.11941,2.32022 -2.86377,1.94483;0.873754 0.98898 0.989025 0.873843;0.5 0.5 0.5 0.5;1,0
7495;1789213774706;0.0114606,-0.00651879,0.000383708;-2.61157,-2.06109 3.37087,-1.68334 3.11891,2.31997 -2.8637,1.94481;0.873819 0.988914 0.988891 0.873843;0.5 0.5 0.5 0.5;1,0
7496;1789213774754;0.0118244,-0.00658507,-8.75087e-05;-2.61099,-2.0613 3.37074,-1.68379 3.11913,2.32006 -2.86366,1.94497;0.873685 0.988891 0.988937 0.873837;0.5 0.5 0.5 0.5;1,0
7497;1789213774814;0.0113633,-0.00633127,0.000800907;-2.61175,-2.06078 3.37096,-1.68344 3.11935,2.32028 -2.86418,1.9443;0.873825 0.988964 0.989058 0.873894;0.5 0.5 0.5 0.5;1,0
7498;1789213774860;0.0119658,-0.00643086,-0.000488777;-2.61145,-2.06049 3.37086,-1.68363 3.11903,2.32015 -2.8637,1.94461;0.873726 0.98897 0.988952 0.873816;0.5 0.5 0.5 0.5;1,0
7499;1789213774911;0.0117031,-0.00667518,-4.16407e-05;-2.61174,-2.06101 3.37106,-1.68427 3.11925,2.32059 -2.86374,1.9449;0.873785 0.989018 0.989018 0.87381;0.5 0.5 0.5 0.5;1,0
7500;1789213774962;0.0116352,-0.00663066,0.000159802;-2.61136,-2.06141 3.37084,-1.68374 3.11922,2.32005 -2.86393,1.94499;0.873774 0.988908 0.988951 0.873901;0.5 0.5 0.5 0.5;1,0
7501;1789213775018;0.0117242,-0.00636903,-0.000576122;-2.61109,-2.06004 3.37052,-1.68355 3.11882,2.31995 -2.86345,1.94458;0.873621 0.988918 0.988889 0.873775;0.5 0.5 0.5 0.5;1,0
7502;1789213775067;0.0117704,-0.00692084,-0.000231347;-2.6113,-2.06075 3.37049,-1.6845 3.11851,2.32055 -2.86336,1.94465;0.873658 0.988916 0.988872 0.873712;0.5 0.5 0.5 0.5;1,0
7503;1789213775120;0.0120912,-0.00643239,-0.000985915;-2.61153,-2.06092 3.37069,-1.68445 3.11901,2.32024 -2.86372,1.9451;0.873724 0.988949 0.988916 0.873845;0.5 0.5 0.5 0.5;1,0
7504;1789213775162;0.0119213,-0.00642512,-0.000588847;-2.61154,-2.06142 3.37083,-1.68434 3.11941,2.31996 -2.8635,1.9452;0.873772 0.988937 0.988973 0.873826;0.5 0.5 0.5 0.5;1,0
7505;1789213775213;0.0113598,-0.00594253,-0.000167612;-2.6115,-2.0605 3.37047,-1.68417 3.11896,2.31993 -2.86354,1.94488;0.873702 0.988912 0.988894 0.873814;0.5 0.5 0.5 0.5;1,0
7506;1789213775269;0.0119754,-0.0062506,0.000237664;-2.61123,-2.06037 3.37073,-1.68375 3.11916,2.3199 -2.8635,1.94499;0.873661 0.988955 0.988928 0.873816;0.5 0.5 0.5 0.5;1,0
7507;1789213775328;0.0114749,-0.00660306,-0.000453392;-2.61157,-2.06077 3.37078,-1.6841 3.1193,2.32005 -2.86355,1.94506;0.873742 0.98896 0.988966 0.873821;0.5 0.5 0.5 0.5;1,0
7508;1789213775375;0.0115376,-0.00637419,-0.000393305;-2.61143,-2.06099 3.371,-1.68382 3.11959,2.32015 -2.86349,1.94518;0.873749 0.988978 0.989031 0.87381;0.5 0.5 0.5 0.5;1,0
7509;1789213775424;0.0109665,-0.00664137,-5.552e-05;-2.61163,-2.06034 3.37061,-1.68397 3.11923,2.32001 -2.8636,1.94424;0.873731 0.988944 0.989013 0.873782;0.5 0.5 0.5 0.5;1,0
7510;1789213775469;0.0117165,-0.00600464,0.000252323;-2.61132,-2.06137 3.37106,-1.68391 3.11911,2.31996 -2.86376,1.94489;0.873751 0.98897 0.988927 0.873863;0.5 0.5 0.5 0.5;1,0
7511;1789213775526;0.0114263,-0.00590688,-0.000253764;-2.61158,-2.06082 3.37105,-1.68354 3.11931,2.32005 -2.86367,1.94464;0.873786 0.988987 0.989002 0.873821;0.5 0.5 0.5 0.5;1,0
7512;1789213775579;0.0112969,-0.00633466,-0.000163413;-2.61124,-2.06072 3.37082,-1.68375 3.11905,2.32028 -2.86351,1.94448;0.873693 0.98895 0.988979 0.873756;0.5 0.5 0.5 0.5;1,0
7513;1789213775635;0.0111427,-0.00634517,0.000691048;-2.61103,-2.06111 3.37077,-1.68336 3.11886,2.32024 -2.86358,1.9449;0.873706 0.988888 0.9889 0.873801;0.5 0.5 0.5 0.5;1,0
7514;1789213775679;0.0112628,-0.0067837,0.000204965;-2.6117,-2.06061 3.37099,-1.68336 3.11862,2.32014 -2.86437,1.94484;0.873806 0.988979 0.988838 0.873976;0.5 0.5 0.5 0.5;1,0
7515;1789213775732;0.0123857,-0.00712333,0.000152895;-2.6111,-2.06034 3.37064,-1.68351 3.11896,2.3205 -2.86366,1.94418;0.87365 0.988921 0.989003 0.873754;0.5 0.5 0.5 0.5;1,0
7516;1789213775778;0.0115746,-0.00702262,6.50008e-05;-2.61124,-2.06068 3.37086,-1.68321 3.11915,2.32016 -2.8639,1.9444;0.873726 0.988933 0.988994 0.873847;0.5 0.5 0.5 0.5;1,0
7517;1789213775838;0.0116165,-0.00700327,0.000661948;-2.61101,-2.06203 3.37106,-1.68395 3.11877,2.32055 -2.86361,1.94491;0.873737 0.988922 0.988909 0.873784;0.5 0.5 0.5 0.5;1,0
7518;1789213775895;0.0114451,-0.00658059,-0.000209187;-2.61126,-2.06172 3.3714,-1.68419 3.11934,2.32065 -2.86392,1.94472;0.873745 0.989038 0.989056 0.873835;0.5 0.5 0.5 0.5;1,0
7519;1789213775945;0.0111776,-0.00660107,0.000280363;-2.6112,-2.06168 3.37088,-1.68395 3.11847,2.32061 -2.86379,1.94473;0.873749 0.988908 0.98886 0.873807;0.5 0.5 0.5 0.5;1,0
7520;1789213775990;0.0120073,-0.00679906,0.000188802;-2.61107,-2.06125 3.37076,-1.68354 3.11857,2.32031 -2.86407,1.94429;0.873714 0.988887 0.988888 0.873863;0.5 0.5 0.5 0.5;1,0
7521;1789213776041;0.0121208,-0.00668823,-0.000148087;-2.61114,-2.0619 3.37119,-1.68449 3.11877,2.32061 -2.86388,1.94454;0.873716 0.988994 0.988943 0.873815;0.5 0.5 0.5 0.5;1,0
7522;1789213776088;0.0115964,-0.00616938,0.00042516;-2.61129,-2.06113 3.371,-1.68389 3.11878,2.32056 -2.86414,1.9441;0.873726 0.988971 0.988973 0.873849;0.5 0.5 0.5 0.5;1,0
7523;1789213776145;0.0120237,-0.00660191,1.75759e-05;-2.6111,-2.06091 3.37111,-1.68375 3.11857,2.32041 -2.8637,1.94427;0.873676 0.989004 0.988901 0.873774;0.5 0.5 0.5 0.5;1,0
7524;1789213776195;0.0116573,-0.0068547,0.000402965;-2.61117,-2.06179 3.37092,-1.68408 3.11897,2.3207 -2.86371,1.94471;0.873743 0.988916 0.988981 0.873783;0.5 0.5 0.5 0.5;1,0
7525;1789213776243;0.011553,-0.00670893,0.00031545;-2.61115,-2.06197 3.3709,-1.68402 3.1189,2.32052 -2.86388,1.94478;0.873756 0.988896 0.988943 0.873839;0.5 0.5 0.5 0.5;1,0
7526;1789213776293;0.0116536,-0.00654117,-3.96361e-05;-2.61135,-2.06073 3.37094,-1.68356 3.1189,2.32021 -2.86381,1.94435;0.873728 0.988967 0.988948 0.873819;0.5 0.5 0.5 0.5;1,0
7527;1789213776343;0.0117571,-0.00697151,0.00061534;-2.61109,-2.06089 3.37105,-1.68316 3.11885,2.32008 -2.86377,1.94457;0.873714 0.988958 0.988907 0.873834;0.5 0.5 0.5 0.5;1,0
7528;1789213776396;0.0116397,-0.0072203,0.000587093;-2.61105,-2.06148 3.37107,-1.68384 3.11889,2.32041 -2.86381,1.94453;0.873706 0.988959 0.988951 0.873815;0.5 0.5 0.5 0.5;1,0
7529;1789213776449;0.0116388,-0.00668023,0.000893589;-2.611,-2.06146 3.37093,-1.6837 3.11889,2.32036 -2.86384,1.94427;0.873706 0.988919 0.988967 0.873809;0.5 0.5 0.5 0.5;1,0
7530;1789213776493;0.0116807,-0.00647387,0.000324952;-2.61082,-2.06145 3.37081,-1.68414 3.11872,2.32083 -2.86363,1.94461;0.873637 0.988918 0.988946 0.873748;0.5 0.5 0.5 0.5;1,0
7531;1789213776544;0.0115449,-0.00688675,0.000843629;-2.61144,-2.06132 3.37141,-1.68361 3.11924,2.32078 -2.86421,1.94438;0.873791 0.989038 0.989071 0.873867;0.5 0.5 0.5 0.5;1,0
7532;1789213776594;0.0114844,-0.007058,0.00050978;-2.61121,-2.0617 3.3713,-1.68412 3.119,2.32079 -2.86407,1.94421;0.873738 0.989013 0.989035 0.873824;0.5 0.5 0.5 0.5;1,0
7533;1789213776655;0.0113617,-0.00635378,0.000709764;-2.611,-2.06125 3.37113,-1.68316 3.11856,2.32051 -2.86401,1.94451;0.873724 0.988949 0.988888 0.87385;0.5 0.5 0.5 0.5;1,0
7534;1789213776705;0.0116267,-0.00723445,0.000890791;-2.61087,-2.061 3.37089,-1.68299 3.11843,2.32064 -2.86374,1.9441;0.873688 0.988901 0.988906 0.873754;0.5 0.5 0.5 0.5;1,0
7535;1789213776754;0.0116341,-0.00722148,0.000957007;-2.61085,-2.06185 3.3711,-1.68315 3.11852,2.32055 -2.86413,1.94427;0.873743 0.988898 0.988902 0.873856;0.5 0.5 0.5 0.5;1,0
7536;1789213776801;0.0116478,-0.00665466,0.000470349;-2.61098,-2.06206 3.37107,-1.68373 3.1187,2.32102 -2.86394,1.94441;0.873748 0.98891 0.988975 0.873789;0.5 0.5 0.5 0.5;1,0
7537;1789213776851;0.0114914,-0.00672436,0.000336551;-2.61119,-2.06149 3.37108,-1.68325 3.11852,2.32066 -2.86405,1.94391;0.873777 0.988929 0.98894 0.873808;0.5 0.5 0.5 0.5;1,0
7538;1789213776905;0.0118265,-0.00658031,0.000203955;-2.61113,-2.06157 3.37143,-1.68335 3.11884,2.32063 -2.86414,1.94409;0.873763 0.989008 0.988994 0.873844;0.5 0.5 0.5 0.5;1,0
7539;1789213776961;0.0114013,-0.00647834,-0.00053666;-2.61092,-2.06098 3.3707,-1.68317 3.11841,2.32037 -2.86369,1.94465;0.873686 0.98887 0.988833 0.873797;0.5 0.5 0.5 0.5;1,0
7540;1789213777006;0.0117397,-0.00716962,0.000859157;-2.61133,-2.0618 3.37151,-1.68318 3.1193,2.32051 -2.86424,1.94429;0.873834 0.989 0.989067 0.873889;0.5 0.5 0.5 0.5;1,0
7541;1789213777054;0.0112192,-0.0063508,0.00019707;-2.61112,-2.06158 3.37102,-1.68357 3.11887,2.32065 -2.86395,1.94447;0.873748 0.988925 0.988972 0.873824;0.5 0.5 0.5 0.5;1,0
7542;1789213777099;0.0114659,-0.00646709,0.0007989;-2.6111,-2.06164 3.37115,-1.6839 3.11851,2.32084 -2.86377,1.94422;0.873726 0.988968 0.988932 0.873753;0.5 0.5 0.5 0.5;1,0
7543;1789213777159;0.0113805,-0.0061031,0.00070477;-2.61069,-2.06219 3.37066,-1.68353 3.11852,2.32067 -2.86397,1.94464;0.873713 0.988794 0.988884 0.873836;0.5 0.5 0.5 0.5;1,0
7544;1789213777219;0.0114636,-0.00614316,7.31985e-06;-2.61089,-2.06143 3.37088,-1.68314 3.11878,2.32044 -2.86396,1.94403;0.873717 0.988877 0.98897 0.873813;0.5 0.5 0.5 0.5;1,0
7545;1789213777269;0.0111148,-0.00611648,-0.000500809;-2.61129,-2.06162 3.37128,-1.68391 3.11873,2.32077 -2.86422,1.94493;0.873763 0.989001 0.988914 0.873902;0.5 0.5 0.5 0.5;1,0
7546;1789213777315;0.0112442,-0.00653848,0.000174377;-2.61095,-2.06145 3.37066,-1.68398 3.11843,2.32066 -2.8638,1.94465;0.873676 0.988874 0.988863 0.873799;0.5 0.5 0.5 0.5;1,0
7547;1789213777364;0.0113666,-0.00606398,6.36301e-05;-2.61135,-2.06224 3.37073,-1.68429 3.11885,2.32069 -2.864,1.94495;0.873803 0.988853 0.988934 0.873862;0.5 0.5 0.5 0.5;1,0
7548;1789213777411;0.0114655,-0.00546272,0.000915664;-2.61154,-2.06089 3.37103,-1.68319 3.11887,2.32038 -2.86408,1.94441;0.873805 0.988957 0.988951 0.873869;0.5 0.5 0.5 0.5;1,0
7549;1789213777471;0.0113774,-0.00621345,0.000778312;-2.6113,-2.06124 3.37095,-1.68341 3.11848,2.32042 -2.8643,1.94491;0.873769 0.988926 0.988828 0.873944;0.5 0.5 0.5 0.5;1,0
7550;1789213777521;0.0116684,-0.00633462,0.000756298;-2.61114,-2.06087 3.37102,-1.68278 3.11845,2.32005 -2.86424,1.9444;0.873748 0.988932 0.988829 0.873928;0.5 0.5 0.5 0.5;1,0
7551;1789213777568;0.0114386,-0.00621655,0.000238853;-2.61113,-2.0611 3.37083,-1.68336 3.11859,2.32072 -2.86415,1.9441;0.873727 0.988903 0.988945 0.873838;0.5 0.5 0.5 0.5;1,0
7552;1789213777615;0.0113914,-0.0060143,-0.000129394;-2.61105,-2.06095 3.371,-1.68346 3.11829,2.32079 -2.8638,1.94441;0.873691 0.988958 0.988864 0.873773;0.5 0.5 0.5 0.5;1,0
7553;1789213777670;0.011199,-0.00640247,-0.000249715;-2.61131,-2.06083 3.37121,-1.68358 3.11866,2.32041 -2.8643,1.9445;0.873726 0.989023 0.988901 0.873921;0.5 0.5 0.5 0.5;1,0
7554;1789213777727;0.0113795,-0.00614819,0.0006718;-2.61115,-2.06108 3.37081,-1.68343 3.11863,2.32067 -2.86411,1.94415;0.873725 0.988905 0.988947 0.873836;0.5 0.5 0.5 0.5;1,0
7555;1789213777786;0.0114372,-0.00598127,0.000191109;-2.6111,-2.06149 3.37125,-1.68309 3.11901,2.32083 -2.864,1.94461;0.873769 0.988956 0.989008 0.87383;0.5 0.5 0.5 0.5;1,0
7556;1789213777829;0.0106854,-0.00647606,-0.000374016;-2.61131,-2.0615 3.37086,-1.68368 3.11875,2.32094 -2.86405,1.94469;0.873775 0.988901 0.988955 0.873837;0.5 0.5 0.5 0.5;1,0
7557;1789213777879;0.0112734,-0.00625384,0.000385055;-2.61136,-2.06116 3.37106,-1.68342 3.11895,2.32075 -2.86417,1.94446;0.873776 0.988956 0.989001 0.873864;0.5 0.5 0.5 0.5;1,0
7558;1789213777926;0.0111212,-0.0062299,0.000403073;-2.6109,-2.06107 3.37067,-1.68371 3.11847,2.32068 -2.86398,1.94451;0.873654 0.988888 0.988885 0.87383;0.5 0.5 0.5 0.5;1,0
7559;1789213777986;0.0112754,-0.00608194,0.000789315;-2.6115,-2.06172 3.37106,-1.68375 3.11881,2.32081 -2.86443,1.94481;0.873828 0.988936 0.988946 0.873937;0.5 0.5 0.5 0.5;1,0
7560;1789213778033;0.0114302,-0.00612838,0.0010101;-2.61133,-2.06101 3.37092,-1.68305 3.11865,2.32066 -2.86424,1.94423;0.873781 0.988915 0.988944 0.873871;0.5 0.5 0.5 0.5;1,0
7561;1789213778080;0.0113027,-0.00652818,0.000239344;-2.61145,-2.06146 3.37109,-1.68366 3.11862,2.32102 -2.8643,1.94457;0.873801 0.988956 0.988942 0.873879;0.5 0.5 0.5 0.5;1,0
7562;1789213778133;0.0113994,-0.00639367,-0.000289702;-2.61152,-2.0612 3.37076,-1.68331 3.11889,2.32072 -2.86416,1.94472;0.87382 0.988879 0.988962 0.87388;0.5 0.5 0.5 0.5;1,0
7563;1789213778193;0.0114602,-0.0065862,0.000646854;-2.61133,-2.06092 3.37061,-1.68327 3.11873,2.32098 -2.86408,1.9446;0.873762 0.98886 0.988963 0.873835;0.5 0.5 0.5 0.5;1,0
7564;1789213778242;0.0114019,-0.00680047,0.000293979;-2.6111,-2.06185 3.37099,-1.68393 3.11876,2.32075 -2.86405,1.94446;0.873742 0.988919 0.988959 0.873836;0.5 0.5 0.5 0.5;1,0
7565;1789213778294;0.0107948,-0.00537492,0.000169933;-2.61145,-2.06076 3.37082,-1.68305 3.11871,2.32056 -2.8642,1.94436;0.873787 0.988909 0.988937 0.873877;0.5 0.5 0.5 0.5;1,0
7566;1789213778337;0.0112859,-0.00636131,0.000293787;-2.61154,-2.06081 3.37124,-1.68307 3.11895,2.32055 -2.86425,1.94424;0.873806 0.989005 0.988998 0.873883;0.5 0.5 0.5 0.5;1,0
7567;1789213778391;0.010945,-0.00621484,0.000172983;-2.61111,-2.06091 3.37082,-1.68356 3.11862,2.32077 -2.86415,1.94449;0.873694 0.988926 0.988926 0.87386;0.5 0.5 0.5 0.5;1,0
7568;1789213778442;0.0110865,-0.00625785,0.000146933;-2.61131,-2.0617 3.37113,-1.68338 3.11878,2.32064 -2.86434,1.945;0.87381 0.988933 0.988907 0.873944;0.5 0.5 0.5 0.5;1,0
7569;1789213778493;0.0109637,-0.0062065,0.000433879;-2.61133,-2.06068 3.371,-1.68328 3.11859,2.32082 -2.86432,1.94452;0.873739 0.98897 0.988921 0.873894;0.5 0.5 0.5 0.5;1,0
7570;1789213778538;0.0111355,-0.00666313,0.000635761;-2.61097,-2.06222 3.37115,-1.68375 3.11847,2.32066 -2.86424,1.94489;0.873755 0.988918 0.98885 0.873912;0.5 0.5 0.5 0.5;1,0
7571;1789213778592;0.0108032,-0.00565498,6.77529e-05;-2.61111,-2.06104 3.37089,-1.68322 3.11855,2.32078 -2.86394,1.94412;0.873727 0.988913 0.988942 0.873788;0.5 0.5 0.5 0.5;1,0
7572;1789213778650;0.0107994,-0.00622805,0.00018606;-2.61126,-2.06153 3.37062,-1.68347 3.11857,2.32074 -2.86403,1.94441;0.873781 0.988831 0.98892 0.873829;0.5 0.5 0.5 0.5;1,0
7573;1789213778706;0.011171,-0.00598252,0.000479509;-2.61143,-2.0611 3.37076,-1.68302 3.11847,2.32068 -2.86419,1.94454;0.873814 0.98887 0.988882 0.873876;0.5 0.5 0.5 0.5;1,0
7574;1789213778757;0.011382,-0.0066491,0.00021107;-2.61116,-2.06134 3.37072,-1.68322 3.11872,2.32052 -2.86422,1.94447;0.873764 0.988852 0.988926 0.873893;0.5 0.5 0.5 0.5;1,0
7575;1789213778805;0.0110385,-0.00612709,0.000434271;-2.61123,-2.06097 3.37075,-1.68276 3.1185,2.32026 -2.86407,1.94447;0.873778 0.98886 0.988854 0.873879;0.5 0.5 0.5 0.5;1,0
7576;1789213778851;0.0110769,-0.00642328,0.000408874;-2.6112,-2.06193 3.37081,-1.68378 3.11826,2.32077 -2.86427,1.94482;0.873781 0.988865 0.98882 0.873904;0.5 0.5 0.5 0.5;1,0
7577;1789213778901;0.0113406,-0.00590936,0.000191996;-2.61133,-2.0609 3.37117,-1.6835 3.11853,2.3205 -2.86443,1.94443;0.873743 0.989004 0.988884 0.873937;0.5 0.5 0.5 0.5;1,0
7578;1789213778955;0.0110917,-0.00615155,0.000658358;-2.61128,-2.06087 3.37096,-1.6833 3.11846,2.32083 -2.86431,1.94413;0.873744 0.988946 0.988926 0.873865;0.5 0.5 0.5 0.5;1,0
