# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
3248;1789213557622;0.0185957,-0.0207898,0.00906164;-2.60253,-2.0744 3.37809,-1.67905 3.1144,2.32498 -2.86707,1.93153;0.873268 0.989343 0.989409 0.873358;0.5 0.5 0.5 0.5;1,0
3249;1789213557677;0.0183042,-0.0208704,0.00884315;-2.60305,-2.07324 3.37818,-1.67856 3.11436,2.32501 -2.86709,1.93158;0.873314 0.98942 0.9894 0.873361;0.5 0.5 0.5 0.5;1,0
3250;1789213557722;0.0184404,-0.021335,0.00919805;-2.60301,-2.07377 3.37808,-1.67904 3.11435,2.3251 -2.86715,1.9308;0.873317 0.989384 0.989469 0.873321;0.5 0.5 0.5 0.5;1,0
3251;1789213557773;0.0185127,-0.0207865,0.00890991;-2.60317,-2.0734 3.37749,-1.67846 3.11426,2.32472 -2.86713,1.93125;0.873363 0.989245 0.989377 0.87337;0.5 0.5 0.5 0.5;1,0
3252;1789213557821;0.0187423,-0.0210949,0.00956999;-2.60266,-2.07361 3.37825,-1.67865 3.11433,2.32491 -2.86734,1.93143;0.873256 0.989412 0.989395 0.873414;0.5 0.5 0.5 0.5;1,0
3253;1789213557881;0.0183031,-0.0212144,0.00937114;-2.60247,-2.07446 3.37799,-1.67886 3.11381,2.32499 -2.86707,1.93119;0.873273 0.989303 0.989309 0.873333;0.5 0.5 0.5 0.5;1,0
3254;1789213557924;0.0183574,-0.0209091,0.00916172;-2.60244,-2.07377 3.37841,-1.67888 3.11383,2.32508 -2.86702,1.93092;0.873207 0.989449 0.989343 0.873299;0.5 0.5 0.5 0.5;1,0
3255;1789213557977;0.0181958,-0.021072,0.00928637;-2.60291,-2.07369 3.37848,-1.67843 3.11434,2.32507 -2.86755,1.93113;0.873329 0.989449 0.989435 0.87343;0.5 0.5 0.5 0.5;1,0
3256;1789213558025;0.0183111,-0.0213046,0.00937364;-2.60263,-2.07323 3.37788,-1.67766 3.11346,2.32469 -2.86739,1.93091;0.873288 0.989299 0.989224 0.873406;0.5 0.5 0.5 0.5;1,0
3257;1789213558085;0.0185461,-0.0213503,0.00850751;-2.60262,-2.07422 3.378,-1.67875 3.11428,2.32495 -2.86718,1.93146;0.873291 0.989318 0.989387 0.873378;0.5 0.5 0.5 0.5;1,0
3258;1789213558135;0.018145,-0.021022,0.00978389;-2.60258,-2.07377 3.3783,-1.67797 3.11384,2.325 -2.86754,1.9312;0.8733 0.989373 0.989313 0.873436;0.5 0.5 0.5 0.5;1,0
3259;1789213558184;0.0182719,-0.02126,0.00906375;-2.60301,-2.0738 3.37842,-1.67796 3.11438,2.32499 -2.86768,1.93075;0.873391 0.9894 0.989467 0.873443;0.5 0.5 0.5 0.5;1,0
3260;1789213558231;0.0182439,-0.0210342,0.00909177;-2.60279,-2.07345 3.37861,-1.6785 3.11403,2.32471 -2.86777,1.93089;0.873279 0.989498 0.989351 0.87349;0.5 0.5 0.5 0.5;1,0
3261;1789213558281;0.0183303,-0.0209918,0.00947442;-2.60259,-2.07377 3.37829,-1.67849 3.11416,2.32506 -2.86749,1.93125;0.873266 0.989401 0.989384 0.873425;0.5 0.5 0.5 0.5;1,0
3262;1789213558336;0.0183592,-0.0212609,0.0107049;-2.60239,-2.07428 3.37823,-1.67826 3.11368,2.32527 -2.86756,1.9298;0.873281 0.989337 0.989414 0.873333;0.5 0.5 0.5 0.5;1,0
3263;1789213558394;0.0184446,-0.0207029,0.00975296;-2.60266,-2.07457 3.3786,-1.67821 3.11363,2.32546 -2.86802,1.93053;0.873364 0.9894 0.98936 0.873465;0.5 0.5 0.5 0.5;1,0
3264;1789213558443;0.0184747,-0.0209092,0.00987169;-2.60241,-2.07403 3.37845,-1.67747 3.11376,2.32523 -2.86791,1.93091;0.873319 0.98936 0.989337 0.873482;0.5 0.5 0.5 0.5;1,0
3265;1789213558491;0.0182452,-0.021228,0.00989481;-2.6023,-2.07392 3.37841,-1.67709 3.11339,2.32532 -2.86757,1.93006;0.873311 0.989337 0.989335 0.873344;0.5 0.5 0.5 0.5;1,0
3266;1789213558540;0.0180499,-0.0209832,0.00933178;-2.60238,-2.07333 3.37819,-1.67751 3.11345,2.32551 -2.86769,1.93028;0.873252 0.989353 0.989348 0.873372;0.5 0.5 0.5 0.5;1,0
3267;1789213558594;0.018052,-0.0210353,0.0100099;-2.6018,-2.07463 3.37815,-1.67768 3.11313,2.32559 -2.86774,1.9305;0.873226 0.989258 0.989267 0.87339;0.5 0.5 0.5 0.5;1,0
3268;1789213558646;0.0180332,-0.0205269,0.0098286;-2.60247,-2.07415 3.37857,-1.67737 3.11352,2.32592 -2.86804,1.93091;0.873347 0.989375 0.989349 0.873456;0.5 0.5 0.5 0.5;1,0
3269;1789213558698;0.0180936,-0.020848,0.0101781;-2.60178,-2.07488 3.37824,-1.67798 3.11313,2.32601 -2.86767,1.93086;0.873221 0.989276 0.989278 0.873363;0.5 0.5 0.5 0.5;1,0
3270;1789213558741;0.0178845,-0.0205434,0.0095945;-2.60214,-2.07467 3.37826,-1.67774 3.11342,2.32546 -2.8679,1.93073;0.873297 0.989284 0.989298 0.873449;0.5 0.5 0.5 0.5;1,0
3271;1789213558792;0.0178383,-0.0204552,0.00992653;-2.60233,-2.0738 3.3782,-1.67698 3.11323,2.32561 -2.86791,1.93054;0.873315 0.989293 0.989286 0.873426;0.5 0.5 0.5 0.5;1,0
3272;1789213558846;0.017982,-0.0209817,0.0100836;-2.60236,-2.07411 3.37852,-1.67741 3.11332,2.32598 -2.86795,1.93054;0.873318 0.989367 0.989341 0.873408;0.5 0.5 0.5 0.5;1,0
3273;1789213558904;0.0179153,-0.021019,0.0101686;-2.60212,-2.07439 3.37863,-1.67738 3.11323,2.32627 -2.86811,1.92975;0.873292 0.989369 0.989412 0.873371;0.5 0.5 0.5 0.5;1,0
3274;1789213558949;0.0177682,-0.0207937,0.00906008;-2.60222,-2.07468 3.37842,-1.67786 3.11341,2.32594 -2.86786,1.93064;0.873304 0.989329 0.989349 0.873399;0.5 0.5 0.5 0.5;1,0
3275;1789213559000;0.0176185,-0.0208295,0.00887722;-2.60282,-2.07423 3.37817,-1.6783 3.11364,2.32577 -2.86775,1.93028;0.873366 0.98933 0.989414 0.873366;0.5 0.5 0.5 0.5;1,0
3276;1789213559051;0.0177992,-0.0206497,0.00916693;-2.60293,-2.07395 3.37842,-1.67815 3.11384,2.32532 -2.86789,1.93024;0.873374 0.9894 0.989417 0.873429;0.5 0.5 0.5 0.5;1,0
3277;1789213559107;0.0178334,-0.020607,0.00997057;-2.6025,-2.07431 3.37814,-1.67778 3.11357,2.32544 -2.86791,1.93088;0.87334 0.989287 0.989318 0.873463;0.5 0.5 0.5 0.5;1,0
3278;1789213559155;0.0178462,-0.0208958,0.00995385;-2.60221,-2.07444 3.37802,-1.67793 3.11314,2.32549 -2.86801,1.93017;0.873279 0.989259 0.989285 0.873435;0.5 0.5 0.5 0.5;1,0
3279;1789213559211;0.0177853,-0.0205314,0.00957611;-2.60265,-2.07402 3.37797,-1.67762 3.11347,2.32597 -2.86807,1.93071;0.87336 0.989261 0.989358 0.873447;0.5 0.5 0.5 0.5;1,0
3280;1789213559256;0.0177679,-0.0210762,0.00963971;-2.6023,-2.07404 3.37809,-1.67779 3.11305,2.3257 -2.86772,1.93072;0.873275 0.989294 0.989242 0.873388;0.5 0.5 0.5 0.5;1,0
3281;1789213559306;0.0175859,-0.0208644,0.00989366;-2.60256,-2.07471 3.37872,-1.67807 3.11319,2.32578 -2.86855,1.93062;0.873363 0.98941 0.989285 0.87356;0.5 0.5 0.5 0.5;1,0
3282;1789213559358;0.0176026,-0.0205604,0.00884699;-2.60259,-2.07363 3.37798,-1.67724 3.11328,2.32537 -2.86788,1.93073;0.873341 0.989268 0.98926 0.873451;0.5 0.5 0.5 0.5;1,0
3283;1789213559418;0.0174569,-0.0210578,0.00948483;-2.60281,-2.07413 3.37809,-1.67806 3.1132,2.32541 -2.86809,1.93091;0.873371 0.989305 0.98923 0.873505;0.5 0.5 0.5 0.5;1,0
3284;1789213559462;0.017461,-0.0208546,0.0100588;-2.60252,-2.07349 3.37798,-1.67743 3.11293,2.32563 -2.86776,1.93031;0.873301 0.98929 0.989242 0.873376;0.5 0.5 0.5 0.5;1,0
3285;1789213559513;0.0172558,-0.0210609,0.0103327;-2.60242,-2.07457 3.37807,-1.67754 3.11294,2.32608 -2.86832,1.93008;0.873361 0.989238 0.989302 0.87345;0.5 0.5 0.5 0.5;1,0
3286;1789213559559;0.0172587,-0.0208225,0.00892505;-2.603,-2.07401 3.37832,-1.67726 3.11314,2.32524 -2.86844,1.93037;0.873455 0.989322 0.989244 0.87356;0.5 0.5 0.5 0.5;1,0
3287;1789213559619;0.0172109,-0.0207871,0.0102808;-2.60302,-2.07431 3.37837,-1.67754 3.1133,2.32555 -2.86864,1.93032;0.873463 0.989329 0.989308 0.873578;0.5 0.5 0.5 0.5;1,0
3288;1789213559670;0.0171125,-0.0206616,0.010071;-2.60287,-2.07444 3.37834,-1.67781 3.11327,2.32609 -2.86826,1.93054;0.873426 0.989327 0.989338 0.873467;0.5 0.5 0.5 0.5;1,0
3289;1789213559721;0.0169231,-0.0207517,0.00969205;-2.60267,-2.07468 3.37815,-1.67777 3.11328,2.32555 -2.86857,1.93062;0.873406 0.989263 0.989282 0.873582;0.5 0.5 0.5 0.5;1,0
3290;1789213559767;0.0169823,-0.0204389,0.00984152;-2.60285,-2.07405 3.37803,-1.67764 3.11293,2.3258 -2.8686,1.93005;0.873403 0.989274 0.989273 0.873533;0.5 0.5 0.5 0.5;1,0
3291;1789213559817;0.0172033,-0.0204726,0.00973315;-2.60265,-2.07459 3.37851,-1.67736 3.11302,2.32596 -2.86876,1.92968;0.873421 0.98933 0.989337 0.873532;0.5 0.5 0.5 0.5;1,0
3292;1789213559869;0.0170738,-0.0202967,0.00881731;-2.60265,-2.07388 3.378,-1.67711 3.11329,2.32519 -2.86799,1.93069;0.873382 0.989249 0.989248 0.873487;0.5 0.5 0.5 0.5;1,0
3293;1789213559921;0.0169724,-0.0206064,0.0103831;-2.60242,-2.0747 3.37797,-1.67766 3.11307,2.32553 -2.86824,1.93069;0.873364 0.989215 0.989229 0.873514;0.5 0.5 0.5 0.5;1,0
3294;1789213559966;0.0170501,-0.02031,0.00982855;-2.60281,-2.07444 3.37836,-1.67807 3.11343,2.32588 -2.86834,1.93042;0.873395 0.989345 0.989364 0.873494;0.5 0.5 0.5 0.5;1,0
3295;1789213560017;0.0169777,-0.0202369,0.0099559;-2.60265,-2.07372 3.37803,-1.67703 3.11302,2.32578 -2.8683,1.93079;0.873374 0.989262 0.989234 0.873515;0.5 0.5 0.5 0.5;1,0
3296;1789213560074;0.0171959,-0.0207445,0.0106546;-2.60259,-2.07365 3.37821,-1.67681 3.11273,2.32596 -2.86861,1.92955;0.873369 0.989296 0.989285 0.873491;0.5 0.5 0.5 0.5;1,0
3297;1789213560132;0.0173407,-0.020337,0.0103692;-2.60198,-2.0748 3.37855,-1.67684 3.11273,2.3265 -2.86869,1.92996;0.873333 0.989291 0.989304 0.873492;0.5 0.5 0.5 0.5;1,0
3298;1789213560177;0.017009,-0.0203303,0.00948571;-2.60194,-2.07486 3.3782,-1.67724 3.11286,2.32614 -2.86826,1.93036;0.873304 0.989228 0.989268 0.873451;0.5 0.5 0.5 0.5;1,0
3299;1789213560226;0.0168735,-0.0201543,0.0110366;-2.60227,-2.07491 3.3785,-1.67713 3.11267,2.32683 -2.8687,1.93024;0.873384 0.989288 0.989299 0.873486;0.5 0.5 0.5 0.5;1,0
3300;1789213560274;0.0170276,-0.0205145,0.0100732;-2.60202,-2.07467 3.37864,-1.67637 3.11282,2.32652 -2.86879,1.92979;0.873362 0.989296 0.989338 0.873502;0.5 0.5 0.5 0.5;1,0
3301;1789213560325;0.016828,-0.0206487,0.00979642;-2.60201,-2.07489 3.37861,-1.67673 3.11286,2.32618 -2.86848,1.93019;0.873354 0.989293 0.989285 0.873486;0.5 0.5 0.5 0.5;1,0
3302;1789213560382;0.0166828,-0.0206217,0.0103318;-2.60246,-2.07463 3.37847,-1.67698 3.11272,2.32633 -2.86885,1.9301;0.87341 0.989296 0.989273 0.873548;0.5 0.5 0.5 0.5;1,0
3303;1789213560438;0.0169657,-0.0207372,0.00988448;-2.60236,-2.07466 3.37832,-1.67701 3.11253,2.3262 -2.86818,1.92934;0.873392 0.98926 0.989282 0.873363;0.5 0.5 0.5 0.5;1,0
3304;1789213560487;0.0167911,-0.0203433,0.00945603;-2.60281,-2.07364 3.37817,-1.67659 3.1126,2.32614 -2.86858,1.93029;0.873432 0.989277 0.989214 0.873516;0.5 0.5 0.5 0.5;1,0
3305;1789213560540;0.0170407,-0.0209562,0.0100046;-2.60234,-2.0748 3.37855,-1.67696 3.11283,2.3258 -2.86866,1.93017;0.873401 0.989299 0.989242 0.873553;0.5 0.5 0.5 0.5;1,0
3306;1789213560583;0.0167149,-0.0203343,0.00901874;-2.60299,-2.07454 3.37811,-1.67737 3.11326,2.32586 -2.86853,1.93041;0.873489 0.989242 0.989324 0.873536;0.5 0.5 0.5 0.5;1,0
3307;1789213560638;0.0169044,-0.0205144,0.00961752;-2.60293,-2.07409 3.37792,-1.6775 3.11326,2.32587 -2.86843,1.93041;0.873432 0.989238 0.989325 0.873513;0.5 0.5 0.5 0.5;1,0
3308;1789213560690;0.0169187,-0.0207039,0.0100144;-2.60278,-2.07435 3.37812,-1.67736 3.11289,2.32553 -2.86833,1.92986;0.87343 0.989258 0.989256 0.873481;0.5 0.5 0.5 0.5;1,0
3309;1789213560741;0.0168353,-0.0203941,0.0095644;-2.60256,-2.07444 3.37762,-1.6776 3.11255,2.32583 -2.86817,1.92978;0.873377 0.989149 0.989217 0.873418;0.5 0.5 0.5 0.5;1,0
3310;1789213560791;0.0169416,-0.0204509,0.0086159;-2.60285,-2.07441 3.37793,-1.67755 3.11332,2.32529 -2.86852,1.9309;0.873438 0.989221 0.989245 0.873608;0.5 0.5 0.5 0.5;1,0
3311;1789213560846;0.016952,-0.0207843,0.00907135;-2.60335,-2.07393 3.37783,-1.67775 3.11361,2.32503 -2.86843,1.93119;0.873491 0.989245 0.989261 0.873628;0.5 0.5 0.5 0.5;1,0
3312;1789213560890;0.0171573,-0.0209396,0.00984908;-2.60273,-2.07399 3.37772,-1.67806 3.1132,2.32534 -2.86768,1.93085;0.873345 0.98923 0.989232 0.873416;0.5 0.5 0.5 0.5;1,0
3313;1789213560939;0.0169628,-0.0208429,0.00899328;-2.60342,-2.07337 3.37813,-1.67798 3.11375,2.32515 -2.86816,1.93053;0.873443 0.989366 0.989357 0.873519;0.5 0.5 0.5 0.5;1,0
3314;1789213560992;0.0170999,-0.0208588,0.00970016;-2.6033,-2.07377 3.3777,-1.67777 3.11335,2.32502 -2.86816,1.93098;0.873467 0.989227 0.98922 0.873555;0.5 0.5 0.5 0.5;1,0
3315;1789213561050;0.0173689,-0.0208888,0.0102498;-2.60305,-2.0744 3.37815,-1.67806 3.11359,2.32559 -2.86849,1.93076;0.873444 0.989303 0.989343 0.87357;0.5 0.5 0.5 0.5;1,0
3316;1789213561095;0.0171913,-0.0207218,0.00976052;-2.60282,-2.07426 3.37822,-1.67806 3.11322,2.32561 -2.86839,1.93082;0.873384 0.989327 0.989259 0.87355;0.5 0.5 0.5 0.5;1,0
3317;1789213561148;0.0171735,-0.0207439,0.00924011;-2.60319,-2.07388 3.37833,-1.67815 3.1137,2.32554 -2.86851,1.93043;0.873425 0.989384 0.989389 0.87356;0.5 0.5 0.5 0.5;1,0
3318;1789213561196;0.0171073,-0.0205985,0.00938088;-2.60319,-2.07396 3.37792,-1.67757 3.11355,2.32492 -2.86785,1.93109;0.87347 0.989253 0.989247 0.873503;0.5 0.5 0.5 0.5;1,0
3319;1789213561255;0.0170126,-0.0206878,0.0111224;-2.60267,-2.07436 3.37824,-1.6773 3.11303,2.32575 -2.86822,1.92965;0.873411 0.98928 0.989324 0.873429;0.5 0.5 0.5 0.5;1,0
3320;1789213561298;0.016914,-0.0203549,0.00941587;-2.60278,-2.07414 3.37809,-1.67721 3.11313,2.32567 -2.86857,1.93057;0.873423 0.989258 0.989265 0.873568;0.5 0.5 0.5 0.5;1,0
3321;1789213561348;0.0169866,-0.0206804,0.00988828;-2.60258,-2.07416 3.3782,-1.67734 3.11314,2.32566 -2.8682,1.93045;0.873375 0.989287 0.989276 0.873481;0.5 0.5 0.5 0.5;1,0
3322;1789213561403;0.0167965,-0.0204478,0.0105516;-2.6021,-2.07469 3.37812,-1.67723 3.11315,2.32563 -2.86819,1.93092;0.873323 0.989224 0.989238 0.87351;0.5 0.5 0.5 0.5;1,0
3323;1789213561462;0.0166864,-0.0203519,0.0106874;-2.60283,-2.07411 3.37837,-1.67716 3.11284,2.32623 -2.86866,1.93012;0.873434 0.989322 0.989289 0.873516;0.5 0.5 0.5 0.5;1,0
3324;1789213561515;0.0170259,-0.0205855,0.0106436;-2.60284,-2.07454 3.37829,-1.677 3.11301,2.32608 -2.86866,1.93007;0.873483 0.989263 0.989316 0.873526;0.5 0.5 0.5 0.5;1,0
3325;1789213561561;0.016961,-0.020532,0.0100568;-2.60241,-2.07416 3.3787,-1.67742 3.11267,2.32611 -2.86864,1.92965;0.873332 0.989405 0.989277 0.873491;0.5 0.5 0.5 0.5;1,0
3326;1789213561609;0.0167408,-0.0204134,0.0101901;-2.60246,-2.07449 3.3781,-1.67663 3.1126,2.32587 -2.86852,1.92988;0.873425 0.989201 0.989223 0.873498;0.5 0.5 0.5 0.5;1,0
3327;1789213561658;0.0168784,-0.0205719,0.0101626;-2.60257,-2.07402 3.37794,-1.6767 3.11281,2.32618 -2.86847,1.92982;0.873405 0.989201 0.989304 0.87346;0.5 0.5 0.5 0.5;1,0
3328;1789213561707;0.01682,-0.0206713,0.00999355;-2.60272,-2.07436 3.37807,-1.67711 3.11297,2.32622 -2.86866,1.93009;0.873436 0.989232 0.98932 0.873517;0.5 0.5 0.5 0.5;1,0
3329;1789213561765;0.0167569,-0.0203897,0.0106924;-2.6021,-2.07468 3.37807,-1.67678 3.11239,2.32614 -2.86831,1.93024;0.873355 0.989188 0.989175 0.873452;0.5 0.5 0.5 0.5;1,0
3330;1789213561811;0.0166039,-0.0203982,0.0102947;-2.60241,-2.07462 3.37842,-1.67638 3.113,2.32627 -2.86874,1.93028;0.87344 0.989249 0.989314 0.873542;0.5 0.5 0.5 0.5;1,0
3331;1789213561863;0.0165368,-0.020678,0.00963528;-2.60235,-2.07422 3.37804,-1.67711 3.11278,2.32638 -2.86837,1.93052;0.873347 0.989233 0.98926 0.873465;0.5 0.5 0.5 0.5;1,0
3332;1789213561909;0.0165924,-0.0207324,0.0105684;-2.60252,-2.074 3.37799,-1.67627 3.11245,2.32595 -2.86872,1.93031;0.873421 0.989191 0.98916 0.873562;0.5 0.5 0.5 0.5;1,0
3333;1789213561968;0.0168591,-0.0206681,0.010058;-2.60277,-2.07436 3.37827,-1.67679 3.11285,2.32593 -2.86862,1.92996;0.873468 0.98926 0.989276 0.873521;0.5 0.5 0.5 0.5;1,0
3334;1789213562015;0.0166868,-0.0201771,0.00941055;-2.60235,-2.07441 3.37796,-1.67721 3.11296,2.32591 -2.8682,1.93074;0.873357 0.989206 0.989239 0.873479;0.5 0.5 0.5 0.5;1,0
3335;1789213562060;0.0164642,-0.0202514,0.0105249;-2.60318,-2.07451 3.3785,-1.6772 3.11318,2.32624 -2.86882,1.93052;0.873536 0.989326 0.989333 0.873578;0.5 0.5 0.5 0.5;1,0
3336;1789213562108;0.0166269,-0.0201647,0.0107708;-2.60204,-2.07503 3.37793,-1.67748 3.11238,2.32647 -2.86835,1.93068;0.873324 0.989168 0.989169 0.873462;0.5 0.5 0.5 0.5;1,0
3337;1789213562168;0.0165746,-0.0201764,0.0100419;-2.60263,-2.07475 3.37825,-1.67749 3.11258,2.32631 -2.86839,1.93018;0.873421 0.989265 0.989235 0.873453;0.5 0.5 0.5 0.5;1,0
3338;1789213562225;0.0166358,-0.0201093,0.0100954;-2.6025,-2.074 3.37798,-1.6765 3.11255,2.32607 -2.86853,1.93032;0.873403 0.9892 0.989193 0.873511;0.5 0.5 0.5 0.5;1,0
3339;1789213562286;0.0167013,-0.0205316,0.00959933;-2.60255,-2.07405 3.37819,-1.67689 3.11277,2.32643 -2.86855,1.92987;0.873389 0.989267 0.989313 0.873461;0.5 0.5 0.5 0.5;1,0
3340;1789213562329;0.0165471,-0.0202981,0.00929613;-2.60242,-2.07507 3.37829,-1.67762 3.11324,2.32608 -2.86847,1.93072;0.873395 0.989257 0.989314 0.873526;0.5 0.5 0.5 0.5;1,0
3341;1789213562379;0.0162815,-0.0200191,0.0102031;-2.60269,-2.0744 3.37786,-1.67749 3.11272,2.32602 -2.86843,1.92967;0.873407 0.989201 0.989278 0.873453;0.5 0.5 0.5 0.5;1,0
3342;1789213562426;0.0166021,-0.0198769,0.0104151;-2.60267,-2.07413 3.37834,-1.67668 3.11297,2.32612 -2.86838,1.93042;0.873433 0.989286 0.989284 0.873483;0.5 0.5 0.5 0.5;1,0
3343;1789213562480;0.0163272,-0.0204532,0.0106742;-2.60276,-2.07459 3.37812,-1.67701 3.11254,2.32633 -2.86883,1.9301;0.873469 0.989221 0.989233 0.873544;0.5 0.5 0.5 0.5;1,0
3344;1789213562526;0.016693,-0.0200734,0.0105959;-2.60213,-2.07493 3.37812,-1.67714 3.11217,2.32662 -2.86887,1.93004;0.873356 0.989201 0.989183 0.873524;0.5 0.5 0.5 0.5;1,0
3345;1789213562578;0.0166292,-0.019914,0.0101374;-2.60207,-2.07476 3.37816,-1.67643 3.11266,2.32679 -2.86865,1.9298;0.873377 0.989182 0.989328 0.873451;0.5 0.5 0.5 0.5;1,0
3346;1789213562633;0.0164146,-0.0200506,0.00958369;-2.60255,-2.07391 3.37852,-1.6761 3.11292,2.32618 -2.86869,1.93001;0.87343 0.989308 0.989311 0.873519;0.5 0.5 0.5 0.5;1,0
3347;1789213562689;0.0164316,-0.0201597,0.0102131;-2.60238,-2.07441 3.37842,-1.67628 3.11283,2.32614 -2.86866,1.93008;0.873422 0.98926 0.989281 0.873521;0.5 0.5 0.5 0.5;1,0
3348;1789213562729;0.0165146,-0.0199371,0.0107467;-2.60279,-2.07441 3.37837,-1.67609 3.11262,2.32663 -2.86914,1.92983;0.873521 0.98924 0.989299 0.873573;0.5 0.5 0.5 0.5;1,0
3349;1789213562782;0.0169853,-0.0200685,0.0106104;-2.60221,-2.07533 3.37829,-1.67675 3.11221,2.32673 -2.86888,1.93012;0.873431 0.989191 0.989195 0.873524;0.5 0.5 0.5 0.5;1,0
3350;1789213562833;0.016931,-0.0196622,0.0100508;-2.60211,-2.07513 3.37837,-1.67664 3.11246,2.32656 -2.86917,1.93032;0.873402 0.989216 0.989217 0.873614;0.5 0.5 0.5 0.5;1,0
3351;1789213562896;0.0169568,-0.0196462,0.00984691;-2.60228,-2.07434 3.37823,-1.67606 3.11237,2.32604 -2.8687,1.92985;0.873411 0.989209 0.989189 0.873522;0.5 0.5 0.5 0.5;1,0
3352;1789213562945;0.0169089,-0.0196037,0.00954988;-2.60291,-2.07443 3.37825,-1.67719 3.11303,2.32632 -2.86865,1.9304;0.873474 0.989272 0.989316 0.873526;0.5 0.5 0.5 0.5;1,0
3353;1789213562997;0.0168654,-0.0195398,0.0109074;-2.60262,-2.07358 3.3785,-1.67563 3.11272,2.32626 -2.86876,1.93013;0.873449 0.989302 0.989264 0.873537;0.5 0.5 0.5 0.5;1,0
3354;1789213563050;0.0168122,-0.0201316,0.00962809;-2.60275,-2.07416 3.37842,-1.67684 3.11333,2.32629 -2.86873,1.93045;0.873443 0.989311 0.989376 0.87355;0.5 0.5 0.5 0.5;1,0
3355;1789213563099;0.0167134,-0.0198386,0.0107004;-2.60209,-2.07463 3.37844,-1.67664 3.11261,2.3267 -2.86881,1.93014;0.873355 0.989268 0.98928 0.873513;0.5 0.5 0.5 0.5;1,0
3356;1789213563146;0.0167156,-0.019813,0.00964648;-2.60225,-2.0733 3.37795,-1.67609 3.11245,2.32618 -2.86844,1.93018;0.873321 0.989218 0.989196 0.873474;0.5 0.5 0.5 0.5;1,0
3357;1789213563194;0.0168038,-0.0200989,0.0103752;-2.60233,-2.07438 3.37839,-1.67695 3.11268,2.32647 -2.86868,1.93041;0.873366 0.989292 0.989253 0.87352;0.5 0.5 0.5 0.5;1,0
3358;1789213563241;0.0166754,-0.0196998,0.0103788;-2.60236,-2.07444 3.37827,-1.67688 3.11276,2.32653 -2.8688,1.93038;0.873381 0.989256 0.989278 0.873541;0.5 0.5 0.5 0.5;1,0
3359;1789213563302;0.0167681,-0.0196406,0.0104311;-2.60277,-2.07438 3.3788,-1.67729 3.11305,2.32673 -2.8689,1.93014;0.873433 0.989408 0.98938 0.873533;0.5 0.5 0.5 0.5;1,0
3360;1789213563357;0.0167136,-0.0194723,0.010711;-2.60255,-2.07443 3.37821,-1.67671 3.11282,2.32674 -2.86879,1.9302;0.873432 0.989235 0.989326 0.873511;0.5 0.5 0.5 0.5;1,0
3361;1789213563411;0.0169845,-0.0196762,0.011343;-2.60196,-2.07521 3.3785,-1.67637 3.11235,2.3268 -2.86925,1.93021;0.873394 0.989223 0.989225 0.873607;0.5 0.5 0.5 0.5;1,0
3362;1789213563456;0.0170776,-0.019607,0.0102188;-2.60224,-2.07494 3.37897,-1.67618 3.11275,2.32677 -2.86883,1.9301;0.873442 0.989342 0.989319 0.873512;0.5 0.5 0.5 0.5;1,0
3363;1789213563509;0.0168439,-0.019606,0.0103785;-2.6026,-2.07386 3.37903,-1.67646 3.11288,2.32714 -2.86907,1.93024;0.873411 0.989451 0.989371 0.873545;0.5 0.5 0.5 0.5;1,0
3364;1789213563558;0.0170469,-0.0199628,0.0109238;-2.60187,-2.07534 3.37837,-1.67672 3.1122,2.32702 -2.86847,1.93022;0.873362 0.989204 0.989215 0.873419;0.5 0.5 0.5 0.5;1,0
3365;1789213563617;0.0172025,-0.0194133,0.0102276;-2.60252,-2.07431 3.37846,-1.67624 3.11271,2.32699 -2.86865,1.93014;0.873448 0.989273 0.989329 0.873457;0.5 0.5 0.5 0.5;1,0
3366;1789213563660;0.0173984,-0.0198178,0.00968607;-2.60254,-2.07433 3.37896,-1.67684 3.11339,2.32668 -2.86865,1.92984;0.87341 0.989421 0.989476 0.873465;0.5 0.5 0.5 0.5;1,0
3367;1789213563714;0.0171169,-0.0195064,0.00946836;-2.60238,-2.0745 3.37875,-1.67679 3.11293,2.32652 -2.86881,1.92976;0.873394 0.989357 0.989364 0.873505;0.5 0.5 0.5 0.5;1,0
3368;1789213563764;0.0173558,-0.0195238,0.00938752;-2.60218,-2.07406 3.37814,-1.67655 3.11291,2.32644 -2.86826,1.93037;0.873336 0.989234 0.989307 0.873429;0.5 0.5 0.5 0.5;1,0
3369;1789213563822;0.0173514,-0.0199923,0.0101034;-2.60248,-2.07451 3.37852,-1.67699 3.11295,2.32623 -2.86848,1.93032;0.873403 0.989316 0.989298 0.87349;0.5 0.5 0.5 0.5;1,0
3370;1789213563870;0.0173734,-0.0196095,0.0101515;-2.60233,-2.07372 3.37836,-1.6766 3.11282,2.32661 -2.86836,1.93015;0.873334 0.989312 0.989319 0.873423;0.5 0.5 0.5 0.5;1,0
3371;1789213563922;0.0173768,-0.0200047,0.00972418;-2.60254,-2.07389 3.37853,-1.67682 3.11297,2.32638 -2.86845,1.93049;0.873376 0.989353 0.989304 0.873483;0.5 0.5 0.5 0.5;1,0
