# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
2438;1789213174900;-0.0109729,-0.0368024,-0.0272826;-2.68373,-1.95984 -10,-1.95984 -10,-2.27543 3.30852,-1.79779 3.17148,2.01967 10,2.01967 10,2.447 -2.82509,1.98659;0.863134 2.66539 0.77849 0.0216858 0.686074 1.88477 0.813419 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2439;1789213174953;-0.0110994,-0.0368152,-0.0269311;-2.68447,-1.95984 -10,-1.95984 -10,-2.27906 3.30949,-1.80362 3.17291,2.01967 10,2.01967 10,2.44683 -2.82581,1.98681;0.863291 2.66539 0.779213 0.0216868 0.686296 1.88477 0.813381 0.0212689;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2440;1789213175003;-0.0111248,-0.0368001,-0.0270734;-2.68369,-1.95984 -10,-1.95984 -10,-2.2798 3.30989,-1.79402 3.17126,2.01967 10,2.01967 10,2.44911 -2.82718,1.98403;0.863143 2.66539 0.779383 0.0216861 0.68605 1.88477 0.813864 0.0212694;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2441;1789213175050;-0.0111612,-0.0367881,-0.027222;-2.68179,-1.95984 -10,-1.95984 -10,-2.28992 3.30907,-1.80091 3.16906,2.01967 10,2.01967 10,2.45335 -2.82611,1.98371;0.862744 2.66539 0.781424 0.0216848 0.685709 1.88477 0.814752 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2442;1789213175095;-0.0112471,-0.0367865,-0.026998;-2.68396,-1.95984 -10,-1.95984 -10,-2.27256 3.30893,-1.78917 3.17127,2.01967 10,2.01967 10,2.44876 -2.82664,1.98568;0.863192 2.66539 0.777926 0.0216858 0.686046 1.88477 0.813788 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2443;1789213175154;-0.0113595,-0.0367844,-0.0273314;-2.68333,-1.95984 -10,-1.95984 -10,-2.27634 3.30928,-1.79895 3.17217,2.01967 10,2.01967 10,2.44617 -2.82495,1.98699;0.863049 2.66539 0.778671 0.0216865 0.686184 1.88477 0.813244 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2444;1789213175204;-0.0113835,-0.0367174,-0.0277198;-2.68414,-1.95984 -10,-1.95984 -10,-2.27238 3.3078,-1.79807 3.17193,2.01967 10,2.01967 10,2.44227 -2.82453,1.98634;0.863214 2.66539 0.77787 0.0216856 0.686137 1.88477 0.812432 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2445;1789213175253;-0.0114069,-0.0366518,-0.0272693;-2.68559,-1.95984 -10,-1.95984 -10,-2.27776 3.30852,-1.80498 3.17259,2.01967 10,2.01967 10,2.44158 -2.8254,1.98652;0.863519 2.66539 0.778947 0.0216862 0.686242 1.88477 0.812289 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2446;1789213175299;-0.0113298,-0.0366546,-0.0274994;-2.68515,-1.95984 -10,-1.95984 -10,-2.27545 3.30934,-1.79636 3.17205,2.01967 10,2.01967 10,2.4476 -2.82721,1.98488;0.863442 2.66539 0.778496 0.0216864 0.686166 1.88477 0.813547 0.0212697;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2447;1789213175350;-0.0112357,-0.0366631,-0.0274722;-2.68326,-1.95984 -10,-1.95984 -10,-2.27871 3.30939,-1.79811 3.17172,2.01967 10,2.01967 10,2.44869 -2.8254,1.98592;0.86304 2.66539 0.779155 0.0216862 0.686116 1.88477 0.813773 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2448;1789213175407;-0.011148,-0.0367335,-0.0276211;-2.68448,-1.95984 -10,-1.95984 -10,-2.2752 3.30772,-1.80026 3.17167,2.01967 10,2.01967 10,2.44418 -2.82485,1.98684;0.863286 2.66539 0.778438 0.0216854 0.686097 1.88477 0.812829 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2449;1789213175468;-0.0110691,-0.036852,-0.0278927;-2.68396,-1.95984 -10,-1.95984 -10,-2.27369 3.30896,-1.80238 3.17347,2.01967 10,2.01967 10,2.44122 -2.82393,1.98756;0.863172 2.66539 0.778128 0.0216869 0.686378 1.88477 0.81221 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2450;1789213175514;-0.0110625,-0.0368364,-0.0274541;-2.6855,-1.95984 -10,-1.95984 -10,-2.26158 3.30766,-1.79294 3.17372,2.01967 10,2.01967 10,2.43727 -2.82385,1.9884;0.863487 2.66539 0.775695 0.0216864 0.686411 1.88477 0.811386 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2451;1789213175560;-0.0110868,-0.0367588,-0.0274204;-2.6833,-1.95984 -10,-1.95984 -10,-2.27432 3.30954,-1.79989 3.173,2.01967 10,2.01967 10,2.44633 -2.82449,1.98742;0.863039 2.66539 0.778259 0.0216871 0.686311 1.88477 0.813276 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2452;1789213175607;-0.0110934,-0.0367461,-0.0275788;-2.68485,-1.95984 -10,-1.95984 -10,-2.26612 3.30793,-1.79257 3.17243,2.01967 10,2.01967 10,2.43977 -2.8248,1.98717;0.863362 2.66539 0.776616 0.021686 0.686216 1.88477 0.81191 0.0212691;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2453;1789213175661;-0.0110616,-0.036867,-0.0273511;-2.6836,-1.95984 -10,-1.95984 -10,-2.27151 3.30977,-1.79006 3.17178,2.01967 10,2.01967 10,2.44929 -2.82623,1.98522;0.863116 2.66539 0.777711 0.0216867 0.68613 1.88477 0.8139 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2454;1789213175717;-0.0110245,-0.036974,-0.0270676;-2.68272,-1.95984 -10,-1.95984 -10,-2.28002 3.30856,-1.8019 3.17133,2.01967 10,2.01967 10,2.44714 -2.82453,1.98602;0.862921 2.66539 0.779411 0.0216857 0.686051 1.88477 0.813448 0.0212678;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2455;1789213175770;-0.0109606,-0.036977,-0.0268409;-2.68351,-1.95984 -10,-1.95984 -10,-2.27915 3.31032,-1.79617 3.17228,2.01967 10,2.01967 10,2.45021 -2.8264,1.98548;0.863098 2.66539 0.779247 0.0216868 0.686207 1.88477 0.814092 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2456;1789213175816;-0.0109065,-0.0369795,-0.0269501;-2.68324,-1.95984 -10,-1.95984 -10,-2.28157 3.3101,-1.7945 3.17062,2.01967 10,2.01967 10,2.45249 -2.8271,1.98418;0.86305 2.66539 0.779741 0.0216861 0.685954 1.88477 0.81457 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2457;1789213175870;-0.0107769,-0.03695,-0.0266633;-2.68231,-1.95984 -10,-1.95984 -10,-2.28484 3.31099,-1.79554 3.17096,2.01967 10,2.01967 10,2.45535 -2.82699,1.9851;0.862858 2.66539 0.780403 0.0216866 0.686011 1.88477 0.815165 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2458;1789213175921;-0.010651,-0.0369203,-0.0262374;-2.68118,-1.95984 -10,-1.95984 -10,-2.2832 3.31012,-1.7859 3.1682,2.01967 10,2.01967 10,2.45823 -2.82817,1.98127;0.862637 2.66539 0.78009 0.0216851 0.685589 1.88477 0.815776 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2459;1789213175972;-0.0106013,-0.0369118,-0.026234;-2.68266,-1.95984 -10,-1.95984 -10,-2.27864 3.31068,-1.78716 3.17001,2.01967 10,2.01967 10,2.45632 -2.82813,1.98346;0.862939 2.66539 0.779162 0.0216863 0.685867 1.88477 0.815372 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2460;1789213176017;-0.0105702,-0.0369082,-0.026123;-2.68186,-1.95984 -10,-1.95984 -10,-2.28442 3.31108,-1.79548 3.17107,2.01967 10,2.01967 10,2.45523 -2.8273,1.98271;0.862769 2.66539 0.780318 0.0216868 0.686029 1.88477 0.815146 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2461;1789213176070;-0.0105865,-0.0368759,-0.0260697;-2.68142,-1.95984 -10,-1.95984 -10,-2.29007 3.31035,-1.79513 3.1692,2.01967 10,2.01967 10,2.45618 -2.8274,1.98191;0.862678 2.66539 0.781467 0.0216853 0.685739 1.88477 0.815346 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2462;1789213176123;-0.0106315,-0.0368326,-0.0256063;-2.67988,-1.95984 -10,-1.95984 -10,-2.29763 3.31366,-1.79494 3.16982,2.01967 10,2.01967 10,2.46381 -2.82867,1.97984;0.862374 2.66539 0.783005 0.0216873 0.685856 1.88477 0.816947 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2463;1789213176178;-0.0106419,-0.0368906,-0.0256732;-2.68018,-1.95984 -10,-1.95984 -10,-2.29379 3.31346,-1.79121 3.16996,2.01967 10,2.01967 10,2.46221 -2.82849,1.98065;0.862433 2.66539 0.782231 0.0216873 0.685877 1.88477 0.816612 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2464;1789213176225;-0.0106134,-0.0370424,-0.0251544;-2.67961,-1.95984 -10,-1.95984 -10,-2.3004 3.31346,-1.79379 3.16842,2.01967 10,2.01967 10,2.46908 -2.82955,1.98079;0.862325 2.66539 0.783571 0.0216867 0.685642 1.88477 0.81805 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2465;1789213176275;-0.0105556,-0.037172,-0.0248541;-2.67963,-1.95984 -10,-1.95984 -10,-2.30314 3.31416,-1.7912 3.16823,2.01967 10,2.01967 10,2.47079 -2.83062,1.97865;0.86234 2.66539 0.784136 0.0216867 0.68562 1.88477 0.818412 0.0212689;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2466;1789213176323;-0.010448,-0.0372358,-0.025188;-2.67898,-1.95984 -10,-1.95984 -10,-2.30961 3.31526,-1.795 3.1683,2.01967 10,2.01967 10,2.47371 -2.83098,1.97887;0.862209 2.66539 0.785446 0.0216872 0.685636 1.88477 0.819025 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2467;1789213176381;-0.0103472,-0.037299,-0.0249243;-2.68036,-1.95984 -10,-1.95984 -10,-2.30052 3.31378,-1.79233 3.16849,2.01967 10,2.01967 10,2.46944 -2.83051,1.9801;0.862488 2.66539 0.783599 0.0216868 0.685656 1.88477 0.818126 0.0212691;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2468;1789213176430;-0.0104137,-0.0372791,-0.0253275;-2.68021,-1.95984 -10,-1.95984 -10,-2.29767 3.31376,-1.79429 3.16953,2.01967 10,2.01967 10,2.46546 -2.82933,1.97954;0.862447 2.66539 0.783015 0.0216873 0.685813 1.88477 0.817294 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2469;1789213176481;-0.0104835,-0.0372584,-0.0249945;-2.67985,-1.95984 -10,-1.95984 -10,-2.2981 3.31369,-1.79291 3.16889,2.01967 10,2.01967 10,2.46563 -2.82909,1.97927;0.862371 2.66539 0.783106 0.0216871 0.685716 1.88477 0.81733 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2470;1789213176526;-0.0104605,-0.0371882,-0.0248605;-2.68022,-1.95984 -10,-1.95984 -10,-2.29081 3.31477,-1.78377 3.16921,2.01967 10,2.01967 10,2.46996 -2.8308,1.97991;0.86246 2.66539 0.781642 0.0216881 0.685773 1.88477 0.818237 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2471;1789213176580;-0.0104324,-0.0371025,-0.0244973;-2.68027,-1.95984 -10,-1.95984 -10,-2.30193 3.3142,-1.79158 3.16818,2.01967 10,2.01967 10,2.47048 -2.83087,1.97939;0.862472 2.66539 0.783888 0.0216869 0.685612 1.88477 0.818348 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2472;1789213176630;-0.0105336,-0.0370666,-0.0239883;-2.67909,-1.95984 -10,-1.95984 -10,-2.30837 3.31462,-1.78942 3.16644,2.01967 10,2.01967 10,2.47744 -2.83235,1.97811;0.862244 2.66539 0.785207 0.0216863 0.685351 1.88477 0.819809 0.0212693;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2473;1789213176694;-0.0106921,-0.0370349,-0.023251;-2.6759,-1.95984 -10,-1.95984 -10,-2.32206 3.31722,-1.78845 3.16488,2.01967 10,2.01967 10,2.48749 -2.83353,1.97455;0.861602 2.66539 0.788006 0.0216868 0.685134 1.88477 0.82193 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2474;1789213176746;-0.0107244,-0.0369414,-0.0230633;-2.67499,-1.95984 -10,-1.95984 -10,-2.32527 3.31881,-1.78375 3.16483,2.01967 10,2.01967 10,2.49346 -2.83471,1.97313;0.861427 2.66539 0.788676 0.0216873 0.685138 1.88477 0.82319 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2475;1789213176798;-0.0107045,-0.0368127,-0.0229661;-2.67632,-1.95984 -10,-1.95984 -10,-2.31947 3.31754,-1.78525 3.16464,2.01967 10,2.01967 10,2.48936 -2.83438,1.97348;0.861696 2.66539 0.787484 0.0216871 0.685101 1.88477 0.822327 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2476;1789213176842;-0.0107364,-0.0368463,-0.0228598;-2.67359,-1.95984 -10,-1.95984 -10,-2.32576 3.31706,-1.78261 3.16219,2.01967 10,2.01967 10,2.49579 -2.8337,1.97159;0.861133 2.66539 0.788778 0.0216856 0.684728 1.88477 0.823685 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2477;1789213176895;-0.0108188,-0.0370092,-0.022984;-2.67574,-1.95984 -10,-1.95984 -10,-2.3227 3.31835,-1.78389 3.1644,2.01967 10,2.01967 10,2.49319 -2.83512,1.97216;0.861584 2.66539 0.788149 0.0216873 0.685071 1.88477 0.823136 0.0212689;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2478;1789213176942;-0.0108353,-0.0371202,-0.0227757;-2.67472,-1.95984 -10,-1.95984 -10,-2.31237 3.31614,-1.77708 3.16347,2.01967 10,2.01967 10,2.48966 -2.83276,1.97371;0.861355 2.66539 0.786053 0.021686 0.684917 1.88477 0.822389 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2479;1789213176996;-0.0107435,-0.0371832,-0.0222056;-2.6744,-1.95984 -10,-1.95984 -10,-2.33073 3.31943,-1.78183 3.16308,2.01967 10,2.01967 10,2.49781 -2.83591,1.97059;0.861317 2.66539 0.789799 0.021687 0.684879 1.88477 0.824112 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2480;1789213177045;-0.0106653,-0.0372309,-0.0223019;-2.67625,-1.95984 -10,-1.95984 -10,-2.32565 3.31807,-1.78394 3.16342,2.01967 10,2.01967 10,2.49402 -2.83582,1.97265;0.861694 2.66539 0.788754 0.0216866 0.684921 1.88477 0.823308 0.0212694;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2481;1789213177095;-0.0106023,-0.0372358,-0.0229112;-2.67675,-1.95984 -10,-1.95984 -10,-2.3209 3.31792,-1.78646 3.16525,2.01967 10,2.01967 10,2.489 -2.83436,1.9737;0.861783 2.66539 0.787774 0.0216873 0.685195 1.88477 0.82225 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2482;1789213177146;-0.0105388,-0.0372409,-0.0230496;-2.67431,-1.95984 -10,-1.95984 -10,-2.32622 3.31783,-1.78355 3.16283,2.01967 10,2.01967 10,2.49395 -2.83425,1.97209;0.861284 2.66539 0.788871 0.0216863 0.684829 1.88477 0.823297 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2483;1789213177208;-0.0106787,-0.0371756,-0.0235895;-2.67458,-1.95984 -10,-1.95984 -10,-2.3204 3.31687,-1.78554 3.16397,2.01967 10,2.01967 10,2.48878 -2.83232,1.97354;0.861322 2.66539 0.787674 0.0216864 0.684995 1.88477 0.822203 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2484;1789213177259;-0.0108303,-0.0371092,-0.0238029;-2.67645,-1.95984 -10,-1.95984 -10,-2.31542 3.31596,-1.7877 3.16468,2.01967 10,2.01967 10,2.48355 -2.83271,1.97455;0.861708 2.66539 0.786652 0.0216864 0.685095 1.88477 0.821101 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2485;1789213177309;-0.0108878,-0.0370615,-0.0242457;-2.67882,-1.95984 -10,-1.95984 -10,-2.30931 3.31395,-1.79269 3.16626,2.01967 10,2.01967 10,2.4756 -2.83126,1.97728;0.862179 2.66539 0.785391 0.0216859 0.685319 1.88477 0.819426 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2486;1789213177355;-0.0109254,-0.0370207,-0.0247019;-2.68073,-1.95984 -10,-1.95984 -10,-2.29933 3.31366,-1.79178 3.16826,2.01967 10,2.01967 10,2.4681 -2.83101,1.97908;0.862568 2.66539 0.783358 0.0216868 0.68562 1.88477 0.817849 0.0212695;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2487;1789213177404;-0.0108398,-0.0370611,-0.0248416;-2.68014,-1.95984 -10,-1.95984 -10,-2.30186 3.31441,-1.79219 3.16877,2.01967 10,2.01967 10,2.46983 -2.8307,1.97897;0.862445 2.66539 0.783873 0.0216872 0.685702 1.88477 0.818211 0.0212691;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2488;1789213177454;-0.0106962,-0.03714,-0.0254282;-2.68047,-1.95984 -10,-1.95984 -10,-2.28312 3.31166,-1.78728 3.16969,2.01967 10,2.01967 10,2.46022 -2.82766,1.98049;0.862487 2.66539 0.780072 0.0216867 0.685825 1.88477 0.816196 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2489;1789213177516;-0.0105649,-0.03719,-0.0254659;-2.68082,-1.95984 -10,-1.95984 -10,-2.29798 3.31275,-1.79537 3.16924,2.01967 10,2.01967 10,2.4632 -2.8291,1.98082;0.86257 2.66539 0.783075 0.0216865 0.685762 1.88477 0.816817 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2490;1789213177567;-0.0105127,-0.0371755,-0.0258634;-2.68052,-1.95984 -10,-1.95984 -10,-2.28926 3.31188,-1.79433 3.16988,2.01967 10,2.01967 10,2.45982 -2.8274,1.98202;0.862493 2.66539 0.781304 0.0216867 0.685854 1.88477 0.816109 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2491;1789213177619;-0.0104369,-0.0371645,-0.0256503;-2.68016,-1.95984 -10,-1.95984 -10,-2.28316 3.31315,-1.78759 3.17093,2.01967 10,2.01967 10,2.4615 -2.82731,1.98212;0.862419 2.66539 0.780079 0.021688 0.686024 1.88477 0.81646 0.0212678;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2492;1789213177664;-0.0103354,-0.0371629,-0.0259711;-2.6807,-1.95984 -10,-1.95984 -10,-2.29338 3.31279,-1.79251 3.16968,2.01967 10,2.01967 10,2.46291 -2.82854,1.9813;0.862541 2.66539 0.782145 0.0216869 0.68583 1.88477 0.816757 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2493;1789213177715;-0.0102514,-0.0371687,-0.0258565;-2.6799,-1.95984 -10,-1.95984 -10,-2.29329 3.31179,-1.79818 3.16911,2.01967 10,2.01967 10,2.45977 -2.82694,1.98107;0.862363 2.66539 0.782116 0.0216865 0.685735 1.88477 0.816099 0.0212676;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2494;1789213177762;-0.0103252,-0.0372227,-0.0258238;-2.68082,-1.95984 -10,-1.95984 -10,-2.29371 3.31205,-1.79612 3.17001,2.01967 10,2.01967 10,2.45955 -2.82773,1.98237;0.862557 2.66539 0.782205 0.0216865 0.685873 1.88477 0.81605 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2495;1789213177821;-0.0104228,-0.0372857,-0.0256738;-2.68239,-1.95984 -10,-1.95984 -10,-2.29036 3.31216,-1.79566 3.17045,2.01967 10,2.01967 10,2.45849 -2.82851,1.9825;0.862888 2.66539 0.781524 0.021687 0.685941 1.88477 0.815829 0.0212691;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2496;1789213177865;-0.0105569,-0.0372642,-0.0253191;-2.68023,-1.95984 -10,-1.95984 -10,-2.29531 3.31276,-1.79405 3.16848,2.01967 10,2.01967 10,2.4638 -2.82883,1.98033;0.862447 2.66539 0.782535 0.0216867 0.685647 1.88477 0.816945 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2497;1789213177918;-0.0107209,-0.0372387,-0.0255306;-2.68053,-1.95984 -10,-1.95984 -10,-2.29898 3.31317,-1.79909 3.16991,2.01967 10,2.01967 10,2.46144 -2.82823,1.98069;0.862504 2.66539 0.783271 0.0216871 0.685866 1.88477 0.816451 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2498;1789213177977;-0.0107395,-0.0371617,-0.0253994;-2.68071,-1.95984 -10,-1.95984 -10,-2.2953 3.31356,-1.79066 3.16964,2.01967 10,2.01967 10,2.46506 -2.82942,1.98088;0.862551 2.66539 0.78254 0.0216871 0.685829 1.88477 0.817208 0.0212689;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2499;1789213178026;-0.0107055,-0.0370819,-0.0253243;-2.67922,-1.95984 -10,-1.95984 -10,-2.3051 3.315,-1.792 3.16818,2.01967 10,2.01967 10,2.4729 -2.83114,1.98003;0.862259 2.66539 0.784535 0.0216873 0.685617 1.88477 0.818852 0.0212691;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2500;1789213178074;-0.0106504,-0.037123,-0.0256045;-2.68031,-1.95984 -10,-1.95984 -10,-2.29703 3.31278,-1.7927 3.16808,2.01967 10,2.01967 10,2.46589 -2.8296,1.97904;0.862469 2.66539 0.782889 0.0216864 0.685587 1.88477 0.817385 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2501;1789213178123;-0.0105841,-0.0372146,-0.0254488;-2.67931,-1.95984 -10,-1.95984 -10,-2.29672 3.31199,-1.79417 3.16809,2.01967 10,2.01967 10,2.46453 -2.82782,1.98082;0.862249 2.66539 0.782822 0.0216859 0.685583 1.88477 0.817096 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2502;1789213178169;-0.0105362,-0.0372532,-0.0250987;-2.67971,-1.95984 -10,-1.95984 -10,-2.29647 3.31351,-1.79268 3.16887,2.01967 10,2.01967 10,2.46706 -2.82946,1.98013;0.862344 2.66539 0.782774 0.0216871 0.685711 1.88477 0.817628 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2503;1789213178220;-0.0104945,-0.0372549,-0.0251407;-2.67939,-1.95984 -10,-1.95984 -10,-2.29665 3.31326,-1.79226 3.169,2.01967 10,2.01967 10,2.46503 -2.82856,1.98029;0.862273 2.66539 0.782811 0.0216868 0.685729 1.88477 0.817203 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2504;1789213178267;-0.0104668,-0.0372512,-0.0251168;-2.6803,-1.95984 -10,-1.95984 -10,-2.29342 3.31435,-1.78411 3.16892,2.01967 10,2.01967 10,2.46854 -2.83079,1.97877;0.862478 2.66539 0.782173 0.0216874 0.685727 1.88477 0.817941 0.0212693;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2505;1789213178326;-0.0104568,-0.0372354,-0.0251045;-2.67824,-1.95984 -10,-1.95984 -10,-2.30717 3.31477,-1.79059 3.16694,2.01967 10,2.01967 10,2.47544 -2.8307,1.97762;0.862055 2.66539 0.784959 0.0216867 0.685429 1.88477 0.819392 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2506;1789213178374;-0.0104656,-0.0372262,-0.0250834;-2.6791,-1.95984 -10,-1.95984 -10,-2.29347 3.31348,-1.78213 3.16751,2.01967 10,2.01967 10,2.47022 -2.83048,1.9787;0.862228 2.66539 0.782188 0.0216865 0.685508 1.88477 0.818293 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2507;1789213178426;-0.0105604,-0.0372345,-0.0251313;-2.68047,-1.95984 -10,-1.95984 -10,-2.29764 3.31372,-1.79364 3.16918,2.01967 10,2.01967 10,2.46572 -2.82972,1.98031;0.862504 2.66539 0.783009 0.0216872 0.68576 1.88477 0.817347 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2508;1789213178471;-0.0106422,-0.0372416,-0.0252815;-2.68066,-1.95984 -10,-1.95984 -10,-2.29711 3.3139,-1.79336 3.16987,2.01967 10,2.01967 10,2.46566 -2.82986,1.98006;0.862544 2.66539 0.782902 0.0216874 0.685867 1.88477 0.817334 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2509;1789213178525;-0.0106749,-0.0372569,-0.0261829;-2.67992,-1.95984 -10,-1.95984 -10,-2.29632 3.31244,-1.79419 3.16851,2.01967 10,2.01967 10,2.46349 -2.82832,1.98057;0.862379 2.66539 0.782741 0.0216863 0.68565 1.88477 0.81688 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
