# frame;ts_ms;est_x,est_y,est_th;verts;corner_sigma;edge_sigma_d;closed,publishable
2510;1789213178577;-0.0107021,-0.0372718,-0.0257699;-2.68113,-1.95984 -10,-1.95984 -10,-2.29413 3.31326,-1.79708 3.1707,2.01967 10,2.01967 10,2.4613 -2.82862,1.98187;0.862629 2.66539 0.782288 0.0216876 0.685986 1.88477 0.816417 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2511;1789213178625;-0.0106932,-0.0371824,-0.0252463;-2.67962,-1.95984 -10,-1.95984 -10,-2.29744 3.31309,-1.79431 3.16894,2.01967 10,2.01967 10,2.46523 -2.82854,1.98054;0.862319 2.66539 0.782968 0.0216868 0.685718 1.88477 0.817243 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2512;1789213178674;-0.0106805,-0.0370784,-0.0249456;-2.67921,-1.95984 -10,-1.95984 -10,-2.29608 3.31302,-1.793 3.16906,2.01967 10,2.01967 10,2.46358 -2.82793,1.97905;0.862231 2.66539 0.782695 0.0216868 0.685737 1.88477 0.816901 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2513;1789213178724;-0.0106843,-0.0370106,-0.0245014;-2.67888,-1.95984 -10,-1.95984 -10,-2.30132 3.31417,-1.79125 3.16814,2.01967 10,2.01967 10,2.4701 -2.82977,1.97894;0.862178 2.66539 0.783766 0.021687 0.685605 1.88477 0.818269 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2514;1789213178774;-0.0106968,-0.0369614,-0.0242888;-2.67887,-1.95984 -10,-1.95984 -10,-2.30303 3.31557,-1.79157 3.1686,2.01967 10,2.01967 10,2.47218 -2.83021,1.97826;0.862179 2.66539 0.784113 0.021688 0.685685 1.88477 0.818706 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2515;1789213178833;-0.0106966,-0.03696,-0.0245262;-2.67742,-1.95984 -10,-1.95984 -10,-2.29801 3.31418,-1.78302 3.16694,2.01967 10,2.01967 10,2.47532 -2.83036,1.97829;0.861884 2.66539 0.783108 0.0216866 0.685426 1.88477 0.819364 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2516;1789213178886;-0.0106801,-0.0370249,-0.0253669;-2.67986,-1.95984 -10,-1.95984 -10,-2.29797 3.31375,-1.79293 3.16892,2.01967 10,2.01967 10,2.46709 -2.82912,1.97928;0.862374 2.66539 0.78308 0.0216872 0.685721 1.88477 0.817637 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2517;1789213178932;-0.0106525,-0.0370241,-0.0252126;-2.68154,-1.95984 -10,-1.95984 -10,-2.29529 3.31359,-1.79097 3.16852,2.01967 10,2.01967 10,2.46698 -2.83124,1.98031;0.862735 2.66539 0.782539 0.0216872 0.685659 1.88477 0.817612 0.02127;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2518;1789213178980;-0.0106023,-0.036923,-0.0247489;-2.67796,-1.95984 -10,-1.95984 -10,-2.30137 3.31399,-1.7915 3.16824,2.01967 10,2.01967 10,2.46999 -2.82875,1.9779;0.861982 2.66539 0.783774 0.0216868 0.68562 1.88477 0.818249 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2519;1789213179029;-0.0105621,-0.0368214,-0.0245684;-2.67935,-1.95984 -10,-1.95984 -10,-2.30121 3.31391,-1.79067 3.16751,2.01967 10,2.01967 10,2.47086 -2.8304,1.97871;0.86228 2.66539 0.783744 0.0216867 0.685508 1.88477 0.818428 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2520;1789213179082;-0.0105766,-0.0367199,-0.0248942;-2.67963,-1.95984 -10,-1.95984 -10,-2.29729 3.31223,-1.79044 3.16796,2.01967 10,2.01967 10,2.46816 -2.8295,1.98085;0.862329 2.66539 0.782946 0.0216857 0.685565 1.88477 0.817857 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2521;1789213179140;-0.0105923,-0.0366082,-0.0253722;-2.6808,-1.95984 -10,-1.95984 -10,-2.29134 3.3131,-1.79265 3.17002,2.01967 10,2.01967 10,2.4628 -2.82869,1.9831;0.862563 2.66539 0.781731 0.0216874 0.685884 1.88477 0.816728 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2522;1789213179194;-0.0106055,-0.0366309,-0.0252437;-2.67943,-1.95984 -10,-1.95984 -10,-2.29571 3.31281,-1.79251 3.16852,2.01967 10,2.01967 10,2.46638 -2.82844,1.98063;0.86228 2.66539 0.782619 0.0216866 0.685654 1.88477 0.817485 0.0212679;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2523;1789213179244;-0.010618,-0.0366591,-0.0252856;-2.67944,-1.95984 -10,-1.95984 -10,-2.2876 3.31294,-1.78472 3.16893,2.01967 10,2.01967 10,2.46586 -2.82871,1.98087;0.862284 2.66539 0.780988 0.021687 0.685719 1.88477 0.817375 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2524;1789213179289;-0.0105857,-0.0367176,-0.0265893;-2.68265,-1.95984 -10,-1.95984 -10,-2.28027 3.31145,-1.79445 3.17241,2.01967 10,2.01967 10,2.45321 -2.82676,1.98521;0.862926 2.66539 0.779477 0.0216875 0.686235 1.88477 0.814719 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2525;1789213179340;-0.0105457,-0.0367828,-0.0263972;-2.68146,-1.95984 -10,-1.95984 -10,-2.27595 3.3111,-1.78668 3.17175,2.01967 10,2.01967 10,2.45251 -2.82593,1.98375;0.862676 2.66539 0.778617 0.021687 0.686134 1.88477 0.814576 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2526;1789213179385;-0.0105437,-0.0367566,-0.0262193;-2.68203,-1.95984 -10,-1.95984 -10,-2.2771 3.31121,-1.78707 3.17087,2.01967 10,2.01967 10,2.45622 -2.82742,1.98398;0.862803 2.66539 0.77885 0.021687 0.686001 1.88477 0.815351 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2527;1789213179441;-0.0105524,-0.03669,-0.0259098;-2.68105,-1.95984 -10,-1.95984 -10,-2.29144 3.31221,-1.79081 3.16904,2.01967 10,2.01967 10,2.46288 -2.82877,1.98165;0.862614 2.66539 0.781754 0.0216864 0.68573 1.88477 0.816748 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2528;1789213179492;-0.0105725,-0.0367,-0.0263773;-2.68116,-1.95984 -10,-1.95984 -10,-2.27916 3.31059,-1.78815 3.16959,2.01967 10,2.01967 10,2.45859 -2.82733,1.98292;0.862624 2.66539 0.779265 0.0216863 0.685803 1.88477 0.815849 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2529;1789213179546;-0.0106056,-0.0367853,-0.026015;-2.68178,-1.95984 -10,-1.95984 -10,-2.29093 3.31316,-1.79295 3.17101,2.01967 10,2.01967 10,2.45946 -2.82891,1.98211;0.862766 2.66539 0.781646 0.0216875 0.686034 1.88477 0.816032 0.0212693;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2530;1789213179588;-0.0106046,-0.036877,-0.0258203;-2.68086,-1.95984 -10,-1.95984 -10,-2.29352 3.31242,-1.79096 3.16872,2.01967 10,2.01967 10,2.46404 -2.8291,1.98108;0.862578 2.66539 0.782178 0.0216864 0.685682 1.88477 0.816994 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2531;1789213179638;-0.0105539,-0.0370291,-0.0256615;-2.68075,-1.95984 -10,-1.95984 -10,-2.29462 3.31179,-1.79726 3.16916,2.01967 10,2.01967 10,2.46243 -2.8281,1.98195;0.862546 2.66539 0.782387 0.0216863 0.685744 1.88477 0.816655 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2532;1789213179688;-0.0105102,-0.0371627,-0.0255323;-2.67863,-1.95984 -10,-1.95984 -10,-2.29675 3.31283,-1.79389 3.16888,2.01967 10,2.01967 10,2.46529 -2.82742,1.98169;0.862107 2.66539 0.782829 0.0216866 0.685709 1.88477 0.817253 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2533;1789213179750;-0.0104995,-0.0372252,-0.025618;-2.68013,-1.95984 -10,-1.95984 -10,-2.28333 3.31282,-1.78621 3.17074,2.01967 10,2.01967 10,2.46035 -2.82704,1.9819;0.862411 2.66539 0.780116 0.0216876 0.685992 1.88477 0.81622 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2534;1789213179798;-0.0104919,-0.0372702,-0.0255549;-2.68047,-1.95984 -10,-1.95984 -10,-2.29322 3.31242,-1.79545 3.16962,2.01967 10,2.01967 10,2.4595 -2.82779,1.98128;0.862487 2.66539 0.782106 0.0216868 0.685818 1.88477 0.816042 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2535;1789213179849;-0.0104518,-0.0373152,-0.0259337;-2.68141,-1.95984 -10,-1.95984 -10,-2.28585 3.3112,-1.79628 3.1711,2.01967 10,2.01967 10,2.45357 -2.82629,1.98344;0.862667 2.66539 0.780607 0.0216867 0.686034 1.88477 0.814798 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2536;1789213179894;-0.010416,-0.0373546,-0.0255149;-2.68133,-1.95984 -10,-1.95984 -10,-2.29299 3.3129,-1.79513 3.17037,2.01967 10,2.01967 10,2.46145 -2.82895,1.98162;0.862673 2.66539 0.78206 0.0216872 0.685934 1.88477 0.81645 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2537;1789213179949;-0.0104461,-0.0373187,-0.0256227;-2.67897,-1.95984 -10,-1.95984 -10,-2.28545 3.31154,-1.78589 3.16876,2.01967 10,2.01967 10,2.46175 -2.8268,1.98062;0.862172 2.66539 0.780547 0.0216861 0.685683 1.88477 0.816515 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2538;1789213180000;-0.0104928,-0.0372621,-0.0259947;-2.68179,-1.95984 -10,-1.95984 -10,-2.28542 3.31125,-1.7966 3.17109,2.01967 10,2.01967 10,2.45456 -2.8268,1.98415;0.862749 2.66539 0.780518 0.0216869 0.686032 1.88477 0.815003 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2539;1789213180050;-0.0105017,-0.0372304,-0.0254432;-2.67972,-1.95984 -10,-1.95984 -10,-2.29528 3.3123,-1.79173 3.16828,2.01967 10,2.01967 10,2.46556 -2.82848,1.9807;0.86234 2.66539 0.782534 0.0216861 0.685614 1.88477 0.817312 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2540;1789213180098;-0.0104955,-0.0372108,-0.0251309;-2.67866,-1.95984 -10,-1.95984 -10,-2.29588 3.31532,-1.78236 3.16908,2.01967 10,2.01967 10,2.47122 -2.83034,1.97755;0.862139 2.66539 0.782678 0.0216878 0.685759 1.88477 0.818506 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2541;1789213180150;-0.0104984,-0.0372299,-0.0242745;-2.6782,-1.95984 -10,-1.95984 -10,-2.3152 3.3167,-1.79174 3.16706,2.01967 10,2.01967 10,2.47896 -2.83289,1.97465;0.862068 2.66539 0.786596 0.0216875 0.685459 1.88477 0.820138 0.0212692;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2542;1789213180202;-0.0105132,-0.037291,-0.0237305;-2.67691,-1.95984 -10,-1.95984 -10,-2.3174 3.31634,-1.78699 3.16479,2.01967 10,2.01967 10,2.48461 -2.83345,1.97483;0.861807 2.66539 0.787057 0.0216864 0.685115 1.88477 0.821325 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2543;1789213180252;-0.0105443,-0.037345,-0.023822;-2.67731,-1.95984 -10,-1.95984 -10,-2.31462 3.31487,-1.78831 3.165,2.01967 10,2.01967 10,2.47959 -2.83237,1.97486;0.861881 2.66539 0.786486 0.0216856 0.685135 1.88477 0.820269 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2544;1789213180298;-0.0106026,-0.0373864,-0.0236296;-2.6777,-1.95984 -10,-1.95984 -10,-2.31233 3.31504,-1.78801 3.16512,2.01967 10,2.01967 10,2.47957 -2.83254,1.9756;0.861961 2.66539 0.786019 0.021686 0.685154 1.88477 0.820264 0.021269;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2545;1789213180349;-0.0106402,-0.0374256,-0.0233739;-2.67617,-1.95984 -10,-1.95984 -10,-2.31907 3.31639,-1.78533 3.1639,2.01967 10,2.01967 10,2.48799 -2.83379,1.9735;0.86166 2.66539 0.787403 0.0216861 0.68498 1.88477 0.822037 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2546;1789213180402;-0.0105314,-0.0374278,-0.023498;-2.67744,-1.95984 -10,-1.95984 -10,-2.30822 3.31741,-1.78731 3.16834,2.01967 10,2.01967 10,2.47882 -2.8315,1.9766;0.8619 2.66539 0.785181 0.0216886 0.685659 1.88477 0.820103 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2547;1789213180458;-0.0104144,-0.0374305,-0.0232111;-2.67563,-1.95984 -10,-1.95984 -10,-2.31956 3.31646,-1.78854 3.16486,2.01967 10,2.01967 10,2.48709 -2.83212,1.97486;0.861534 2.66539 0.787495 0.0216864 0.685126 1.88477 0.821845 0.0212676;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2548;1789213180510;-0.0103844,-0.0374552,-0.0233333;-2.6774,-1.95984 -10,-1.95984 -10,-2.3218 3.31669,-1.78918 3.16409,2.01967 10,2.01967 10,2.48787 -2.83505,1.97326;0.861922 2.66539 0.787951 0.0216864 0.68501 1.88477 0.822014 0.0212696;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2549;1789213180559;-0.0103559,-0.0374784,-0.023246;-2.67521,-1.95984 -10,-1.95984 -10,-2.32198 3.31708,-1.78682 3.1641,2.01967 10,2.01967 10,2.48937 -2.83354,1.97225;0.861462 2.66539 0.787995 0.0216865 0.685015 1.88477 0.822332 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2550;1789213180603;-0.0103576,-0.037504,-0.0232568;-2.67447,-1.95984 -10,-1.95984 -10,-2.32317 3.31649,-1.78376 3.16269,2.01967 10,2.01967 10,2.4907 -2.83363,1.97211;0.861311 2.66539 0.788246 0.0216855 0.684798 1.88477 0.822611 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2551;1789213180656;-0.0103599,-0.0375346,-0.0232839;-2.67496,-1.95984 -10,-1.95984 -10,-2.31445 3.31612,-1.78804 3.16537,2.01967 10,2.01967 10,2.4817 -2.83085,1.97522;0.861385 2.66539 0.786452 0.0216867 0.685201 1.88477 0.820711 0.0212673;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2552;1789213180708;-0.0103393,-0.0376003,-0.0225432;-2.6737,-1.95984 -10,-1.95984 -10,-2.32708 3.31781,-1.78515 3.16283,2.01967 10,2.01967 10,2.49468 -2.83386,1.97179;0.861156 2.66539 0.789043 0.0216863 0.684828 1.88477 0.82345 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2553;1789213180765;-0.0103059,-0.0376938,-0.0232791;-2.67519,-1.95984 -10,-1.95984 -10,-2.31951 3.31708,-1.7849 3.16445,2.01967 10,2.01967 10,2.48838 -2.83285,1.97316;0.861451 2.66539 0.787494 0.0216866 0.685069 1.88477 0.822121 0.0212679;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2554;1789213180813;-0.0102341,-0.0377332,-0.0227503;-2.67561,-1.95984 -10,-1.95984 -10,-2.32323 3.31753,-1.78733 3.16434,2.01967 10,2.01967 10,2.48935 -2.834,1.97246;0.861548 2.66539 0.788248 0.0216868 0.685054 1.88477 0.822328 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2555;1789213180864;-0.0101203,-0.0377392,-0.0226175;-2.67495,-1.95984 -10,-1.95984 -10,-2.31855 3.31819,-1.77643 3.16357,2.01967 10,2.01967 10,2.49287 -2.83508,1.97103;0.861424 2.66539 0.787317 0.021687 0.684946 1.88477 0.823071 0.0212688;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2556;1789213180909;-0.0100617,-0.0377065,-0.0222232;-2.67334,-1.95984 -10,-1.95984 -10,-2.33019 3.31829,-1.77886 3.16138,2.01967 10,2.01967 10,2.49966 -2.83536,1.97011;0.861098 2.66539 0.789695 0.0216858 0.684614 1.88477 0.824503 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2557;1789213180962;-0.0100716,-0.0375942,-0.0218597;-2.6721,-1.95984 -10,-1.95984 -10,-2.33557 3.32007,-1.78161 3.1617,2.01967 10,2.01967 10,2.50226 -2.83553,1.96812;0.860847 2.66539 0.790792 0.021687 0.684676 1.88477 0.825057 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2558;1789213181017;-0.0100703,-0.0374873,-0.0211911;-2.67199,-1.95984 -10,-1.95984 -10,-2.34256 3.3211,-1.77894 3.16046,2.01967 10,2.01967 10,2.50943 -2.83797,1.96764;0.860846 2.66539 0.792234 0.0216867 0.684498 1.88477 0.826571 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2559;1789213181073;-0.0100056,-0.0374341,-0.020276;-2.66986,-1.95984 -10,-1.95984 -10,-2.34262 3.32375,-1.76909 3.16005,2.01967 10,2.01967 10,2.5183 -2.83885,1.96389;0.860422 2.66539 0.792272 0.0216882 0.684459 1.88477 0.828457 0.0212679;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2560;1789213181125;-0.00994257,-0.0374014,-0.0204427;-2.67023,-1.95984 -10,-1.95984 -10,-2.34931 3.32327,-1.77618 3.15983,2.01967 10,2.01967 10,2.51673 -2.839,1.96541;0.860498 2.66539 0.79363 0.0216876 0.684421 1.88477 0.828121 0.0212684;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2561;1789213181172;-0.0098527,-0.0375383,-0.0200528;-2.66887,-1.95984 -10,-1.95984 -10,-2.35476 3.32487,-1.77788 3.16013,2.01967 10,2.01967 10,2.52243 -2.839,1.96317;0.860221 2.66539 0.794747 0.0216884 0.684477 1.88477 0.829333 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2562;1789213181217;-0.00976782,-0.0376691,-0.0197225;-2.66924,-1.95984 -10,-1.95984 -10,-2.35678 3.32405,-1.77909 3.15915,2.01967 10,2.01967 10,2.51962 -2.8395,1.96372;0.860301 2.66539 0.795161 0.0216876 0.684322 1.88477 0.828735 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2563;1789213181271;-0.00971899,-0.037764,-0.0203835;-2.6691,-1.95984 -10,-1.95984 -10,-2.34928 3.32187,-1.77757 3.15899,2.01967 10,2.01967 10,2.51606 -2.83732,1.96572;0.860253 2.66539 0.79362 0.0216864 0.684282 1.88477 0.827978 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2564;1789213181324;-0.00968596,-0.0378399,-0.0211779;-2.67103,-1.95984 -10,-1.95984 -10,-2.34524 3.32165,-1.7815 3.16063,2.01967 10,2.01967 10,2.50882 -2.83697,1.96762;0.860642 2.66539 0.792779 0.0216871 0.684526 1.88477 0.826443 0.021268;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2565;1789213181377;-0.00973275,-0.0379235,-0.0202371;-2.66937,-1.95984 -10,-1.95984 -10,-2.34991 3.32316,-1.7772 3.16043,2.01967 10,2.01967 10,2.51601 -2.83782,1.96657;0.860312 2.66539 0.793751 0.0216875 0.68451 1.88477 0.827964 0.0212677;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2566;1789213181420;-0.00980693,-0.0379941,-0.0206221;-2.66937,-1.95984 -10,-1.95984 -10,-2.33944 3.32231,-1.77092 3.16047,2.01967 10,2.01967 10,2.51294 -2.83676,1.96617;0.860301 2.66539 0.791614 0.0216875 0.68451 1.88477 0.827317 0.0212672;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2567;1789213181474;-0.00986027,-0.0380486,-0.0210724;-2.67184,-1.95984 -10,-1.95984 -10,-2.33476 3.32141,-1.78206 3.16301,2.01967 10,2.01967 10,2.50433 -2.83545,1.9685;0.860793 2.66539 0.790624 0.0216883 0.684884 1.88477 0.825493 0.0212674;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2568;1789213181523;-0.00986819,-0.0380621,-0.0217055;-2.67284,-1.95984 -10,-1.95984 -10,-2.33496 3.32102,-1.78191 3.16271,2.01967 10,2.01967 10,2.50249 -2.83652,1.96798;0.861006 2.66539 0.790665 0.0216879 0.684835 1.88477 0.825106 0.0212685;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2569;1789213181585;-0.00989893,-0.0381222,-0.0205711;-2.67211,-1.95984 -10,-1.95984 -10,-2.33449 3.32156,-1.77256 3.16121,2.01967 10,2.01967 10,2.51003 -2.83804,1.96755;0.860871 2.66539 0.790594 0.0216876 0.684616 1.88477 0.826698 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2570;1789213181630;-0.00995777,-0.0382471,-0.0199645;-2.67028,-1.95984 -10,-1.95984 -10,-2.35468 3.32397,-1.7753 3.15918,2.01967 10,2.01967 10,2.51816 -2.84002,1.96239;0.860519 2.66539 0.794737 0.0216874 0.684327 1.88477 0.82843 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2571;1789213181677;-0.0100135,-0.0383557,-0.0198238;-2.67005,-1.95984 -10,-1.95984 -10,-2.3527 3.32497,-1.78004 3.16119,2.01967 10,2.01967 10,2.51706 -2.83922,1.96337;0.860465 2.66539 0.794318 0.021689 0.684637 1.88477 0.828196 0.0212683;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2572;1789213181723;-0.0100411,-0.0383637,-0.0197024;-2.66822,-1.95984 -10,-1.95984 -10,-2.3467 3.3228,-1.76921 3.15817,2.01967 10,2.01967 10,2.52083 -2.83828,1.96367;0.860083 2.66539 0.79311 0.0216869 0.684169 1.88477 0.828993 0.0212671;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2573;1789213181777;-0.0100755,-0.0383734,-0.0197829;-2.6703,-1.95984 -10,-1.95984 -10,-2.35361 3.32415,-1.77696 3.15999,2.01967 10,2.01967 10,2.51953 -2.84006,1.9635;0.860523 2.66539 0.794514 0.0216879 0.68445 1.88477 0.828716 0.0212687;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2574;1789213181835;-0.0100189,-0.0383091,-0.0196815;-2.6687,-1.95984 -10,-1.95984 -10,-2.35659 3.32395,-1.77583 3.1586,2.01967 10,2.01967 10,2.52296 -2.83973,1.96272;0.860195 2.66539 0.79513 0.0216872 0.684241 1.88477 0.829446 0.0212679;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2575;1789213181889;-0.00995459,-0.0382395,-0.0186002;-2.66781,-1.95984 -10,-1.95984 -10,-2.36263 3.32393,-1.77235 3.15566,2.01967 10,2.01967 10,2.53117 -2.84156,1.96027;0.860033 2.66539 0.796385 0.0216861 0.683798 1.88477 0.831191 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2576;1789213181938;-0.00992594,-0.0381943,-0.0186708;-2.66685,-1.95984 -10,-1.95984 -10,-2.36447 3.32558,-1.76943 3.15684,2.01967 10,2.01967 10,2.53221 -2.84186,1.95986;0.859841 2.66539 0.796772 0.0216871 0.68399 1.88477 0.831412 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2577;1789213181990;-0.00989939,-0.0381489,-0.0178242;-2.66556,-1.95984 -10,-1.95984 -10,-2.36835 3.32511,-1.76774 3.1545,2.01967 10,2.01967 10,2.53771 -2.8421,1.95894;0.859581 2.66539 0.797579 0.021686 0.683634 1.88477 0.832583 0.0212676;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2578;1789213182036;-0.00990397,-0.0381338,-0.017898;-2.66621,-1.95984 -10,-1.95984 -10,-2.3687 3.32693,-1.7705 3.15651,2.01967 10,2.01967 10,2.53756 -2.84283,1.9593;0.85972 2.66539 0.797643 0.0216879 0.683951 1.88477 0.832549 0.0212682;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2579;1789213182088;-0.00991933,-0.0381262,-0.0186468;-2.66567,-1.95984 -10,-1.95984 -10,-2.36752 3.32598,-1.76115 3.15423,2.01967 10,2.01967 10,2.53816 -2.84375,1.9568;0.859619 2.66539 0.797425 0.0216863 0.683603 1.88477 0.832684 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2580;1789213182138;-0.0099256,-0.0381124,-0.0187156;-2.66831,-1.95984 -10,-1.95984 -10,-2.36301 3.32604,-1.77468 3.15792,2.01967 10,2.01967 10,2.5319 -2.84212,1.96202;0.860139 2.66539 0.796456 0.0216882 0.684155 1.88477 0.831342 0.0212686;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
2581;1789213182192;-0.00992131,-0.0380903,-0.0191826;-2.66841,-1.95984 -10,-1.95984 -10,-2.35714 3.32416,-1.77552 3.15774,2.01967 10,2.01967 10,2.52512 -2.84045,1.96118;0.860142 2.66539 0.795244 0.0216873 0.684112 1.88477 0.829907 0.0212681;0.5 0.5 0.00291148 0.00319326 0.353553 0.5 0.00260548 0.00295021;1,0
