t_ms,node,yaw,hi,sdf0,sdf90,sdf180,sdf270,best_deg
467345506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467345604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467345706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467345807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467345907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346708,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467346911,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347008,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467347904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348503,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467348903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349510,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467349904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350209,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350410,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350509,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350708,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467350909,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351010,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351112,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351707,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467351906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467352910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353809,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467353912,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354404,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354509,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467354906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355311,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355610,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467355906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356007,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356207,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467356904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357409,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357603,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467357903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358409,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467358907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359209,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359408,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467359904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360008,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360808,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467360905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361102,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361507,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467361904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467362905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363703,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467363903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364707,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364809,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467364912,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365006,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365203,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467365904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366304,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366509,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467366907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367007,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367106,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367308,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367409,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367610,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467367906,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467368904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467369904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370511,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467370905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371309,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371504,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467371907,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372307,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372807,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467372903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373410,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373706,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467373905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374607,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374707,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467374910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375303,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375407,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375605,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467375904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376003,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376103,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376208,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376608,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376704,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467376904,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377105,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377206,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377406,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377805,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467377910,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378004,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378107,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378207,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378306,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378508,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378604,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378804,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467378905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379205,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379405,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379506,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379806,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467379903,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380008,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380204,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380305,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380403,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380505,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380606,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380705,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380803,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467380905,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467381005,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
467381104,chair_1,32.9078,3537,0.057737,0.143027,0.278141,0.218627,0
