cycle,node,fresh,fe,warm_conf,settle_maturity,frames_converged,pts,silres,mask_conf,mask_w,state_cx,state_cy,state_cz,state_yaw,state_seat_w,state_seat_d,state_seat_h,state_back_h,obs_cx,obs_cy,obs_cz,obs_yaw,obs_seat_w,obs_seat_d,obs_seat_h,obs_back_h,acc_cx,acc_cy,acc_cz,acc_yaw,acc_seat_w,acc_seat_d,acc_seat_h,acc_back_h,raw_cx,raw_cy,raw_cz,raw_yaw,raw_seat_w,raw_seat_d,raw_seat_h,raw_back_h,std_cx,std_cy,std_cz,std_yaw,std_seat_w,std_seat_d,std_seat_h,std_back_h,gain_cx,gain_cy,gain_cz,gain_yaw,gain_seat_w,gain_seat_d,gain_seat_h,gain_back_h,ext_hw02,ext_hh02,ext_hw05,ext_hh05,ext_hw10,ext_hh10,ext_offx,ext_offy,n_top,n_leg,n_pts,ce_cx,ce_cy,ce_cz,ce_yaw,ce_seat_w,ce_seat_d,ce_seat_h,ce_back_h,ceg_cx,ceg_cy,ceg_cz,ceg_yaw,ceg_seat_w,ceg_seat_d,ceg_seat_h,ceg_back_h
3412,chair_3,1,0.391386,0.748875,3230,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.8,27414.7,129032,3424.62,7182.61,18457.3,128587,31.9819,71.4409,47.3898,36.6077,21.4103,33.777,43.271,36.4731,2.84083,67338.7,49546.9,161075,7809.7,20918.5,37924.6,160612,1126.58,3.85361,4.49254,2.49164,11.3157,6.91409,5.13499,2.49524,29.7933,0.0332763,0.0430603,0.0792442,0.0690781,0.0363254,0.0413473,0.0794625,0.0165699,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,3.2239,-0.210598,-0.00852791,-0.155759,-0.000665042,-0.0802341,-0.00455708,0.0788187,0,0,0,0,0,0,0,0
3841,chair_2,1,0.921061,0.851407,1715,29,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,15712,32279.2,6867.25,3089.23,3228.67,9798.22,5546.6,97.0155,34.6974,52.6247,4.73749,25.5631,24.677,51.4358,4.23374,12.3684,33289,55863.4,26293.2,6816.5,13527.8,25833.3,24414.5,1915.35,5.48087,4.23094,6.16706,12.1121,8.59777,6.22171,6.39994,22.8495,0,0,0.119518,0.0613721,0.0331605,0.0273528,0.110275,0.0124225,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-15.0974,15.0974,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3413,chair_3,1,0.391167,0.749131,3231,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.7,27414.6,129032,3424.61,7182.61,18457.2,128587,31.982,71.4707,47.3813,36.7783,21.4283,33.7449,43.4576,36.6432,2.82877,67338.6,49546.9,161074,7809.7,20918,37924.6,160611,1127.7,3.85361,4.49254,2.49165,11.3157,6.91417,5.13499,2.49524,29.7785,0.033263,0.0430675,0.078908,0.0690285,0.0363575,0.0411824,0.0791251,0.0165829,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,2.57912,-0.168479,-0.00682233,-0.124607,-0.000532034,-0.0641873,-0.00364567,0.063055,0,0,0,0,0,0,0,0
3842,chair_2,1,0.920791,0.644074,1716,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.6,2422.31,0,34.8117,52.4237,4.707,25.6085,24.7957,51.5974,4.20689,12.2447,39015.1,38172.2,18509.4,7366.21,18823.5,29359.8,17583.2,1827.82,5.06272,5.11831,7.35028,11.6514,7.2887,5.83611,7.54139,23.3901,0.0552304,0.0275044,0.0654095,0.0608491,0.0645754,0.0335801,0.066926,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-12.0779,12.0779,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3414,chair_3,1,0.390954,0.749278,3232,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.6,27414.6,129031,3424.61,7182.6,18457.2,128586,31.9821,71.5002,47.3729,36.9472,21.4462,33.713,43.6423,36.8116,2.81684,67338.5,49546.9,161074,7809.69,20917.8,37924.5,160611,1128.76,3.85362,4.49254,2.49165,11.3157,6.9142,5.13499,2.49524,29.7645,0.0332498,0.0430746,0.0785778,0.0689794,0.0363888,0.0410204,0.0787939,0.0165967,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,2.0633,-0.134783,-0.00545786,-0.0996858,-0.000425627,-0.0513498,-0.00291653,0.050444,0,0,0,0,0,0,0,0
3843,chair_2,1,0.920702,0.530041,1717,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,34.925,52.2246,4.67682,25.6534,24.9132,51.7573,4.1803,12.1223,40597.2,34395,15298.6,7554.44,21514.5,30595.5,14636.4,1747.95,4.96309,5.39203,8.0849,11.5053,6.81765,5.71704,8.26576,23.9186,0.0529217,0.0306337,0.0794147,0.0592421,0.0562656,0.0321303,0.0806634,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-9.66233,9.66233,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3415,chair_3,1,0.390748,0.749364,3233,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.4,27414.6,129031,3424.6,7182.59,18457.2,128586,31.9822,71.5294,47.3646,37.1144,21.4639,33.6815,43.8252,36.9783,2.80502,67338.3,49546.9,161074,7809.69,20917.7,37924.5,160610,1129.77,3.85362,4.49254,2.49165,11.3157,6.91422,5.135,2.49525,29.7513,0.0332368,0.0430816,0.0782537,0.0689308,0.0364197,0.0408614,0.0784688,0.016611,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515503,453,338,791,1.65064,-0.107826,-0.00436629,-0.0797486,-0.000340502,-0.0410799,-0.00233323,0.0403552,0,0,0,0,0,0,0,0
3844,chair_2,1,0.920615,0.467323,1718,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.6,2422.31,0,35.0371,52.0275,4.64693,25.6978,25.0296,51.9156,4.15399,12.001,40994.7,33355.8,13710.8,7616.19,22704.3,30999.3,13137.8,1674.76,4.93897,5.47538,8.54022,11.4586,6.6366,5.67968,8.72446,24.4356,0.0522561,0.0316999,0.0889197,0.0586728,0.0531002,0.0316208,0.0901565,0,0.272705,0.255874,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-7.72986,7.72986,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3416,chair_3,1,0.390547,0.749417,3234,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.3,27414.6,129030,3424.6,7182.59,18457.1,128585,31.9824,71.5583,47.3563,37.2799,21.4815,33.6502,44.0062,37.1433,2.79333,67338.2,49546.8,161073,7809.68,20917.6,37924.4,160610,1130.72,3.85362,4.49254,2.49166,11.3157,6.91423,5.135,2.49525,29.7388,0.0332239,0.0430885,0.0779355,0.0688829,0.0364503,0.0407051,0.0781495,0.016626,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130341,0.0515503,453,338,791,1.32051,-0.0862611,-0.00349303,-0.0637989,-0.000272401,-0.0328639,-0.00186658,0.0322841,0,0,0,0,0,0,0,0
3845,chair_2,1,0.920531,0.432828,1719,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.148,51.8324,4.61735,25.7418,25.1448,52.0723,4.12793,11.881,41092.1,33051.1,12855.4,7636.15,23197.9,31128.2,12311.9,1607.46,4.93311,5.50056,8.81976,11.4436,6.56562,5.66791,9.01233,24.9419,0.0519825,0.0321046,0.0951639,0.0584318,0.0517621,0.0314007,0.0965147,0,0.272705,0.255874,0.233287,0.237034,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-6.18389,6.18389,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3417,chair_3,1,0.390352,0.749452,3235,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.2,27414.6,129030,3424.6,7182.59,18457.1,128585,31.9825,71.5869,47.3482,37.4437,21.4988,33.6193,44.1855,37.3067,2.78175,67338.1,49546.8,161073,7809.68,20917.6,37924.4,160609,1131.62,3.85363,4.49254,2.49166,11.3158,6.91423,5.135,2.49525,29.727,0.0332112,0.0430955,0.077623,0.0688355,0.0364805,0.0405515,0.077836,0.0166414,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,1.05641,-0.0690089,-0.00279443,-0.0510391,-0.000217921,-0.0262911,-0.00149327,0.0258273,0,0,0,0,0,0,0,0
3846,chair_2,1,0.92045,0.413856,1720,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.2579,51.6393,4.58806,25.7854,25.2588,52.2275,4.10214,11.7622,41115.8,32960.1,12373.3,7642.58,23397.2,31169.1,11836.5,1545.36,4.93169,5.50815,8.98993,11.4388,6.5376,5.66419,9.19152,25.4381,0.0518053,0.0323057,0.099211,0.0582963,0.0511184,0.0312719,0.100713,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-4.94711,4.94711,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3418,chair_3,1,0.390163,0.749476,3236,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244.1,27414.6,129030,3424.6,7182.59,18457.1,128585,31.9826,71.6153,47.3401,37.6059,21.516,33.5887,44.3629,37.4684,2.77028,67337.9,49546.8,161072,7809.67,20917.6,37924.4,160609,1132.47,3.85363,4.49254,2.49166,11.3158,6.91423,5.135,2.49526,29.7158,0.0331986,0.0431023,0.077316,0.0687886,0.0365105,0.0404007,0.0775281,0.0166574,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.845127,-0.0552071,-0.00223554,-0.0408313,-0.000174337,-0.0210329,-0.00119461,0.0206619,0,0,0,0,0,0,0,0
3847,chair_2,1,0.920371,0.403421,1721,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.3666,51.448,4.55906,25.8285,25.3717,52.3811,4.0766,11.6446,41121.6,32932.8,12094.7,7644.64,23476.8,31182,11556.1,1487.88,4.93134,5.51043,9.0929,11.4372,6.52651,5.66302,9.3024,25.9249,0.051653,0.0324448,0.101843,0.0581953,0.0507466,0.0311727,0.103486,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-3.95769,3.95769,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3419,chair_3,1,0.389979,0.749495,3237,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42244,27414.5,129029,3424.6,7182.58,18457.1,128584,31.9827,71.6433,47.3321,37.7665,21.533,33.5584,44.5386,37.6285,2.75893,67337.8,49546.8,161072,7809.67,20917.6,37924.3,160609,1133.27,3.85363,4.49254,2.49167,11.3158,6.91423,5.13501,2.49526,29.7053,0.0331861,0.0431091,0.0770146,0.0687423,0.0365402,0.0402524,0.0772257,0.0166738,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.676101,-0.0441657,-0.00178843,-0.032665,-0.000139469,-0.0168263,-0.00095569,0.0165295,0,0,0,0,0,0,0,0
3848,chair_2,1,0.920294,0.397682,1722,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.4743,51.2587,4.53036,25.8712,25.4834,52.5332,4.05132,11.5281,41123,32924.6,11931.3,7645.31,23508.4,31186,11388.1,1434.52,4.93126,5.51112,9.15495,11.4367,6.52211,5.66265,9.37074,26.4026,0.0515086,0.0325648,0.103587,0.0581062,0.0504835,0.0310837,0.105344,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-3.16615,3.16615,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3420,chair_3,1,0.3898,0.74951,3238,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.9,27414.5,129029,3424.59,7182.58,18457,128584,31.9828,71.6711,47.3242,37.9255,21.5499,33.5284,44.7125,37.7871,2.7477,67337.7,49546.8,161071,7809.67,20917.6,37924.3,160608,1134.03,3.85364,4.49254,2.49167,11.3158,6.91424,5.13501,2.49526,29.6953,0.0331738,0.0431158,0.0767184,0.0686965,0.0365697,0.0401067,0.0769286,0.0166907,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.540881,-0.0353325,-0.00143075,-0.026132,-0.000111576,-0.013461,-0.000764552,0.0132236,0,0,0,0,0,0,0,0
3849,chair_2,1,0.92022,0.394526,1723,30,281,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.5809,51.0713,4.50194,25.9135,25.594,52.6837,4.0263,11.4129,41123.4,32922.1,11834.7,7645.52,23521,31187.3,11286.7,1384.85,4.93124,5.51132,9.19225,11.4366,6.52037,5.66253,9.41274,26.8719,0.0513677,0.0326788,0.104784,0.0580215,0.0502653,0.0309988,0.106624,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-2.53292,2.53292,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3421,chair_3,1,0.389626,0.749523,3239,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.8,27414.5,129028,3424.59,7182.57,18457,128584,31.9829,71.6986,47.3164,38.0829,21.5665,33.4987,44.8847,37.944,2.73658,67337.6,49546.8,161071,7809.66,20917.6,37924.3,160608,1134.75,3.85364,4.49254,2.49167,11.3158,6.91424,5.13501,2.49527,29.6859,0.0331616,0.0431224,0.0764275,0.0686512,0.0365989,0.0399635,0.0766367,0.0167079,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.432705,-0.028266,-0.0011446,-0.0209056,-8.92604e-05,-0.0107688,-0.000611642,0.0105789,0,0,0,0,0,0,0,0
3850,chair_2,1,0.920147,0.39279,1724,30,280,0,0.911621,1,-0.299267,0.924334,0,3.16658,0.414251,0.429128,0.451218,0.493572,20846.5,14862.6,2644.6,3312.75,8714.48,13663.7,2422.31,0,35.6864,50.8858,4.4738,25.9553,25.7036,52.8328,4.00152,11.2987,41123.4,32921.4,11777.2,7645.59,23525.9,31187.7,11225.1,1338.51,4.93123,5.51139,9.21464,11.4365,6.51968,5.6625,9.43852,27.3331,0.0512292,0.0327908,0.105647,0.057939,0.0500668,0.0309161,0.107543,0,0.272705,0.255875,0.233287,0.237035,0.192981,0.211161,0.0448793,-0.142306,143,179,322,-2.02634,2.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,0,0,0,0,0,0,0,0
3422,chair_3,1,0.389457,0.749535,3240,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.7,27414.5,129028,3424.59,7182.57,18457,128583,31.983,71.7258,47.3087,38.2387,21.583,33.4694,45.0552,38.0994,2.72556,67337.4,49546.7,161071,7809.66,20917.6,37924.2,160607,1135.43,3.85365,4.49255,2.49168,11.3158,6.91424,5.13501,2.49527,29.677,0.0331495,0.043129,0.0761416,0.0686064,0.0366279,0.0398227,0.0763499,0.0167256,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.346164,-0.0226128,-0.000915678,-0.0167245,-7.14084e-05,-0.00861507,-0.000489313,0.0084631,0,0,0,0,0,0,0,0
3851,chair_2,1,0.922387,0.576636,1725,15,281,0,0.911621,1,-0.299267,0.924334,0,3.16662,0.414099,0.429142,0.451434,0.493656,14338.1,34059.3,7054.16,976.926,3451.77,10849.5,5748.09,101.988,35.6469,51.1221,4.4741,25.7845,25.5913,52.8412,3.99825,11.3769,34615,52117.9,16152.5,5309.79,18265.2,28373.8,14513.4,1397.16,5.37487,4.38033,7.86827,13.7234,7.39925,5.93665,8.3007,26.7533,0,0,0.206151,0.0245681,0.0254489,0.0269126,0.197989,0.0190857,0.2727,0.255876,0.233292,0.237033,0.192987,0.211161,0.0448732,-0.142312,143,179,322,-3.02634,3.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3423,chair_3,1,0.389292,0.749546,3241,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.6,27414.5,129028,3424.58,7182.57,18457,128583,31.9831,71.7527,47.301,38.393,21.5994,33.4403,45.2239,38.2532,2.71466,67337.3,49546.7,161070,7809.65,20917.6,37924.2,160607,1136.07,3.85365,4.49255,2.49168,11.3158,6.91424,5.13502,2.49527,29.6686,0.0331376,0.0431355,0.0758607,0.0685621,0.0366566,0.0396843,0.0760681,0.0167435,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.276931,-0.0180903,-0.000732542,-0.0133796,-5.71267e-05,-0.00689206,-0.000391451,0.00677048,0,0,0,0,0,0,0,0
3852,chair_2,1,0.921067,0.697601,1726,16,281,0,0.911621,1,-0.299267,0.924334,0,3.16673,0.413877,0.429139,0.451165,0.493636,13243.3,30880.1,23031.4,1022.86,3310.6,11134.3,21700.1,98.6096,35.5835,51.2864,4.5764,25.6196,25.4742,52.8635,4.097,11.4479,31799.9,53511,34537.6,4491.09,15850,27733.5,32349.5,1448.61,5.60773,4.32293,5.38089,14.9219,7.94303,6.00479,5.55989,26.2738,0,0,0.314771,0.0305868,0.0282341,0.0282523,0.335474,0.0177075,0.272684,0.255882,0.233308,0.237026,0.193006,0.211161,0.0448533,-0.14233,143,179,322,-4.02634,4.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3424,chair_3,1,0.389132,0.749557,3242,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.5,27414.5,129027,3424.58,7182.56,18456.9,128583,31.9832,71.7794,47.2934,38.5457,21.6155,33.4114,45.391,38.4055,2.70387,67337.2,49546.7,161070,7809.65,20917.6,37924.2,160607,1136.68,3.85365,4.49255,2.49168,11.3158,6.91424,5.13502,2.49527,29.6607,0.0331258,0.0431419,0.0755847,0.0685183,0.0366851,0.0395483,0.0757912,0.0167618,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515503,453,338,791,0.221545,-0.0144722,-0.000586034,-0.0107037,-4.57013e-05,-0.00551365,-0.000313161,0.00541638,0,0,0,0,0,0,0,0
3853,chair_2,1,0.922331,0.745033,1727,17,281,0,0.911621,1,-0.299267,0.924334,0,3.1667,0.413914,0.429145,0.451372,0.493728,13690.4,30020.5,5548.63,1012.08,3175.13,6716.8,4297.6,99.2069,35.5306,51.4304,4.56606,25.4553,25.3526,52.6671,4.0835,11.5194,31406.3,52910.2,24082.9,4111.29,14526.9,23094.8,22182.7,1497.19,5.64276,4.34741,6.44385,15.5959,8.29684,6.58026,6.71417,25.8441,0,0,0.107456,0.0332443,0.0296623,0.0204585,0.0957077,0.0171575,0.272688,0.25588,0.233304,0.237028,0.193001,0.211161,0.0448584,-0.142325,143,179,322,-5.02634,5.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3425,chair_3,0,0.669734,0.749557,3243,30,348,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.5,27414.5,129027,3424.58,7182.56,18456.9,128583,31.9832,71.7794,47.2934,38.5457,21.6155,33.4114,45.391,38.4055,2.70387,67337.2,49546.7,161070,7809.65,20917.6,37924.2,160607,1136.68,3.85365,4.49255,2.49168,11.3158,6.91424,5.13502,2.49527,29.6607,0.0331258,0.0431419,0.0755847,0.0685183,0.0366851,0.0395483,0.0757912,0.0167618,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515503,453,338,791,0.221545,-0.0144722,-0.000586034,-0.0107037,-4.57013e-05,-0.00551365,-0.000313161,0.00541638,0,0,0,0,0,0,0,0
3854,chair_2,0,1.01102,0.745033,1728,18,232,0,0.911621,1,-0.299267,0.924334,0,3.1667,0.413914,0.429145,0.451372,0.493728,13690.4,30020.5,5548.63,1012.08,3175.13,6716.8,4297.6,99.2069,35.5306,51.4304,4.56606,25.4553,25.3526,52.6671,4.0835,11.5194,31406.3,52910.2,24082.9,4111.29,14526.9,23094.8,22182.7,1497.19,5.64276,4.34741,6.44385,15.5959,8.29684,6.58026,6.71417,25.8441,0,0,0.107456,0.0332443,0.0296623,0.0204585,0.0957077,0.0171575,0.272688,0.25588,0.233304,0.237028,0.193001,0.211161,0.0448584,-0.142325,143,179,322,-5.02634,5.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3426,chair_3,1,0.388824,0.749571,3244,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.3,27414.4,129027,3424.58,7182.56,18456.9,128582,31.9834,71.8058,47.2859,38.6969,21.6316,33.3829,45.5564,38.5562,2.69318,67337,49546.6,161069,7809.64,20917.6,37924.1,160606,1137.25,3.85366,4.49255,2.49169,11.3158,6.91424,5.13502,2.49528,29.6532,0.0331141,0.0431483,0.0753133,0.068475,0.0367133,0.0394145,0.075519,0.0167804,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130341,0.0515503,453,338,791,0.177236,-0.0115778,-0.000468827,-0.00856294,-3.65611e-05,-0.00441092,-0.000250528,0.00433311,0,0,0,0,0,0,0,0
3855,chair_2,1,0.927078,0.777057,1729,19,281,0,0.911621,1,-0.299267,0.924334,0,3.16666,0.413952,0.429164,0.451627,0.493868,13590.3,28523.2,5765.9,1018.95,3150.94,8326.29,4523.57,99.1011,35.4761,51.5401,4.55721,25.2934,25.2313,52.5523,4.07159,11.5899,31183.3,51302.2,20798.3,3932.42,13807.7,22967.6,18793,1542.28,5.6629,4.41501,6.93404,15.9467,8.51021,6.59845,7.29462,25.4636,0,0,0.129455,0.0351874,0.0310981,0.0255896,0.11911,0.0165616,0.272693,0.255878,0.233299,0.23703,0.192994,0.211161,0.0448649,-0.142319,143,179,322,-6.02634,6.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3427,chair_3,1,0.388678,0.749583,3245,30,413,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.2,27414.4,129026,3424.57,7182.55,18456.9,128581,31.9835,71.8319,47.2784,38.8465,21.6474,33.3547,45.7201,38.7054,2.68261,67336.9,49546.6,161069,7809.64,20917.5,37924.1,160606,1137.8,3.85366,4.49255,2.49169,11.3158,6.91424,5.13502,2.49528,29.6461,0.0331025,0.0431546,0.0750466,0.0684322,0.0367413,0.0392829,0.0752514,0.0167992,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.141789,-0.00926222,-0.000375062,-0.00685036,-2.92489e-05,-0.00352873,-0.000200423,0.00346648,0,0,0,0,0,0,0,0
3856,chair_2,1,0.924673,0.816619,1730,20,281,0,0.911621,1,-0.299267,0.924334,0,3.16666,0.414139,0.429165,0.451638,0.493994,14300.3,28236.8,3603.02,2353.32,4581.45,6824.07,2399.92,96.2532,35.4378,51.6425,4.53465,25.2542,25.1711,52.3644,4.04621,11.6544,31823.1,50712.6,17286.5,5175.81,14845.9,21414.2,15185.8,1581.27,5.60568,4.4406,7.60583,13.8999,8.20723,6.83359,8.11487,25.1476,0,0,0.0974289,0.0620859,0.0422288,0.0225399,0.078318,0.015618,0.272694,0.255878,0.233298,0.23703,0.192993,0.211161,0.0448661,-0.142318,143,179,322,-7.02634,7.02634,-2.8026e-45,-2.8026e-45,-2.8026e-45,2.8026e-45,-2.8026e-45,2.8026e-45,-1,-1,0,0,0,0,0,0
3428,chair_3,0,0.668727,0.749583,3246,30,348,0,0.457031,0.734056,-1.63036,-0.111461,0,55.0257,0.4289,0.422319,0.484694,0.46949,42243.2,27414.4,129026,3424.57,7182.55,18456.9,128581,31.9835,71.8319,47.2784,38.8465,21.6474,33.3547,45.7201,38.7054,2.68261,67336.9,49546.6,161069,7809.64,20917.5,37924.1,160606,1137.8,3.85366,4.49255,2.49169,11.3158,6.91424,5.13502,2.49528,29.6461,0.0331025,0.0431546,0.0750466,0.0684322,0.0367413,0.0392829,0.0752514,0.0167992,0.229957,0.224245,0.213943,0.20414,0.195562,0.181535,0.0130342,0.0515504,453,338,791,0.141789,-0.00926222,-0.000375062,-0.00685036,-2.92489e-05,-0.00352873,-0.000200423,0.00346648,0,0,0,0,0,0,0,0
